,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A900340,À®ÀÔÇªµå,20210827,-1526692,1514838,-9557
1,A900340,À®ÀÔÇªµå,20210826,-1519802,1507948,-9557
2,A900340,À®ÀÔÇªµå,20210825,-1515214,1503115,-9557
3,A900340,À®ÀÔÇªµå,20210824,-1508349,1496349,-9557
4,A900340,À®ÀÔÇªµå,20210823,-1488400,1476533,-9557
5,A900340,À®ÀÔÇªµå,20210820,-1464645,1452778,-9557
6,A900340,À®ÀÔÇªµå,20210819,-1493576,1482022,-9557
7,A900340,À®ÀÔÇªµå,20210818,-1518979,1507787,-9557
8,A900340,À®ÀÔÇªµå,20210817,-1525806,1514605,-9557
9,A900340,À®ÀÔÇªµå,20210813,-1531168,1519769,-9557
10,A900340,À®ÀÔÇªµå,20210812,-1540099,1529260,-9557
11,A900340,À®ÀÔÇªµå,20210811,-1551600,1539549,-9557
12,A900340,À®ÀÔÇªµå,20210810,-1599922,1584300,-9557
13,A900340,À®ÀÔÇªµå,20210809,-1624472,1608259,-9557
14,A900340,À®ÀÔÇªµå,20210806,-1650529,1634316,-9557
15,A900340,À®ÀÔÇªµå,20210805,-1667354,1651153,-9557
16,A900340,À®ÀÔÇªµå,20210804,-1667009,1656899,-9557
17,A900340,À®ÀÔÇªµå,20210803,-1672098,1662027,-9557
18,A900340,À®ÀÔÇªµå,20210802,-1698024,1683919,-9557
19,A900340,À®ÀÔÇªµå,20210730,-1714420,1699431,-9557
20,A900340,À®ÀÔÇªµå,20210729,-1729283,1715706,-9557
21,A900340,À®ÀÔÇªµå,20210728,-1735207,1723527,-9557
22,A900340,À®ÀÔÇªµå,20210727,-1764393,1761367,-9557
23,A900340,À®ÀÔÇªµå,20210726,-1759195,1757742,-9557
24,A900340,À®ÀÔÇªµå,20210723,-1783923,1782526,-9557
25,A900340,À®ÀÔÇªµå,20210722,-1809426,1808299,-9557
26,A900340,À®ÀÔÇªµå,20210721,-1818864,1818938,-9557
27,A900340,À®ÀÔÇªµå,20210720,-1812059,1806636,-9557
28,A900340,À®ÀÔÇªµå,20210719,-1787807,1783868,-9557
29,A900340,À®ÀÔÇªµå,20210716,-1792513,1789666,-9557
30,A900340,À®ÀÔÇªµå,20210715,-1786512,1784977,-9557
31,A900340,À®ÀÔÇªµå,20210714,-1754499,1752764,-9557
32,A900340,À®ÀÔÇªµå,20210713,-1763469,1765094,-9557
33,A900340,À®ÀÔÇªµå,20210712,-1773701,1777353,-9557
34,A900340,À®ÀÔÇªµå,20210709,-1752749,1756301,-9557
35,A900340,À®ÀÔÇªµå,20210708,-1753366,1756542,-9557
36,A900340,À®ÀÔÇªµå,20210707,-1735723,1735604,-9557
37,A900340,À®ÀÔÇªµå,20210706,-1648916,1648751,-9557
38,A900340,À®ÀÔÇªµå,20210705,-1664976,1668103,-9557
39,A900340,À®ÀÔÇªµå,20210702,-1659670,1662797,-9557
40,A900340,À®ÀÔÇªµå,20210701,-1542908,1533840,-9557
41,A900340,À®ÀÔÇªµå,20210630,-1654713,1675568,-9557
42,A900340,À®ÀÔÇªµå,20210629,-1616436,1640977,-9557
43,A900340,À®ÀÔÇªµå,20210628,-1558084,1582635,-9557
44,A900340,À®ÀÔÇªµå,20210625,-1547554,1566599,-9557
45,A900340,À®ÀÔÇªµå,20210624,-1542103,1560751,-9557
46,A900340,À®ÀÔÇªµå,20210623,-1518988,1536616,-9557
