,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A950200,¼Ò¸¶Á¨,20210827,-25265,61952,-53089
1,A950200,¼Ò¸¶Á¨,20210826,-24895,61560,-53089
2,A950200,¼Ò¸¶Á¨,20210825,-17002,60553,-53089
3,A950200,¼Ò¸¶Á¨,20210824,-19983,63546,-53089
4,A950200,¼Ò¸¶Á¨,20210823,-17979,61522,-53089
5,A950200,¼Ò¸¶Á¨,20210820,-13781,57324,-53089
6,A950200,¼Ò¸¶Á¨,20210819,-12327,56024,-53089
7,A950200,¼Ò¸¶Á¨,20210818,-14628,59264,-53089
8,A950200,¼Ò¸¶Á¨,20210817,-13644,58310,-53089
9,A950200,¼Ò¸¶Á¨,20210813,-17683,62564,-53089
10,A950200,¼Ò¸¶Á¨,20210812,-24208,68021,-53089
11,A950200,¼Ò¸¶Á¨,20210811,-23744,67381,-53089
12,A950200,¼Ò¸¶Á¨,20210810,-17385,61037,-53089
13,A950200,¼Ò¸¶Á¨,20210809,-18917,61927,-53089
14,A950200,¼Ò¸¶Á¨,20210806,-29035,72105,-53089
15,A950200,¼Ò¸¶Á¨,20210805,-30079,73159,-53089
16,A950200,¼Ò¸¶Á¨,20210804,-30968,74008,-53089
17,A950200,¼Ò¸¶Á¨,20210803,-29859,73014,-53089
18,A950200,¼Ò¸¶Á¨,20210802,-41389,84729,-53089
19,A950200,¼Ò¸¶Á¨,20210730,-39232,82583,-53089
20,A950200,¼Ò¸¶Á¨,20210729,-40294,83623,-53089
21,A950200,¼Ò¸¶Á¨,20210728,-46109,89818,-53089
22,A950200,¼Ò¸¶Á¨,20210727,-47005,91908,-53089
23,A950200,¼Ò¸¶Á¨,20210726,-50332,95955,-53089
24,A950200,¼Ò¸¶Á¨,20210723,-51416,97955,-53239
25,A950200,¼Ò¸¶Á¨,20210722,-51559,97956,-53239
26,A950200,¼Ò¸¶Á¨,20210721,-38864,84121,-53239
27,A950200,¼Ò¸¶Á¨,20210720,-22746,69552,-53389
28,A950200,¼Ò¸¶Á¨,20210719,-16148,55468,-53489
29,A950200,¼Ò¸¶Á¨,20210716,-15415,54862,-53489
30,A950200,¼Ò¸¶Á¨,20210715,-14291,54734,-53589
31,A950200,¼Ò¸¶Á¨,20210714,-14235,54679,-53589
32,A950200,¼Ò¸¶Á¨,20210713,-11839,62698,-53589
33,A950200,¼Ò¸¶Á¨,20210712,-13811,64866,-53589
34,A950200,¼Ò¸¶Á¨,20210709,-16046,63857,-53589
35,A950200,¼Ò¸¶Á¨,20210708,-9284,48767,-53344
36,A950200,¼Ò¸¶Á¨,20210707,4797,40062,-53784
37,A950200,¼Ò¸¶Á¨,20210706,-44236,52801,-17784
38,A950200,¼Ò¸¶Á¨,20210705,-56222,54145,-8784
39,A950200,¼Ò¸¶Á¨,20210702,-59518,50510,-800
40,A950200,¼Ò¸¶Á¨,20210701,-74127,57058,-800
41,A950200,¼Ò¸¶Á¨,20210630,-68330,50261,-800
42,A950200,¼Ò¸¶Á¨,20210629,-56340,48185,-800
43,A950200,¼Ò¸¶Á¨,20210628,-54217,46123,-800
44,A950200,¼Ò¸¶Á¨,20210625,-56628,48846,-800
45,A950200,¼Ò¸¶Á¨,20210624,-47569,41165,-800
46,A950200,¼Ò¸¶Á¨,20210623,-61027,62247,-800
47,A950200,¼Ò¸¶Á¨,20210622,-28876,29492,-800
48,A950200,¼Ò¸¶Á¨,20210621,-48219,48715,-800
49,A950200,¼Ò¸¶Á¨,20210618,-38945,39499,-800
50,A950200,¼Ò¸¶Á¨,20210617,-38323,38883,-800
51,A950200,¼Ò¸¶Á¨,20210616,-36642,36184,-800
52,A950200,¼Ò¸¶Á¨,20210615,-34748,34063,-800
53,A950200,¼Ò¸¶Á¨,20210614,-37458,37108,-800
54,A950200,¼Ò¸¶Á¨,20210611,-33243,33053,-800
55,A950200,¼Ò¸¶Á¨,20210610,-39214,38726,-800
56,A950200,¼Ò¸¶Á¨,20210609,-35578,34711,-800
57,A950200,¼Ò¸¶Á¨,20210608,-33194,32327,-800
58,A950200,¼Ò¸¶Á¨,20210607,-26436,23487,-800
59,A950200,¼Ò¸¶Á¨,20210604,-24903,21955,-800
60,A950200,¼Ò¸¶Á¨,20210603,-15672,12788,-800
61,A950200,¼Ò¸¶Á¨,20210602,-15102,12134,-800
62,A950200,¼Ò¸¶Á¨,20210601,-12634,10230,-800
63,A950200,¼Ò¸¶Á¨,20210531,-13349,10851,-800
64,A950200,¼Ò¸¶Á¨,20210528,-6323,4606,-800
65,A950200,¼Ò¸¶Á¨,20210527,553,-1445,-800
66,A950200,¼Ò¸¶Á¨,20210526,3156,-5066,-800
67,A950200,¼Ò¸¶Á¨,20210525,1744,-6952,-800
68,A950200,¼Ò¸¶Á¨,20210524,3429,-12625,-800
69,A950200,¼Ò¸¶Á¨,20210521,4246,-11420,-800
70,A950200,¼Ò¸¶Á¨,20210520,-14626,6275,-800
71,A950200,¼Ò¸¶Á¨,20210518,-13632,5310,-800
72,A950200,¼Ò¸¶Á¨,20210517,-755,-7071,-800
73,A950200,¼Ò¸¶Á¨,20210514,6813,-11741,-800
74,A950200,¼Ò¸¶Á¨,20210513,9508,-14695,-800
75,A950200,¼Ò¸¶Á¨,20210512,9661,-15025,-800
76,A950200,¼Ò¸¶Á¨,20210511,11624,-16105,-800
77,A950200,¼Ò¸¶Á¨,20210510,6364,-10416,-800
78,A950200,¼Ò¸¶Á¨,20210507,5117,-11189,-800
79,A950200,¼Ò¸¶Á¨,20210506,6855,-12696,-800
80,A950200,¼Ò¸¶Á¨,20210504,4205,-10011,-800
81,A950200,¼Ò¸¶Á¨,20210503,12302,-14992,-800
82,A950200,¼Ò¸¶Á¨,20210430,13266,-16604,-800
83,A950200,¼Ò¸¶Á¨,20210429,3694,-7542,-800
84,A950200,¼Ò¸¶Á¨,20210428,8514,-10499,-800
85,A950200,¼Ò¸¶Á¨,20210427,6019,-7304,-800
86,A950200,¼Ò¸¶Á¨,20210426,16144,-15250,-800
87,A950200,¼Ò¸¶Á¨,20210423,2795,-1043,-800
88,A950200,¼Ò¸¶Á¨,20210422,13997,-12959,-548
89,A950200,¼Ò¸¶Á¨,20210421,10743,-9160,-800
90,A950200,¼Ò¸¶Á¨,20210420,6055,-3534,-800
91,A950200,¼Ò¸¶Á¨,20210419,15323,-11465,-800
92,A950200,¼Ò¸¶Á¨,20210416,-4023,-6671,12200
93,A950200,¼Ò¸¶Á¨,20210415,-5518,-7257,12200
94,A950200,¼Ò¸¶Á¨,20210414,-5534,-4460,12200
95,A950200,¼Ò¸¶Á¨,20210413,-78,-4923,200
96,A950200,¼Ò¸¶Á¨,20210412,-7093,3951,200
97,A950200,¼Ò¸¶Á¨,20210409,-661,-2113,200
98,A950200,¼Ò¸¶Á¨,20210408,3519,-6298,200
99,A950200,¼Ò¸¶Á¨,20210407,10472,-14052,200
100,A950200,¼Ò¸¶Á¨,20210406,11839,-14706,200
101,A950200,¼Ò¸¶Á¨,20210405,10616,-13482,200
102,A950200,¼Ò¸¶Á¨,20210402,8423,-10587,200
103,A950200,¼Ò¸¶Á¨,20210401,8489,-10034,200
104,A950200,¼Ò¸¶Á¨,20210331,9525,-11826,100
105,A950200,¼Ò¸¶Á¨,20210330,11349,-13610,100
106,A950200,¼Ò¸¶Á¨,20210329,10580,-13841,100
107,A950200,¼Ò¸¶Á¨,20210326,8458,-12412,100
108,A950200,¼Ò¸¶Á¨,20210325,-403,-3441,0
109,A950200,¼Ò¸¶Á¨,20210324,-8125,5044,0
110,A950200,¼Ò¸¶Á¨,20210323,-6553,3421,0
111,A950200,¼Ò¸¶Á¨,20210322,-12370,9200,0
