,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A095700,Á¦³Ø½Å,20210827,1080528,-762770,-316300
1,A095700,Á¦³Ø½Å,20210826,1057819,-745035,-311519
2,A095700,Á¦³Ø½Å,20210825,1022887,-719280,-302156
3,A095700,Á¦³Ø½Å,20210824,973818,-677899,-294663
4,A095700,Á¦³Ø½Å,20210823,1001075,-708109,-290705
5,A095700,Á¦³Ø½Å,20210820,997023,-706140,-286000
6,A095700,Á¦³Ø½Å,20210819,940049,-645347,-287369
7,A095700,Á¦³Ø½Å,20210818,935483,-647589,-279933
8,A095700,Á¦³Ø½Å,20210817,855087,-559505,-288404
9,A095700,Á¦³Ø½Å,20210813,961523,-671384,-283260
10,A095700,Á¦³Ø½Å,20210812,957866,-668115,-284026
11,A095700,Á¦³Ø½Å,20210811,914517,-629692,-280364
12,A095700,Á¦³Ø½Å,20210810,969276,-702484,-263848
13,A095700,Á¦³Ø½Å,20210809,948968,-694561,-249714
14,A095700,Á¦³Ø½Å,20210806,918156,-668807,-242142
15,A095700,Á¦³Ø½Å,20210805,911316,-670074,-234310
16,A095700,Á¦³Ø½Å,20210804,940777,-698259,-235560
17,A095700,Á¦³Ø½Å,20210803,954542,-709113,-238078
18,A095700,Á¦³Ø½Å,20210802,943297,-711148,-230694
19,A095700,Á¦³Ø½Å,20210730,950719,-714405,-235159
20,A095700,Á¦³Ø½Å,20210729,930649,-703147,-223885
21,A095700,Á¦³Ø½Å,20210728,960900,-733818,-223918
22,A095700,Á¦³Ø½Å,20210727,948562,-732898,-213824
23,A095700,Á¦³Ø½Å,20210726,946575,-730937,-213446
24,A095700,Á¦³Ø½Å,20210723,929440,-711037,-208162
25,A095700,Á¦³Ø½Å,20210722,981267,-761266,-209374
26,A095700,Á¦³Ø½Å,20210721,1004634,-771226,-220874
27,A095700,Á¦³Ø½Å,20210720,989179,-763295,-211391
28,A095700,Á¦³Ø½Å,20210719,1001894,-773258,-211527
29,A095700,Á¦³Ø½Å,20210716,1010133,-786275,-208968
30,A095700,Á¦³Ø½Å,20210715,1009348,-791423,-202867
31,A095700,Á¦³Ø½Å,20210714,1001219,-796822,-191978
32,A095700,Á¦³Ø½Å,20210713,976732,-780742,-183607
33,A095700,Á¦³Ø½Å,20210712,945680,-743136,-185827
34,A095700,Á¦³Ø½Å,20210709,968851,-764018,-188026
35,A095700,Á¦³Ø½Å,20210708,937025,-736829,-185394
36,A095700,Á¦³Ø½Å,20210707,888505,-687916,-187511
37,A095700,Á¦³Ø½Å,20210706,887405,-669702,-199812
38,A095700,Á¦³Ø½Å,20210705,814064,-589722,-195768
39,A095700,Á¦³Ø½Å,20210702,856537,-624091,-202228
40,A095700,Á¦³Ø½Å,20210701,835497,-601554,-202241
41,A095700,Á¦³Ø½Å,20210630,890425,-657082,-204714
42,A095700,Á¦³Ø½Å,20210629,936670,-702607,-203276
43,A095700,Á¦³Ø½Å,20210628,944859,-716801,-194619
44,A095700,Á¦³Ø½Å,20210625,922878,-698233,-190582
45,A095700,Á¦³Ø½Å,20210624,816512,-633363,-149232
46,A095700,Á¦³Ø½Å,20210623,761733,-582937,-143983
47,A095700,Á¦³Ø½Å,20210622,835330,-652699,-146920
48,A095700,Á¦³Ø½Å,20210621,839168,-641425,-162225
49,A095700,Á¦³Ø½Å,20210618,757291,-568874,-151971
50,A095700,Á¦³Ø½Å,20210617,807597,-615316,-155013
51,A095700,Á¦³Ø½Å,20210616,795120,-608238,-149202
52,A095700,Á¦³Ø½Å,20210615,799681,-627491,-134962
53,A095700,Á¦³Ø½Å,20210614,796571,-630017,-128894
54,A095700,Á¦³Ø½Å,20210611,831212,-667282,-126348
55,A095700,Á¦³Ø½Å,20210610,843381,-674527,-130703
56,A095700,Á¦³Ø½Å,20210609,840189,-658801,-143793
57,A095700,Á¦³Ø½Å,20210608,678509,-557753,-80794
58,A095700,Á¦³Ø½Å,20210607,679641,-557074,-82645
59,A095700,Á¦³Ø½Å,20210604,664782,-545095,-79631
60,A095700,Á¦³Ø½Å,20210603,630896,-526408,-63697
61,A095700,Á¦³Ø½Å,20210602,619837,-518250,-60121
62,A095700,Á¦³Ø½Å,20210601,565708,-467760,-53315
63,A095700,Á¦³Ø½Å,20210531,525341,-428522,-51855
64,A095700,Á¦³Ø½Å,20210528,505582,-400526,-59999
65,A095700,Á¦³Ø½Å,20210527,487314,-381778,-60171
66,A095700,Á¦³Ø½Å,20210526,516055,-413875,-57832
67,A095700,Á¦³Ø½Å,20210525,534362,-430056,-58261
68,A095700,Á¦³Ø½Å,20210524,536437,-437053,-51016
69,A095700,Á¦³Ø½Å,20210521,423318,-324338,-40678
70,A095700,Á¦³Ø½Å,20210520,468137,-366691,-41177
71,A095700,Á¦³Ø½Å,20210518,478676,-391778,-24086
72,A095700,Á¦³Ø½Å,20210517,348341,-239112,-60526
73,A095700,Á¦³Ø½Å,20210514,372970,-258616,-67424
74,A095700,Á¦³Ø½Å,20210513,353787,-234242,-69454
75,A095700,Á¦³Ø½Å,20210512,335263,-226026,-64238
76,A095700,Á¦³Ø½Å,20210511,299901,-205076,-53018
77,A095700,Á¦³Ø½Å,20210510,180633,-130063,-10337
78,A095700,Á¦³Ø½Å,20210507,174449,-114538,-17727
79,A095700,Á¦³Ø½Å,20210506,197561,-139870,-17140
80,A095700,Á¦³Ø½Å,20210504,99440,-40091,-21905
81,A095700,Á¦³Ø½Å,20210503,112299,-41018,-35854
82,A095700,Á¦³Ø½Å,20210430,58711,14656,-33055
83,A095700,Á¦³Ø½Å,20210429,60611,-14148,-13371
84,A095700,Á¦³Ø½Å,20210428,36160,-23699,1455
85,A095700,Á¦³Ø½Å,20210427,-37107,-7406,50552
86,A095700,Á¦³Ø½Å,20210426,-75008,-3852,52964
87,A095700,Á¦³Ø½Å,20210423,-196963,104026,61659
88,A095700,Á¦³Ø½Å,20210422,-32775,15500,-7931
89,A095700,Á¦³Ø½Å,20210421,-70251,49896,-161
90,A095700,Á¦³Ø½Å,20210420,-101856,72385,12043
91,A095700,Á¦³Ø½Å,20210419,-136902,123466,335
92,A095700,Á¦³Ø½Å,20210416,-27267,66651,-34895
93,A095700,Á¦³Ø½Å,20210415,-30637,69601,-31951
94,A095700,Á¦³Ø½Å,20210414,-35457,55850,-13506
95,A095700,Á¦³Ø½Å,20210413,-54288,99041,-34381
96,A095700,Á¦³Ø½Å,20210412,-78300,149237,-67809
97,A095700,Á¦³Ø½Å,20210409,-70660,148354,-74807
98,A095700,Á¦³Ø½Å,20210408,-13953,97236,-75691
99,A095700,Á¦³Ø½Å,20210407,67828,34263,-92579
100,A095700,Á¦³Ø½Å,20210406,76510,22939,-91767
101,A095700,Á¦³Ø½Å,20210405,75360,24590,-95133
102,A095700,Á¦³Ø½Å,20210402,49169,40837,-85928
103,A095700,Á¦³Ø½Å,20210401,47351,47566,-88834
104,A095700,Á¦³Ø½Å,20210331,82949,15346,-89234
105,A095700,Á¦³Ø½Å,20210330,56292,17720,-65058
106,A095700,Á¦³Ø½Å,20210329,52095,22408,-66486
107,A095700,Á¦³Ø½Å,20210326,46314,21236,-60442
108,A095700,Á¦³Ø½Å,20210325,31378,20804,-45306
109,A095700,Á¦³Ø½Å,20210324,2239,30202,-25407
110,A095700,Á¦³Ø½Å,20210323,-1562,39864,-29924
111,A095700,Á¦³Ø½Å,20210322,27116,17952,-34187
112,A095700,Á¦³Ø½Å,20210319,23392,22020,-34430
113,A095700,Á¦³Ø½Å,20210318,18459,15358,-26048
114,A095700,Á¦³Ø½Å,20210317,-1086,28319,-17605
115,A095700,Á¦³Ø½Å,20210316,-4649,19897,-12925
116,A095700,Á¦³Ø½Å,20210315,-55946,51853,3287
117,A095700,Á¦³Ø½Å,20210312,-48273,41819,6141
118,A095700,Á¦³Ø½Å,20210311,-25659,21985,4856
