,辆格内靛,辆格疙,朝楼,俺牢 鉴概荐,寇惫牢 鉴概荐,扁包 鉴概荐
0,A005300,吩单磨己,20210827,124545,-144529,7604
1,A005300,吩单磨己,20210826,135125,-148423,898
2,A005300,吩单磨己,20210825,138383,-145033,-5781
3,A005300,吩单磨己,20210824,139322,-130155,-20933
4,A005300,吩单磨己,20210823,167659,-135019,-44532
5,A005300,吩单磨己,20210820,179441,-137870,-53432
6,A005300,吩单磨己,20210819,185266,-139470,-58212
7,A005300,吩单磨己,20210818,193293,-136617,-69179
8,A005300,吩单磨己,20210817,199879,-137383,-74631
9,A005300,吩单磨己,20210813,202331,-139665,-73782
10,A005300,吩单磨己,20210812,195709,-139095,-67989
11,A005300,吩单磨己,20210811,192525,-137570,-66365
12,A005300,吩单磨己,20210810,186080,-139405,-61112
13,A005300,吩单磨己,20210809,183109,-138419,-58566
14,A005300,吩单磨己,20210806,174640,-138840,-49590
15,A005300,吩单磨己,20210805,170042,-132473,-52959
16,A005300,吩单磨己,20210804,172287,-127520,-60349
17,A005300,吩单磨己,20210803,173852,-123615,-64202
18,A005300,吩单磨己,20210802,170773,-111244,-67361
19,A005300,吩单磨己,20210730,174267,-103550,-78021
20,A005300,吩单磨己,20210729,185511,-95332,-94527
21,A005300,吩单磨己,20210728,261558,-140469,-124440
22,A005300,吩单磨己,20210727,255406,-142278,-116461
23,A005300,吩单磨己,20210726,240465,-143334,-100359
24,A005300,吩单磨己,20210723,230500,-141004,-90671
25,A005300,吩单磨己,20210722,226020,-144155,-82401
26,A005300,吩单磨己,20210721,219372,-149018,-71326
27,A005300,吩单磨己,20210720,203966,-152504,-52406
28,A005300,吩单磨己,20210719,181340,-145188,-37044
29,A005300,吩单磨己,20210716,182140,-149959,-33039
30,A005300,吩单磨己,20210715,164495,-153609,-11778
31,A005300,吩单磨己,20210714,155696,-147290,-9226
32,A005300,吩单磨己,20210713,156163,-143606,-13394
33,A005300,吩单磨己,20210712,158376,-143967,-11865
34,A005300,吩单磨己,20210709,157336,-148892,-6375
35,A005300,吩单磨己,20210708,145415,-151294,7676
36,A005300,吩单磨己,20210707,140053,-146623,8083
37,A005300,吩单磨己,20210706,130459,-138313,9974
38,A005300,吩单磨己,20210705,129370,-135375,8000
39,A005300,吩单磨己,20210702,123826,-127765,5969
40,A005300,吩单磨己,20210701,118662,-129335,12657
41,A005300,吩单磨己,20210630,101621,-121543,21948
42,A005300,吩单磨己,20210629,97624,-115550,20097
43,A005300,吩单磨己,20210628,92083,-119538,29718
44,A005300,吩单磨己,20210625,86678,-113347,28978
45,A005300,吩单磨己,20210624,96192,-112760,19060
46,A005300,吩单磨己,20210623,86558,-124155,39060
47,A005300,吩单磨己,20210622,42141,-133071,89594
48,A005300,吩单磨己,20210621,35033,-133013,96298
49,A005300,吩单磨己,20210618,15628,-153994,137196
50,A005300,吩单磨己,20210617,-20937,-175134,192995
51,A005300,吩单磨己,20210616,-53351,-176090,220515
52,A005300,吩单磨己,20210615,-71841,-167798,230154
53,A005300,吩单磨己,20210614,-83885,-168605,241753
54,A005300,吩单磨己,20210611,-96362,-168493,253863
55,A005300,吩单磨己,20210610,-114532,-155483,259018
56,A005300,吩单磨己,20210609,-133949,-136800,259938
57,A005300,吩单磨己,20210608,-105296,-139538,234298
58,A005300,吩单磨己,20210607,-109865,-132159,231386
59,A005300,吩单磨己,20210604,-100413,-132681,224066
60,A005300,吩单磨己,20210603,-105179,-130442,227487
61,A005300,吩单磨己,20210602,-116939,-132169,240751
62,A005300,吩单磨己,20210601,-126201,-132286,250180
63,A005300,吩单磨己,20210531,-122502,-130220,244225
64,A005300,吩单磨己,20210528,-121802,-132775,246221
65,A005300,吩单磨己,20210527,-121116,-125110,238009
66,A005300,吩单磨己,20210526,-103492,-116347,211693
67,A005300,吩单磨己,20210525,-114712,-97313,203927
68,A005300,吩单磨己,20210524,-117328,-79209,188432
69,A005300,吩单磨己,20210521,-113665,-72781,180759
70,A005300,吩单磨己,20210520,-121334,-72146,187314
71,A005300,吩单磨己,20210518,-122117,-72774,188546
72,A005300,吩单磨己,20210517,-112534,-69472,175594
73,A005300,吩单磨己,20210514,-136767,-64587,194632
74,A005300,吩单磨己,20210513,-138656,-56469,189756
75,A005300,吩单磨己,20210512,-158474,-51398,204412
76,A005300,吩单磨己,20210511,-168602,-27143,192557
77,A005300,吩单磨己,20210510,-142379,-27445,167640
78,A005300,吩单磨己,20210507,-139323,-29321,165854
79,A005300,吩单磨己,20210506,-151958,-25894,174786
80,A005300,吩单磨己,20210504,-143295,-27561,168521
81,A005300,吩单磨己,20210503,-153053,-20362,174478
82,A005300,吩单磨己,20210430,-132438,-24304,158252
83,A005300,吩单磨己,20210429,-142922,1509,142731
84,A005300,吩单磨己,20210428,-120162,6860,117493
85,A005300,吩单磨己,20210427,-126834,14606,115969
86,A005300,吩单磨己,20210426,-129932,18132,115541
87,A005300,吩单磨己,20210423,-126770,19081,111007
88,A005300,吩单磨己,20210422,-128545,19618,112173
89,A005300,吩单磨己,20210421,-129563,25906,106999
90,A005300,吩单磨己,20210420,-82108,4849,80588
91,A005300,吩单磨己,20210419,-77621,5149,76751
92,A005300,吩单磨己,20210416,-78784,4793,78800
93,A005300,吩单磨己,20210415,-87655,6164,86384
94,A005300,吩单磨己,20210414,-100647,7358,98159
95,A005300,吩单磨己,20210413,-99821,9219,95416
96,A005300,吩单磨己,20210412,-91279,4890,90722
97,A005300,吩单磨己,20210409,-90171,5656,88852
98,A005300,吩单磨己,20210408,-93375,7131,90582
99,A005300,吩单磨己,20210407,-101873,9007,97619
100,A005300,吩单磨己,20210406,-108506,11078,101950
101,A005300,吩单磨己,20210405,-111230,15020,100684
102,A005300,吩单磨己,20210402,-100889,17981,85995
103,A005300,吩单磨己,20210401,-103185,20249,86102
104,A005300,吩单磨己,20210331,-108089,24760,86719
105,A005300,吩单磨己,20210330,-99371,23289,79459
106,A005300,吩单磨己,20210329,-108626,35368,76712
107,A005300,吩单磨己,20210326,-44175,12114,33197
108,A005300,吩单磨己,20210325,-36182,14476,22782
109,A005300,吩单磨己,20210324,-7053,-1528,8961
110,A005300,吩单磨己,20210323,535,-2992,2886
111,A005300,吩单磨己,20210322,5776,-3466,-1917
112,A005300,吩单磨己,20210319,3278,-2941,116
113,A005300,吩单磨己,20210318,-2443,-1300,4082
114,A005300,吩单磨己,20210317,-6110,390,6031
115,A005300,吩单磨己,20210316,498,885,-1040
116,A005300,吩单磨己,20210315,3952,419,-4014
117,A005300,吩单磨己,20210312,-68,315,342
118,A005300,吩单磨己,20210311,-4537,1385,3443
