,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A069080,À¥Á¨,20210827,2998127,-2108779,-1207691
1,A069080,À¥Á¨,20210826,2994582,-2125167,-1188454
2,A069080,À¥Á¨,20210825,2953134,-2095076,-1176762
3,A069080,À¥Á¨,20210824,2942214,-2103711,-1157265
4,A069080,À¥Á¨,20210823,3000977,-2147891,-1171343
5,A069080,À¥Á¨,20210820,3011992,-2170008,-1161373
6,A069080,À¥Á¨,20210819,3007315,-2169440,-1157459
7,A069080,À¥Á¨,20210818,2992084,-2163839,-1148247
8,A069080,À¥Á¨,20210817,3062679,-2216318,-1165468
9,A069080,À¥Á¨,20210813,3088940,-2257950,-1149997
10,A069080,À¥Á¨,20210812,3052827,-2223704,-1148285
11,A069080,À¥Á¨,20210811,3006579,-2189384,-1136329
12,A069080,À¥Á¨,20210810,2933270,-2132596,-1119104
13,A069080,À¥Á¨,20210809,2848677,-2059874,-1107440
14,A069080,À¥Á¨,20210806,2901721,-2119803,-1101214
15,A069080,À¥Á¨,20210805,2902708,-2124353,-1097934
16,A069080,À¥Á¨,20210804,2918359,-2136961,-1100618
17,A069080,À¥Á¨,20210803,2985734,-2198834,-1106574
18,A069080,À¥Á¨,20210802,2850616,-2145178,-1024396
19,A069080,À¥Á¨,20210730,2845663,-2140873,-1023672
20,A069080,À¥Á¨,20210729,2756246,-2052481,-1021478
21,A069080,À¥Á¨,20210728,2706672,-2002988,-1020799
22,A069080,À¥Á¨,20210727,2605118,-1907105,-1016421
23,A069080,À¥Á¨,20210726,2528835,-1835267,-1012081
24,A069080,À¥Á¨,20210723,2501205,-1805377,-1013314
25,A069080,À¥Á¨,20210722,2510268,-1822578,-1003722
26,A069080,À¥Á¨,20210721,2563120,-1869042,-1009867
27,A069080,À¥Á¨,20210720,2531285,-1845175,-1001186
28,A069080,À¥Á¨,20210719,2526049,-1842733,-998582
29,A069080,À¥Á¨,20210716,2508038,-1830415,-993039
30,A069080,À¥Á¨,20210715,2508152,-1845765,-978074
31,A069080,À¥Á¨,20210714,2520886,-1854020,-981569
32,A069080,À¥Á¨,20210713,2492640,-1828647,-979354
33,A069080,À¥Á¨,20210712,2686825,-2030684,-971600
34,A069080,À¥Á¨,20210709,2682180,-2031583,-965284
35,A069080,À¥Á¨,20210708,2574069,-1926001,-962659
36,A069080,À¥Á¨,20210707,2605405,-1967022,-952598
37,A069080,À¥Á¨,20210706,2591934,-1954893,-951318
38,A069080,À¥Á¨,20210705,2551809,-1916849,-948330
39,A069080,À¥Á¨,20210702,2599376,-1954263,-958109
40,A069080,À¥Á¨,20210701,2597986,-1958030,-951937
41,A069080,À¥Á¨,20210630,2495522,-1852495,-955281
42,A069080,À¥Á¨,20210629,2583605,-1937789,-957685
43,A069080,À¥Á¨,20210628,2563612,-1947293,-925995
44,A069080,À¥Á¨,20210625,2677136,-2060930,-925627
45,A069080,À¥Á¨,20210624,2714886,-2114308,-910191
46,A069080,À¥Á¨,20210623,2725365,-2189457,-846540
47,A069080,À¥Á¨,20210622,2719790,-2236542,-792962
48,A069080,À¥Á¨,20210621,2388885,-2083368,-611835
49,A069080,À¥Á¨,20210618,2260699,-2006273,-559197
50,A069080,À¥Á¨,20210617,2353635,-2091954,-570858
51,A069080,À¥Á¨,20210616,2331486,-2077385,-563475
52,A069080,À¥Á¨,20210615,2329064,-2067506,-565661
53,A069080,À¥Á¨,20210614,2296827,-2029391,-568566
54,A069080,À¥Á¨,20210611,2316361,-2052696,-565306
55,A069080,À¥Á¨,20210610,2361065,-2071215,-571394
56,A069080,À¥Á¨,20210609,2323078,-2031182,-573736
57,A069080,À¥Á¨,20210608,2309836,-1981776,-579926
58,A069080,À¥Á¨,20210607,2248599,-1948672,-520451
59,A069080,À¥Á¨,20210604,2240064,-1910687,-519883
60,A069080,À¥Á¨,20210603,2117517,-1814271,-493744
61,A069080,À¥Á¨,20210602,2233763,-1894877,-502712
62,A069080,À¥Á¨,20210601,2068623,-1739602,-491203
63,A069080,À¥Á¨,20210531,2074325,-1743334,-495682
64,A069080,À¥Á¨,20210528,2073210,-1746450,-491377
65,A069080,À¥Á¨,20210527,1948972,-1626288,-487099
66,A069080,À¥Á¨,20210526,1941661,-1584513,-490812
67,A069080,À¥Á¨,20210525,1903821,-1519852,-489185
68,A069080,À¥Á¨,20210524,1892612,-1467338,-500351
69,A069080,À¥Á¨,20210521,1902271,-1445242,-502446
70,A069080,À¥Á¨,20210520,1891419,-1387900,-517862
71,A069080,À¥Á¨,20210518,1775878,-1269968,-520648
72,A069080,À¥Á¨,20210517,1860163,-1297928,-542908
73,A069080,À¥Á¨,20210514,1778112,-1238836,-518736
74,A069080,À¥Á¨,20210513,1777624,-1209136,-547738
75,A069080,À¥Á¨,20210512,1759047,-1148328,-590005
76,A069080,À¥Á¨,20210511,1703272,-1068660,-614457
77,A069080,À¥Á¨,20210510,1600202,-974311,-600085
78,A069080,À¥Á¨,20210507,1470030,-839291,-607337
79,A069080,À¥Á¨,20210506,1412541,-781194,-608778
80,A069080,À¥Á¨,20210504,1213970,-623245,-567373
81,A069080,À¥Á¨,20210503,1176951,-599918,-554248
82,A069080,À¥Á¨,20210430,1170891,-569271,-578352
83,A069080,À¥Á¨,20210429,1154171,-568011,-562423
84,A069080,À¥Á¨,20210428,1120623,-537550,-559997
85,A069080,À¥Á¨,20210427,1095162,-546542,-525031
86,A069080,À¥Á¨,20210426,1107346,-552875,-531239
87,A069080,À¥Á¨,20210423,1026652,-513059,-497952
88,A069080,À¥Á¨,20210422,1051907,-527624,-510401
89,A069080,À¥Á¨,20210421,1042037,-515065,-519837
90,A069080,À¥Á¨,20210420,1090163,-528858,-556090
91,A069080,À¥Á¨,20210419,1198534,-603585,-584587
92,A069080,À¥Á¨,20210416,1114487,-545216,-555950
93,A069080,À¥Á¨,20210415,1036358,-557543,-472598
94,A069080,À¥Á¨,20210414,916142,-492938,-413698
95,A069080,À¥Á¨,20210413,946840,-594162,-341959
96,A069080,À¥Á¨,20210412,700958,-561013,-127548
97,A069080,À¥Á¨,20210409,108521,-342516,213125
98,A069080,À¥Á¨,20210408,254521,-547717,268589
99,A069080,À¥Á¨,20210407,188942,-516162,301281
100,A069080,À¥Á¨,20210406,148486,-539939,363687
101,A069080,À¥Á¨,20210405,98308,-570382,440363
102,A069080,À¥Á¨,20210402,49866,-555805,468678
103,A069080,À¥Á¨,20210401,13224,-520620,472565
104,A069080,À¥Á¨,20210331,36978,-493756,433976
105,A069080,À¥Á¨,20210330,-3346,-465370,445435
106,A069080,À¥Á¨,20210329,-55630,-469694,502137
107,A069080,À¥Á¨,20210326,-101978,-397773,474907
108,A069080,À¥Á¨,20210325,-166354,-302623,450866
109,A069080,À¥Á¨,20210324,-229087,-171560,383423
110,A069080,À¥Á¨,20210323,-142334,-113445,248110
111,A069080,À¥Á¨,20210322,-31511,-128261,159666
112,A069080,À¥Á¨,20210319,316073,-213419,-107053
113,A069080,À¥Á¨,20210318,274851,-176838,-102054
114,A069080,À¥Á¨,20210317,185747,-70590,-118998
115,A069080,À¥Á¨,20210316,211989,-75582,-140472
116,A069080,À¥Á¨,20210315,208795,-62008,-150669
117,A069080,À¥Á¨,20210312,198548,-57546,-144798
118,A069080,À¥Á¨,20210311,198499,-63865,-138430
