,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A003830,¥Î«—»≠º∂,20210827,5596,-1373,-6228
1,A003830,¥Î«—»≠º∂,20210826,3927,-1397,-4535
2,A003830,¥Î«—»≠º∂,20210825,3970,-1436,-4539
3,A003830,¥Î«—»≠º∂,20210824,4289,-1440,-4554
4,A003830,¥Î«—»≠º∂,20210823,4358,-1495,-4568
5,A003830,¥Î«—»≠º∂,20210820,4467,-1585,-4587
6,A003830,¥Î«—»≠º∂,20210819,5084,-1602,-4587
7,A003830,¥Î«—»≠º∂,20210818,4761,-1599,-4567
8,A003830,¥Î«—»≠º∂,20210817,5055,-1598,-4562
9,A003830,¥Î«—»≠º∂,20210813,5021,-1563,-4563
10,A003830,¥Î«—»≠º∂,20210812,4778,-1545,-4347
11,A003830,¥Î«—»≠º∂,20210811,4558,-1499,-4208
12,A003830,¥Î«—»≠º∂,20210810,4539,-1481,-4207
13,A003830,¥Î«—»≠º∂,20210809,4524,-1475,-4198
14,A003830,¥Î«—»≠º∂,20210806,4516,-1473,-4192
15,A003830,¥Î«—»≠º∂,20210805,4821,-1449,-4521
16,A003830,¥Î«—»≠º∂,20210804,4723,-1455,-4417
17,A003830,¥Î«—»≠º∂,20210803,4735,-1452,-4432
18,A003830,¥Î«—»≠º∂,20210802,4726,-1435,-4441
19,A003830,¥Î«—»≠º∂,20210730,5031,-1424,-4779
20,A003830,¥Î«—»≠º∂,20210729,5259,-1459,-4772
21,A003830,¥Î«—»≠º∂,20210728,5259,-1460,-4770
22,A003830,¥Î«—»≠º∂,20210727,5266,-1460,-4777
23,A003830,¥Î«—»≠º∂,20210726,5202,-1476,-4697
24,A003830,¥Î«—»≠º∂,20210723,5197,-1479,-4689
25,A003830,¥Î«—»≠º∂,20210722,5214,-1483,-4702
26,A003830,¥Î«—»≠º∂,20210721,4923,-1476,-4222
27,A003830,¥Î«—»≠º∂,20210720,4899,-1459,-4219
28,A003830,¥Î«—»≠º∂,20210719,4635,-1430,-3984
29,A003830,¥Î«—»≠º∂,20210716,4528,-1420,-3887
30,A003830,¥Î«—»≠º∂,20210715,4144,-1424,-3499
31,A003830,¥Î«—»≠º∂,20210714,3769,-1441,-3107
32,A003830,¥Î«—»≠º∂,20210713,3713,-1450,-3042
33,A003830,¥Î«—»≠º∂,20210712,3959,-1494,-3244
34,A003830,¥Î«—»≠º∂,20210709,3895,-1515,-3186
35,A003830,¥Î«—»≠º∂,20210708,3882,-1528,-3160
36,A003830,¥Î«—»≠º∂,20210707,3800,-1477,-3129
37,A003830,¥Î«—»≠º∂,20210706,3752,-1457,-3101
38,A003830,¥Î«—»≠º∂,20210705,3617,-1392,-3031
39,A003830,¥Î«—»≠º∂,20210702,3564,-1375,-2995
40,A003830,¥Î«—»≠º∂,20210701,3488,-1306,-2988
41,A003830,¥Î«—»≠º∂,20210630,3468,-1310,-2969
42,A003830,¥Î«—»≠º∂,20210629,3315,-1195,-2891
43,A003830,¥Î«—»≠º∂,20210628,3009,-1072,-2708
44,A003830,¥Î«—»≠º∂,20210625,2976,-1051,-2696
45,A003830,¥Î«—»≠º∂,20210624,3074,-1207,-2638
46,A003830,¥Î«—»≠º∂,20210623,3066,-1170,-2663
47,A003830,¥Î«—»≠º∂,20210622,2881,-1165,-2473
48,A003830,¥Î«—»≠º∂,20210621,2495,-1193,-2009
49,A003830,¥Î«—»≠º∂,20210618,2103,-1225,-1588
50,A003830,¥Î«—»≠º∂,20210617,1532,-1155,-1097
51,A003830,¥Î«—»≠º∂,20210616,1619,-1103,-1091
52,A003830,¥Î«—»≠º∂,20210615,2006,-1099,-1048
53,A003830,¥Î«—»≠º∂,20210614,1829,-1050,-1039
54,A003830,¥Î«—»≠º∂,20210611,1871,-1037,-1008
55,A003830,¥Î«—»≠º∂,20210610,1659,-811,-1018
56,A003830,¥Î«—»≠º∂,20210609,1629,-796,-1003
57,A003830,¥Î«—»≠º∂,20210608,1621,-783,-1008
58,A003830,¥Î«—»≠º∂,20210607,1618,-778,-1022
59,A003830,¥Î«—»≠º∂,20210604,1522,-814,-888
60,A003830,¥Î«—»≠º∂,20210603,1552,-870,-862
61,A003830,¥Î«—»≠º∂,20210602,1922,-971,-1064
62,A003830,¥Î«—»≠º∂,20210601,2266,-1026,-1353
63,A003830,¥Î«—»≠º∂,20210531,2756,-1097,-1769
64,A003830,¥Î«—»≠º∂,20210528,2772,-1113,-1769
65,A003830,¥Î«—»≠º∂,20210527,2798,-1130,-1756
66,A003830,¥Î«—»≠º∂,20210526,2808,-1140,-1756
67,A003830,¥Î«—»≠º∂,20210525,2743,-1138,-1693
68,A003830,¥Î«—»≠º∂,20210524,2735,-1126,-1697
69,A003830,¥Î«—»≠º∂,20210521,2741,-1111,-1718
70,A003830,¥Î«—»≠º∂,20210520,2768,-1150,-1706
71,A003830,¥Î«—»≠º∂,20210518,2743,-1132,-1699
72,A003830,¥Î«—»≠º∂,20210517,2775,-1145,-1708
73,A003830,¥Î«—»≠º∂,20210514,2775,-1123,-1729
74,A003830,¥Î«—»≠º∂,20210513,2718,-1107,-1659
75,A003830,¥Î«—»≠º∂,20210512,2615,-1097,-1566
76,A003830,¥Î«—»≠º∂,20210511,2542,-1060,-1527
77,A003830,¥Î«—»≠º∂,20210510,2537,-1074,-1508
78,A003830,¥Î«—»≠º∂,20210507,1924,-1220,-749
79,A003830,¥Î«—»≠º∂,20210506,1913,-1196,-763
80,A003830,¥Î«—»≠º∂,20210504,1930,-1190,-786
81,A003830,¥Î«—»≠º∂,20210503,1831,-1173,-759
82,A003830,¥Î«—»≠º∂,20210430,1841,-1176,-766
83,A003830,¥Î«—»≠º∂,20210429,1858,-1168,-791
84,A003830,¥Î«—»≠º∂,20210428,1736,-1166,-738
85,A003830,¥Î«—»≠º∂,20210427,1636,-1030,-774
86,A003830,¥Î«—»≠º∂,20210426,1644,-1062,-760
87,A003830,¥Î«—»≠º∂,20210423,1611,-1055,-734
88,A003830,¥Î«—»≠º∂,20210422,1486,-1035,-629
89,A003830,¥Î«—»≠º∂,20210421,1508,-1026,-660
90,A003830,¥Î«—»≠º∂,20210420,1508,-1021,-632
91,A003830,¥Î«—»≠º∂,20210419,1472,-1013,-646
92,A003830,¥Î«—»≠º∂,20210416,1455,-1001,-641
93,A003830,¥Î«—»≠º∂,20210415,1413,-951,-649
94,A003830,¥Î«—»≠º∂,20210414,1379,-922,-644
95,A003830,¥Î«—»≠º∂,20210413,1375,-930,-632
96,A003830,¥Î«—»≠º∂,20210412,1266,-889,-564
97,A003830,¥Î«—»≠º∂,20210409,1623,-1213,-597
98,A003830,¥Î«—»≠º∂,20210408,1690,-1231,-646
99,A003830,¥Î«—»≠º∂,20210407,1692,-1239,-640
100,A003830,¥Î«—»≠º∂,20210406,1727,-1265,-651
101,A003830,¥Î«—»≠º∂,20210405,1691,-1268,-612
102,A003830,¥Î«—»≠º∂,20210402,1762,-1331,-620
103,A003830,¥Î«—»≠º∂,20210401,1448,-1325,-612
104,A003830,¥Î«—»≠º∂,20210331,1405,-1366,-528
105,A003830,¥Î«—»≠º∂,20210330,1290,-1312,-517
106,A003830,¥Î«—»≠º∂,20210329,1074,-1124,-489
107,A003830,¥Î«—»≠º∂,20210326,1029,-1081,-487
108,A003830,¥Î«—»≠º∂,20210325,877,-938,-478
109,A003830,¥Î«—»≠º∂,20210324,703,-801,-476
110,A003830,¥Î«—»≠º∂,20210323,473,-676,-371
111,A003830,¥Î«—»≠º∂,20210322,522,-526,-365
112,A003830,¥Î«—»≠º∂,20210319,267,-376,-336
113,A003830,¥Î«—»≠º∂,20210318,113,-259,-318
114,A003830,¥Î«—»≠º∂,20210317,-44,-131,-291
115,A003830,¥Î«—»≠º∂,20210316,-60,-127,-286
116,A003830,¥Î«—»≠º∂,20210315,184,-122,-232
117,A003830,¥Î«—»≠º∂,20210312,122,-83,-209
118,A003830,¥Î«—»≠º∂,20210311,152,-80,-172
