,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
37,A057540,©х╢о╫ц╫╨еш,20210706,-554898,563332,0
38,A057540,©х╢о╫ц╫╨еш,20210705,-687118,697983,360
39,A057540,©х╢о╫ц╫╨еш,20210702,-856219,869926,360
40,A057540,©х╢о╫ц╫╨еш,20210701,-1454148,1444531,20835
41,A057540,©х╢о╫ц╫╨еш,20210630,-1066057,1075624,0
42,A057540,©х╢о╫ц╫╨еш,20210629,-1080435,1094996,0
43,A057540,©х╢о╫ц╫╨еш,20210628,-1250591,1265351,0
44,A057540,©х╢о╫ц╫╨еш,20210625,-1588305,1577880,0
45,A057540,©х╢о╫ц╫╨еш,20210624,-700569,706328,0
46,A057540,©х╢о╫ц╫╨еш,20210623,-585873,588753,0
47,A057540,©х╢о╫ц╫╨еш,20210622,-1134307,1138378,0
48,A057540,©х╢о╫ц╫╨еш,20210621,-1112777,1119848,0
49,A057540,©х╢о╫ц╫╨еш,20210618,-961917,969038,0
50,A057540,©х╢о╫ц╫╨еш,20210617,-894218,901504,0
51,A057540,©х╢о╫ц╫╨еш,20210616,-885285,891145,0
52,A057540,©х╢о╫ц╫╨еш,20210615,-1072288,1072186,0
53,A057540,©х╢о╫ц╫╨еш,20210614,-1010925,1013577,0
54,A057540,©х╢о╫ц╫╨еш,20210611,-1111138,1115090,0
55,A057540,©х╢о╫ц╫╨еш,20210610,-965024,959341,0
56,A057540,©х╢о╫ц╫╨еш,20210609,-877600,882701,0
57,A057540,©х╢о╫ц╫╨еш,20210608,-821963,829524,0
58,A057540,©х╢о╫ц╫╨еш,20210607,-789269,772880,0
59,A057540,©х╢о╫ц╫╨еш,20210604,-682365,666027,0
60,A057540,©х╢о╫ц╫╨еш,20210603,-606211,593914,0
61,A057540,©х╢о╫ц╫╨еш,20210602,-455387,437690,0
62,A057540,©х╢о╫ц╫╨еш,20210601,-641931,627873,0
63,A057540,©х╢о╫ц╫╨еш,20210531,-439299,426454,0
64,A057540,©х╢о╫ц╫╨еш,20210528,-237868,224464,0
65,A057540,©х╢о╫ц╫╨еш,20210527,-63224,48425,0
66,A057540,©х╢о╫ц╫╨еш,20210526,-265219,240894,0
67,A057540,©х╢о╫ц╫╨еш,20210525,-272861,248536,0
68,A057540,©х╢о╫ц╫╨еш,20210524,-222631,198306,0
69,A057540,©х╢о╫ц╫╨еш,20210521,-259846,235403,0
70,A057540,©х╢о╫ц╫╨еш,20210520,-271533,247090,0
71,A057540,©х╢о╫ц╫╨еш,20210518,-291172,267579,0
72,A057540,©х╢о╫ц╫╨еш,20210517,-312236,306643,0
73,A057540,©х╢о╫ц╫╨еш,20210514,-333854,328261,0
74,A057540,©х╢о╫ц╫╨еш,20210513,-361667,356374,0
75,A057540,©х╢о╫ц╫╨еш,20210512,-366720,361327,0
76,A057540,©х╢о╫ц╫╨еш,20210511,-396223,391230,0
77,A057540,©х╢о╫ц╫╨еш,20210510,-336684,331791,0
78,A057540,©х╢о╫ц╫╨еш,20210507,-336972,332079,0
79,A057540,©х╢о╫ц╫╨еш,20210506,-332536,327749,0
80,A057540,©х╢о╫ц╫╨еш,20210504,-254960,250700,0
81,A057540,©х╢о╫ц╫╨еш,20210503,-225272,231012,0
82,A057540,©х╢о╫ц╫╨еш,20210430,-261591,282331,0
83,A057540,©х╢о╫ц╫╨еш,20210429,-321960,342785,0
84,A057540,©х╢о╫ц╫╨еш,20210428,-359578,378906,0
85,A057540,©х╢о╫ц╫╨еш,20210427,-421126,439844,0
86,A057540,©х╢о╫ц╫╨еш,20210426,-295848,311676,0
87,A057540,©х╢о╫ц╫╨еш,20210423,-245121,260949,0
88,A057540,©х╢о╫ц╫╨еш,20210422,-372764,387842,0
89,A057540,©х╢о╫ц╫╨еш,20210421,-244466,256825,0
90,A057540,©х╢о╫ц╫╨еш,20210420,-315142,326354,0
91,A057540,©х╢о╫ц╫╨еш,20210419,-382964,393678,0
92,A057540,©х╢о╫ц╫╨еш,20210416,-351308,365988,0
93,A057540,©х╢о╫ц╫╨еш,20210415,-323445,336881,0
94,A057540,©х╢о╫ц╫╨еш,20210414,-375871,367307,0
95,A057540,©х╢о╫ц╫╨еш,20210413,-342010,327613,0
96,A057540,©х╢о╫ц╫╨еш,20210412,-284732,250543,0
97,A057540,©х╢о╫ц╫╨еш,20210409,-205063,170875,0
98,A057540,©х╢о╫ц╫╨еш,20210408,-209269,175541,0
99,A057540,©х╢о╫ц╫╨еш,20210407,-243386,210279,0
100,A057540,©х╢о╫ц╫╨еш,20210406,-273810,260548,0
101,A057540,©х╢о╫ц╫╨еш,20210405,-278630,265118,0
102,A057540,©х╢о╫ц╫╨еш,20210402,-259051,245839,0
103,A057540,©х╢о╫ц╫╨еш,20210401,-222054,208442,0
104,A057540,©х╢о╫ц╫╨еш,20210331,-186692,173080,0
105,A057540,©х╢о╫ц╫╨еш,20210330,-207510,191898,0
106,A057540,©х╢о╫ц╫╨еш,20210329,-232407,218795,0
107,A057540,©х╢о╫ц╫╨еш,20210326,-280087,268475,0
108,A057540,©х╢о╫ц╫╨еш,20210325,-321460,309740,0
109,A057540,©х╢о╫ц╫╨еш,20210324,-324443,312723,0
110,A057540,©х╢о╫ц╫╨еш,20210323,-280634,269314,0
111,A057540,©х╢о╫ц╫╨еш,20210322,-307886,295566,0
112,A057540,©х╢о╫ц╫╨еш,20210319,-322322,309502,0
113,A057540,©х╢о╫ц╫╨еш,20210318,-210632,197312,0
114,A057540,©х╢о╫ц╫╨еш,20210317,-198875,184124,0
115,A057540,©х╢о╫ц╫╨еш,20210316,-184746,170495,0
116,A057540,©х╢о╫ц╫╨еш,20210315,-174316,161065,0
117,A057540,©х╢о╫ц╫╨еш,20210312,-148158,146175,0
118,A057540,©х╢о╫ц╫╨еш,20210311,-122817,121665,0
