,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
0,A064760,ф╪╬╬диюл,20210827,4539,292912,-293268
1,A064760,ф╪╬╬диюл,20210826,4082,292664,-292670
2,A064760,ф╪╬╬диюл,20210825,4647,286757,-287312
3,A064760,ф╪╬╬диюл,20210824,-5863,287575,-277067
4,A064760,ф╪╬╬диюл,20210823,-8153,287702,-274904
5,A064760,ф╪╬╬диюл,20210820,-12315,290452,-273568
6,A064760,ф╪╬╬диюл,20210819,-11191,291115,-275395
7,A064760,ф╪╬╬диюл,20210818,-19183,291336,-267600
8,A064760,ф╪╬╬диюл,20210817,-21178,295673,-270233
9,A064760,ф╪╬╬диюл,20210813,-21685,295247,-269279
10,A064760,ф╪╬╬диюл,20210812,-22062,291789,-265483
11,A064760,ф╪╬╬диюл,20210811,-29672,294136,-260210
12,A064760,ф╪╬╬диюл,20210810,-32921,294661,-257501
13,A064760,ф╪╬╬диюл,20210809,-44197,296219,-247977
14,A064760,ф╪╬╬диюл,20210806,-48773,294835,-242111
15,A064760,ф╪╬╬диюл,20210805,-54350,295643,-237186
16,A064760,ф╪╬╬диюл,20210804,-55453,296541,-236671
17,A064760,ф╪╬╬диюл,20210803,-54984,297304,-237916
18,A064760,ф╪╬╬диюл,20210802,-67431,305270,-233195
19,A064760,ф╪╬╬диюл,20210730,-67669,305935,-233562
20,A064760,ф╪╬╬диюл,20210729,-67113,302968,-231099
21,A064760,ф╪╬╬диюл,20210728,-66427,302842,-231151
22,A064760,ф╪╬╬диюл,20210727,-83510,319914,-230896
23,A064760,ф╪╬╬диюл,20210726,-81820,321290,-233985
24,A064760,ф╪╬╬диюл,20210723,-80603,318842,-232661
25,A064760,ф╪╬╬диюл,20210722,-80720,320139,-233588
26,A064760,ф╪╬╬диюл,20210721,-47002,292745,-240093
27,A064760,ф╪╬╬диюл,20210720,-53367,296243,-237225
28,A064760,ф╪╬╬диюл,20210719,-57028,294944,-232209
29,A064760,ф╪╬╬диюл,20210716,-46780,280940,-228826
30,A064760,ф╪╬╬диюл,20210715,-46738,277774,-225726
31,A064760,ф╪╬╬диюл,20210714,-46728,274232,-222613
32,A064760,ф╪╬╬диюл,20210713,-49876,273347,-218603
33,A064760,ф╪╬╬диюл,20210712,-47140,268478,-215495
34,A064760,ф╪╬╬диюл,20210709,-44156,261026,-211058
35,A064760,ф╪╬╬диюл,20210708,-48875,262544,-207759
36,A064760,ф╪╬╬диюл,20210707,-42928,256505,-207712
37,A064760,ф╪╬╬диюл,20210706,-43278,255153,-206002
38,A064760,ф╪╬╬диюл,20210705,-42236,252645,-204463
