,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A160980,ΩŒ¿Ã∏∆Ω∫,20210827,765428,-390694,-395630
1,A160980,ΩŒ¿Ã∏∆Ω∫,20210826,790391,-413643,-395631
2,A160980,ΩŒ¿Ã∏∆Ω∫,20210825,781926,-405181,-395634
3,A160980,ΩŒ¿Ã∏∆Ω∫,20210824,785149,-400873,-402577
4,A160980,ΩŒ¿Ã∏∆Ω∫,20210823,783262,-401086,-400550
5,A160980,ΩŒ¿Ã∏∆Ω∫,20210820,783783,-402607,-400550
6,A160980,ΩŒ¿Ã∏∆Ω∫,20210819,772462,-419884,-370899
7,A160980,ΩŒ¿Ã∏∆Ω∫,20210818,735343,-405755,-349397
8,A160980,ΩŒ¿Ã∏∆Ω∫,20210817,724905,-399474,-345665
9,A160980,ΩŒ¿Ã∏∆Ω∫,20210813,720692,-405150,-335803
10,A160980,ΩŒ¿Ã∏∆Ω∫,20210812,691795,-396997,-316571
11,A160980,ΩŒ¿Ã∏∆Ω∫,20210811,575834,-416044,-276114
12,A160980,ΩŒ¿Ã∏∆Ω∫,20210810,558062,-401740,-274459
13,A160980,ΩŒ¿Ã∏∆Ω∫,20210809,520491,-363700,-275894
14,A160980,ΩŒ¿Ã∏∆Ω∫,20210806,521036,-352623,-286562
15,A160980,ΩŒ¿Ã∏∆Ω∫,20210805,507175,-335455,-290446
16,A160980,ΩŒ¿Ã∏∆Ω∫,20210804,555992,-377534,-298143
17,A160980,ΩŒ¿Ã∏∆Ω∫,20210803,553526,-372559,-300650
18,A160980,ΩŒ¿Ã∏∆Ω∫,20210802,568709,-385147,-303596
19,A160980,ΩŒ¿Ã∏∆Ω∫,20210730,567826,-383753,-304107
20,A160980,ΩŒ¿Ã∏∆Ω∫,20210729,567564,-381441,-306107
21,A160980,ΩŒ¿Ã∏∆Ω∫,20210728,547591,-376672,-291203
22,A160980,ΩŒ¿Ã∏∆Ω∫,20210727,523818,-358141,-285959
23,A160980,ΩŒ¿Ã∏∆Ω∫,20210726,523821,-358059,-285780
24,A160980,ΩŒ¿Ã∏∆Ω∫,20210723,516400,-350756,-285782
25,A160980,ΩŒ¿Ã∏∆Ω∫,20210722,511047,-345625,-285782
26,A160980,ΩŒ¿Ã∏∆Ω∫,20210721,509266,-386085,-244669
27,A160980,ΩŒ¿Ã∏∆Ω∫,20210720,497048,-373492,-245079
28,A160980,ΩŒ¿Ã∏∆Ω∫,20210719,489684,-364132,-244387
29,A160980,ΩŒ¿Ã∏∆Ω∫,20210716,485990,-359724,-244381
30,A160980,ΩŒ¿Ã∏∆Ω∫,20210715,477631,-351210,-244385
31,A160980,ΩŒ¿Ã∏∆Ω∫,20210714,498442,-370636,-253315
32,A160980,ΩŒ¿Ã∏∆Ω∫,20210713,502785,-373840,-254446
33,A160980,ΩŒ¿Ã∏∆Ω∫,20210712,506195,-379875,-252293
34,A160980,ΩŒ¿Ã∏∆Ω∫,20210709,502538,-375644,-253218
35,A160980,ΩŒ¿Ã∏∆Ω∫,20210708,506963,-377503,-255442
36,A160980,ΩŒ¿Ã∏∆Ω∫,20210707,489085,-355804,-255441
37,A160980,ΩŒ¿Ã∏∆Ω∫,20210706,479751,-346990,-255432
38,A160980,ΩŒ¿Ã∏∆Ω∫,20210705,507662,-372316,-255008
39,A160980,ΩŒ¿Ã∏∆Ω∫,20210702,442627,-385794,-176122
40,A160980,ΩŒ¿Ã∏∆Ω∫,20210701,438772,-382882,-176114
41,A160980,ΩŒ¿Ã∏∆Ω∫,20210630,439815,-380815,-178419
42,A160980,ΩŒ¿Ã∏∆Ω∫,20210629,441070,-381721,-178410
43,A160980,ΩŒ¿Ã∏∆Ω∫,20210628,406510,-366020,-159401
44,A160980,ΩŒ¿Ã∏∆Ω∫,20210625,398937,-358127,-159190
45,A160980,ΩŒ¿Ã∏∆Ω∫,20210624,407240,-364729,-161085
46,A160980,ΩŒ¿Ã∏∆Ω∫,20210623,397218,-364746,-151074
47,A160980,ΩŒ¿Ã∏∆Ω∫,20210622,404872,-372419,-151017
48,A160980,ΩŒ¿Ã∏∆Ω∫,20210621,399662,-372131,-145969
49,A160980,ΩŒ¿Ã∏∆Ω∫,20210618,363771,-349954,-132180
50,A160980,ΩŒ¿Ã∏∆Ω∫,20210617,353469,-340867,-132068
51,A160980,ΩŒ¿Ã∏∆Ω∫,20210616,356125,-329042,-145825
52,A160980,ΩŒ¿Ã∏∆Ω∫,20210615,340404,-313243,-145919
53,A160980,ΩŒ¿Ã∏∆Ω∫,20210614,313982,-291862,-140905
54,A160980,ΩŒ¿Ã∏∆Ω∫,20210611,283686,-261358,-141014
55,A160980,ΩŒ¿Ã∏∆Ω∫,20210610,255693,-237715,-136814
56,A160980,ΩŒ¿Ã∏∆Ω∫,20210609,205828,-231706,-112291
57,A160980,ΩŒ¿Ã∏∆Ω∫,20210608,77976,-202303,-14419
58,A160980,ΩŒ¿Ã∏∆Ω∫,20210607,39641,-165283,-13149
59,A160980,ΩŒ¿Ã∏∆Ω∫,20210604,31289,-152730,-18287
60,A160980,ΩŒ¿Ã∏∆Ω∫,20210603,-54158,-85889,1325
