,辆格内靛,辆格疙,朝楼,俺牢 鉴概荐,寇惫牢 鉴概荐,扁包 鉴概荐
0,A010955,S-Oil快,20210827,-42032,152272,-115315
1,A010955,S-Oil快,20210826,-41425,151713,-115326
2,A010955,S-Oil快,20210825,-41964,152154,-115204
3,A010955,S-Oil快,20210824,-44306,152723,-112984
4,A010955,S-Oil快,20210823,-45532,153504,-112278
5,A010955,S-Oil快,20210820,-43840,150784,-111029
6,A010955,S-Oil快,20210819,-39687,150511,-114704
7,A010955,S-Oil快,20210818,-41392,152446,-114420
8,A010955,S-Oil快,20210817,-40056,151544,-114380
9,A010955,S-Oil快,20210813,-39209,150937,-114419
10,A010955,S-Oil快,20210812,-37748,151314,-116277
11,A010955,S-Oil快,20210811,-36803,151682,-117590
12,A010955,S-Oil快,20210810,-33139,153508,-124117
13,A010955,S-Oil快,20210809,-27431,150964,-127271
14,A010955,S-Oil快,20210806,-21154,145816,-127900
15,A010955,S-Oil快,20210805,-19988,146814,-130063
16,A010955,S-Oil快,20210804,-15845,144131,-131923
17,A010955,S-Oil快,20210803,-11067,139980,-132444
18,A010955,S-Oil快,20210802,-13695,137397,-126933
19,A010955,S-Oil快,20210730,-11535,136788,-128338
20,A010955,S-Oil快,20210729,-17922,138895,-124080
21,A010955,S-Oil快,20210728,-26396,143825,-119541
22,A010955,S-Oil快,20210727,-20185,142719,-124444
23,A010955,S-Oil快,20210726,-20060,142976,-124819
24,A010955,S-Oil快,20210723,-23680,143617,-121853
25,A010955,S-Oil快,20210722,-29798,144008,-115982
26,A010955,S-Oil快,20210721,-33365,145174,-113581
27,A010955,S-Oil快,20210720,-39875,145661,-107390
28,A010955,S-Oil快,20210719,-51167,140342,-90320
29,A010955,S-Oil快,20210716,-47230,134730,-89132
30,A010955,S-Oil快,20210715,-34601,118702,-85732
31,A010955,S-Oil快,20210714,-36632,118441,-85694
32,A010955,S-Oil快,20210713,-41100,119186,-85633
33,A010955,S-Oil快,20210712,-40692,118512,-85357
34,A010955,S-Oil快,20210709,-39227,117040,-85300
35,A010955,S-Oil快,20210708,-34492,112550,-85565
36,A010955,S-Oil快,20210707,-35420,113583,-85300
37,A010955,S-Oil快,20210706,-39900,117324,-84641
38,A010955,S-Oil快,20210705,-21576,102522,-87283
39,A010955,S-Oil快,20210702,-19162,101593,-87974
40,A010955,S-Oil快,20210701,-10578,93921,-88120
41,A010955,S-Oil快,20210630,-12441,95118,-87829
42,A010955,S-Oil快,20210629,-9255,91393,-86910
43,A010955,S-Oil快,20210628,-6786,88822,-86808
44,A010955,S-Oil快,20210625,-4374,83629,-84770
45,A010955,S-Oil快,20210624,-812,81281,-85954
46,A010955,S-Oil快,20210623,4498,76468,-86051
47,A010955,S-Oil快,20210622,2623,74188,-81866
48,A010955,S-Oil快,20210621,19710,65303,-90323
49,A010955,S-Oil快,20210618,24888,59582,-90362
50,A010955,S-Oil快,20210617,20209,57836,-84133
51,A010955,S-Oil快,20210616,23390,51307,-80785
52,A010955,S-Oil快,20210615,14374,53558,-73858
53,A010955,S-Oil快,20210614,8784,52727,-67011
54,A010955,S-Oil快,20210611,-2342,55219,-58357
55,A010955,S-Oil快,20210610,-3738,56294,-58033
56,A010955,S-Oil快,20210609,-8678,54260,-51451
57,A010955,S-Oil快,20210608,-6554,48451,-44597
58,A010955,S-Oil快,20210607,845,44382,-47526
59,A010955,S-Oil快,20210604,3817,45173,-51154
60,A010955,S-Oil快,20210603,11069,38620,-51963
61,A010955,S-Oil快,20210602,23808,37316,-63241
62,A010955,S-Oil快,20210601,20410,32823,-55170
63,A010955,S-Oil快,20210531,37392,21137,-59561
64,A010955,S-Oil快,20210528,19355,20771,-41536
65,A010955,S-Oil快,20210527,3253,21808,-26471
66,A010955,S-Oil快,20210526,398,21752,-24160
67,A010955,S-Oil快,20210525,-1437,23588,-23909
68,A010955,S-Oil快,20210524,1336,24652,-25724
69,A010955,S-Oil快,20210521,6597,22210,-29264
70,A010955,S-Oil快,20210520,2403,26906,-32088
71,A010955,S-Oil快,20210518,2689,33307,-38890
72,A010955,S-Oil快,20210517,16644,25384,-44922
73,A010955,S-Oil快,20210514,20659,25421,-49109
74,A010955,S-Oil快,20210513,25034,24213,-51163
75,A010955,S-Oil快,20210512,28094,25507,-54692
76,A010955,S-Oil快,20210511,27345,25483,-54757
77,A010955,S-Oil快,20210510,23195,25141,-51253
78,A010955,S-Oil快,20210507,37050,23508,-62924
79,A010955,S-Oil快,20210506,34298,24785,-60819
80,A010955,S-Oil快,20210504,55800,12746,-69659
81,A010955,S-Oil快,20210503,56467,11955,-69277
82,A010955,S-Oil快,20210430,60200,8821,-69477
83,A010955,S-Oil快,20210429,55570,9111,-65318
84,A010955,S-Oil快,20210428,63070,6413,-68879
85,A010955,S-Oil快,20210427,66055,7087,-70863
86,A010955,S-Oil快,20210426,60974,13965,-70641
87,A010955,S-Oil快,20210423,68375,7123,-70667
88,A010955,S-Oil快,20210422,65473,7482,-68125
89,A010955,S-Oil快,20210421,64517,8264,-67951
90,A010955,S-Oil快,20210420,57468,10302,-62940
91,A010955,S-Oil快,20210419,58896,8375,-62449
92,A010955,S-Oil快,20210416,56675,8683,-60529
