,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A104620,³ë¶ûÇ³¼±,20210827,-292448,378066,-104611
1,A104620,³ë¶ûÇ³¼±,20210826,-227632,311852,-103211
2,A104620,³ë¶ûÇ³¼±,20210825,-216135,296222,-99911
3,A104620,³ë¶ûÇ³¼±,20210824,-259261,334447,-97111
4,A104620,³ë¶ûÇ³¼±,20210823,-375622,450812,-97111
5,A104620,³ë¶ûÇ³¼±,20210820,-400263,475943,-97111
6,A104620,³ë¶ûÇ³¼±,20210819,-340563,414166,-97111
7,A104620,³ë¶ûÇ³¼±,20210818,-290015,362348,-97711
8,A104620,³ë¶ûÇ³¼±,20210817,-230476,304062,-98011
9,A104620,³ë¶ûÇ³¼±,20210813,-94852,146845,-60653
10,A104620,³ë¶ûÇ³¼±,20210812,-98630,108001,-17353
11,A104620,³ë¶ûÇ³¼±,20210811,-72134,83263,-20208
12,A104620,³ë¶ûÇ³¼±,20210810,-69098,80525,-20208
13,A104620,³ë¶ûÇ³¼±,20210809,-78447,86706,-16407
14,A104620,³ë¶ûÇ³¼±,20210806,-57230,61855,-13477
15,A104620,³ë¶ûÇ³¼±,20210805,-46222,50801,-13344
16,A104620,³ë¶ûÇ³¼±,20210804,-34964,39058,-12551
17,A104620,³ë¶ûÇ³¼±,20210803,-52136,53675,-12138
18,A104620,³ë¶ûÇ³¼±,20210802,-178,3000,-13708
19,A104620,³ë¶ûÇ³¼±,20210730,25733,-20046,-15831
20,A104620,³ë¶ûÇ³¼±,20210729,29136,-20902,-19976
21,A104620,³ë¶ûÇ³¼±,20210728,30856,-23396,-20207
22,A104620,³ë¶ûÇ³¼±,20210727,37059,-29005,-20208
23,A104620,³ë¶ûÇ³¼±,20210726,-6756,31203,-20208
24,A104620,³ë¶ûÇ³¼±,20210723,-45792,71365,-20058
25,A104620,³ë¶ûÇ³¼±,20210722,-58471,82841,-19257
26,A104620,³ë¶ûÇ³¼±,20210721,-180778,155607,29777
27,A104620,³ë¶ûÇ³¼±,20210720,-176240,166938,12621
28,A104620,³ë¶ûÇ³¼±,20210719,-103277,107532,661
29,A104620,³ë¶ûÇ³¼±,20210716,-151527,158597,-741
30,A104620,³ë¶ûÇ³¼±,20210715,-106128,112995,-742
31,A104620,³ë¶ûÇ³¼±,20210714,-63245,70083,-742
32,A104620,³ë¶ûÇ³¼±,20210713,-45788,52624,-742
33,A104620,³ë¶ûÇ³¼±,20210712,-29928,37754,-742
34,A104620,³ë¶ûÇ³¼±,20210709,-18897,26721,-742
35,A104620,³ë¶ûÇ³¼±,20210708,-2666,7954,1621
36,A104620,³ë¶ûÇ³¼±,20210707,-72491,62894,16557
37,A104620,³ë¶ûÇ³¼±,20210706,-108400,57322,40880
38,A104620,³ë¶ûÇ³¼±,20210705,-50600,-13216,65239
39,A104620,³ë¶ûÇ³¼±,20210702,-55428,-9637,65939
40,A104620,³ë¶ûÇ³¼±,20210701,-42950,-23052,65992
41,A104620,³ë¶ûÇ³¼±,20210630,-46884,-19274,65939
42,A104620,³ë¶ûÇ³¼±,20210629,-49498,-16566,65939
43,A104620,³ë¶ûÇ³¼±,20210628,-46280,-19784,65939
44,A104620,³ë¶ûÇ³¼±,20210625,-54003,-12028,65939
45,A104620,³ë¶ûÇ³¼±,20210624,-49743,-16359,65939
46,A104620,³ë¶ûÇ³¼±,20210623,-48990,-18158,65939
47,A104620,³ë¶ûÇ³¼±,20210622,-59031,-10845,68679
48,A104620,³ë¶ûÇ³¼±,20210621,-60099,-13347,72440
49,A104620,³ë¶ûÇ³¼±,20210618,-68222,-9556,77139
50,A104620,³ë¶ûÇ³¼±,20210617,-78029,-3930,80839
51,A104620,³ë¶ûÇ³¼±,20210616,-87301,2941,83240
52,A104620,³ë¶ûÇ³¼±,20210615,-97051,3318,92540
53,A104620,³ë¶ûÇ³¼±,20210614,-120951,13303,106669
54,A104620,³ë¶ûÇ³¼±,20210611,-141778,20574,120341
55,A104620,³ë¶ûÇ³¼±,20210610,-182439,21040,154341
56,A104620,³ë¶ûÇ³¼±,20210609,-341985,45569,290037
57,A104620,³ë¶ûÇ³¼±,20210608,-73464,52565,21537
58,A104620,³ë¶ûÇ³¼±,20210607,-78225,57605,21537
59,A104620,³ë¶ûÇ³¼±,20210604,-82452,59081,27128
60,A104620,³ë¶ûÇ³¼±,20210603,-85687,63598,27023
61,A104620,³ë¶ûÇ³¼±,20210602,-100456,73079,31939
62,A104620,³ë¶ûÇ³¼±,20210601,-130662,87834,30840
63,A104620,³ë¶ûÇ³¼±,20210531,-211337,156979,40676
64,A104620,³ë¶ûÇ³¼±,20210528,-130824,94667,29602
65,A104620,³ë¶ûÇ³¼±,20210527,-157012,120725,29602
66,A104620,³ë¶ûÇ³¼±,20210526,-135899,102314,26602
67,A104620,³ë¶ûÇ³¼±,20210525,-132533,105778,19229
68,A104620,³ë¶ûÇ³¼±,20210524,-118391,93911,17229
69,A104620,³ë¶ûÇ³¼±,20210521,-115537,90805,17481
70,A104620,³ë¶ûÇ³¼±,20210520,-147102,122342,17628
71,A104620,³ë¶ûÇ³¼±,20210518,-144604,119852,17629
72,A104620,³ë¶ûÇ³¼±,20210517,-177008,151453,17734
73,A104620,³ë¶ûÇ³¼±,20210514,-166908,147409,17628
74,A104620,³ë¶ûÇ³¼±,20210513,-167361,147365,17724
75,A104620,³ë¶ûÇ³¼±,20210512,-152336,137826,17229
76,A104620,³ë¶ûÇ³¼±,20210511,-155152,140208,17362
77,A104620,³ë¶ûÇ³¼±,20210510,-151552,134599,19296
78,A104620,³ë¶ûÇ³¼±,20210507,-143229,127245,17405
79,A104620,³ë¶ûÇ³¼±,20210506,-126440,111197,16805
80,A104620,³ë¶ûÇ³¼±,20210504,-91533,78357,15435
81,A104620,³ë¶ûÇ³¼±,20210503,-89123,79140,11772
82,A104620,³ë¶ûÇ³¼±,20210430,-76591,57560,18319
83,A104620,³ë¶ûÇ³¼±,20210429,-28130,15373,3260
84,A104620,³ë¶ûÇ³¼±,20210428,-31936,19253,3260
85,A104620,³ë¶ûÇ³¼±,20210427,-11752,-4958,6360
86,A104620,³ë¶ûÇ³¼±,20210426,-13571,-3307,6331
87,A104620,³ë¶ûÇ³¼±,20210423,11518,-26477,6331
88,A104620,³ë¶ûÇ³¼±,20210422,-3917,-18442,13530
89,A104620,³ë¶ûÇ³¼±,20210421,-3170,-20428,13530
90,A104620,³ë¶ûÇ³¼±,20210420,-16769,-6652,13531
91,A104620,³ë¶ûÇ³¼±,20210419,-4035,-10733,4835
92,A104620,³ë¶ûÇ³¼±,20210416,7198,-21639,4530
93,A104620,³ë¶ûÇ³¼±,20210415,6493,-21209,4844
94,A104620,³ë¶ûÇ³¼±,20210414,7033,-21384,4531
95,A104620,³ë¶ûÇ³¼±,20210413,6549,-19660,4530
96,A104620,³ë¶ûÇ³¼±,20210412,7416,-20377,4530
97,A104620,³ë¶ûÇ³¼±,20210409,9254,-21924,4530
98,A104620,³ë¶ûÇ³¼±,20210408,13045,-25369,4530
99,A104620,³ë¶ûÇ³¼±,20210407,13199,-24713,4530
100,A104620,³ë¶ûÇ³¼±,20210406,12200,-23732,4530
101,A104620,³ë¶ûÇ³¼±,20210405,12837,-26060,6231
102,A104620,³ë¶ûÇ³¼±,20210402,5134,-18333,6231
103,A104620,³ë¶ûÇ³¼±,20210401,-295,-15904,10230
104,A104620,³ë¶ûÇ³¼±,20210331,-8035,-7336,10230
105,A104620,³ë¶ûÇ³¼±,20210330,-10559,-4133,10230
106,A104620,³ë¶ûÇ³¼±,20210329,-13530,-1118,10230
107,A104620,³ë¶ûÇ³¼±,20210326,-18806,4211,10230
108,A104620,³ë¶ûÇ³¼±,20210325,-31329,16727,10230
109,A104620,³ë¶ûÇ³¼±,20210324,-30747,16816,10230
110,A104620,³ë¶ûÇ³¼±,20210323,-31730,18830,9230
111,A104620,³ë¶ûÇ³¼±,20210322,-29582,18334,7730
112,A104620,³ë¶ûÇ³¼±,20210319,-31099,20693,6730
113,A104620,³ë¶ûÇ³¼±,20210318,-84725,72767,8930
114,A104620,³ë¶ûÇ³¼±,20210317,-70649,61335,8930
115,A104620,³ë¶ûÇ³¼±,20210316,-55583,46193,8930
116,A104620,³ë¶ûÇ³¼±,20210315,-63403,52794,8930
117,A104620,³ë¶ûÇ³¼±,20210312,-17828,14053,3127
118,A104620,³ë¶ûÇ³¼±,20210311,-14556,11126,2713
