,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A017480,ป๏ว๖รถฐญ,20210827,24825,154242,-204974
1,A017480,ป๏ว๖รถฐญ,20210826,25176,153601,-204974
2,A017480,ป๏ว๖รถฐญ,20210825,29260,149794,-204974
3,A017480,ป๏ว๖รถฐญ,20210824,31589,147655,-204974
4,A017480,ป๏ว๖รถฐญ,20210823,46462,133007,-204974
5,A017480,ป๏ว๖รถฐญ,20210820,51692,125087,-202575
6,A017480,ป๏ว๖รถฐญ,20210819,90212,87669,-202575
7,A017480,ป๏ว๖รถฐญ,20210818,84272,93198,-197109
8,A017480,ป๏ว๖รถฐญ,20210817,101935,75983,-197109
9,A017480,ป๏ว๖รถฐญ,20210813,87209,90894,-197109
10,A017480,ป๏ว๖รถฐญ,20210812,92116,85787,-197109
11,A017480,ป๏ว๖รถฐญ,20210811,91763,86840,-197109
12,A017480,ป๏ว๖รถฐญ,20210810,96228,85375,-197109
13,A017480,ป๏ว๖รถฐญ,20210809,89460,92224,-197109
14,A017480,ป๏ว๖รถฐญ,20210806,120557,61126,-197109
15,A017480,ป๏ว๖รถฐญ,20210805,107108,74582,-197109
16,A017480,ป๏ว๖รถฐญ,20210804,104357,76833,-197109
17,A017480,ป๏ว๖รถฐญ,20210803,115364,65869,-197109
18,A017480,ป๏ว๖รถฐญ,20210802,72679,109475,-197109
19,A017480,ป๏ว๖รถฐญ,20210730,-5814,188091,-197109
20,A017480,ป๏ว๖รถฐญ,20210729,1704,178047,-197109
21,A017480,ป๏ว๖รถฐญ,20210728,2006,180447,-198684
22,A017480,ป๏ว๖รถฐญ,20210727,1793,180804,-198684
23,A017480,ป๏ว๖รถฐญ,20210726,59066,123529,-198684
24,A017480,ป๏ว๖รถฐญ,20210723,73978,108961,-198684
25,A017480,ป๏ว๖รถฐญ,20210722,81347,86689,-198684
26,A017480,ป๏ว๖รถฐญ,20210721,98630,69608,-198684
27,A017480,ป๏ว๖รถฐญ,20210720,101379,66909,-198684
28,A017480,ป๏ว๖รถฐญ,20210719,111384,56955,-198684
29,A017480,ป๏ว๖รถฐญ,20210716,99332,69008,-198684
30,A017480,ป๏ว๖รถฐญ,20210715,91822,76519,-198684
31,A017480,ป๏ว๖รถฐญ,20210714,96688,70192,-197198
32,A017480,ป๏ว๖รถฐญ,20210713,89832,77148,-197198
33,A017480,ป๏ว๖รถฐญ,20210712,93611,73429,-197162
34,A017480,ป๏ว๖รถฐญ,20210709,119395,48096,-197162
35,A017480,ป๏ว๖รถฐญ,20210708,113030,54525,-197162
36,A017480,ป๏ว๖รถฐญ,20210707,124791,42794,-197162
37,A017480,ป๏ว๖รถฐญ,20210706,108258,59496,-197162
38,A017480,ป๏ว๖รถฐญ,20210705,114124,53836,-197162
39,A017480,ป๏ว๖รถฐญ,20210702,110827,57133,-197162
40,A017480,ป๏ว๖รถฐญ,20210701,100460,67500,-197162
41,A017480,ป๏ว๖รถฐญ,20210630,110207,57276,-197160
42,A017480,ป๏ว๖รถฐญ,20210629,105075,55766,-190448
43,A017480,ป๏ว๖รถฐญ,20210628,37653,112738,-180009
44,A017480,ป๏ว๖รถฐญ,20210625,-9970,147189,-176833
45,A017480,ป๏ว๖รถฐญ,20210624,-39581,176596,-176706
46,A017480,ป๏ว๖รถฐญ,20210623,-1625,135832,-174134
47,A017480,ป๏ว๖รถฐญ,20210622,-8259,142374,-172771
48,A017480,ป๏ว๖รถฐญ,20210621,4755,126193,-170108
49,A017480,ป๏ว๖รถฐญ,20210618,8108,119490,-166488
50,A017480,ป๏ว๖รถฐญ,20210617,-1761,126692,-163804
51,A017480,ป๏ว๖รถฐญ,20210616,128,126761,-166362
52,A017480,ป๏ว๖รถฐญ,20210615,18920,104349,-161658
53,A017480,ป๏ว๖รถฐญ,20210614,-2099,110292,-148199
54,A017480,ป๏ว๖รถฐญ,20210611,-38725,143340,-144212
55,A017480,ป๏ว๖รถฐญ,20210610,-34888,134706,-139415
56,A017480,ป๏ว๖รถฐญ,20210609,-18422,118631,-139415
57,A017480,ป๏ว๖รถฐญ,20210608,-16509,116821,-139415
58,A017480,ป๏ว๖รถฐญ,20210607,-23373,123755,-139415
59,A017480,ป๏ว๖รถฐญ,20210604,-12781,113733,-139415
60,A017480,ป๏ว๖รถฐญ,20210603,8067,93018,-139415
61,A017480,ป๏ว๖รถฐญ,20210602,-2661,107757,-139415
62,A017480,ป๏ว๖รถฐญ,20210601,28629,76419,-139415
63,A017480,ป๏ว๖รถฐญ,20210531,30957,80894,-139415
64,A017480,ป๏ว๖รถฐญ,20210528,9756,109089,-140118
65,A017480,ป๏ว๖รถฐญ,20210527,25810,93568,-140118
66,A017480,ป๏ว๖รถฐญ,20210526,44141,76221,-140118
67,A017480,ป๏ว๖รถฐญ,20210525,116688,10313,-139710
68,A017480,ป๏ว๖รถฐญ,20210524,129737,-19087,-139460
69,A017480,ป๏ว๖รถฐญ,20210521,174172,-63560,-139460
70,A017480,ป๏ว๖รถฐญ,20210520,188627,-72510,-143056
71,A017480,ป๏ว๖รถฐญ,20210518,197264,-70264,-149051
72,A017480,ป๏ว๖รถฐญ,20210517,183323,-56402,-150046
73,A017480,ป๏ว๖รถฐญ,20210514,155595,-29172,-150046
74,A017480,ป๏ว๖รถฐญ,20210513,195564,-68122,-150046
75,A017480,ป๏ว๖รถฐญ,20210512,210683,-85789,-149375
76,A017480,ป๏ว๖รถฐญ,20210511,200148,-77277,-150538
77,A017480,ป๏ว๖รถฐญ,20210510,102362,-818,-149021
78,A017480,ป๏ว๖รถฐญ,20210507,179785,-84525,-150575
79,A017480,ป๏ว๖รถฐญ,20210506,54277,-110760,-14413
80,A017480,ป๏ว๖รถฐญ,20210504,-8173,-150879,47637
81,A017480,ป๏ว๖รถฐญ,20210503,-134843,-29717,45858
82,A017480,ป๏ว๖รถฐญ,20210430,-55443,-109595,45952
83,A017480,ป๏ว๖รถฐญ,20210429,-148627,-80458,82574
84,A017480,ป๏ว๖รถฐญ,20210428,-421347,215294,48159
85,A017480,ป๏ว๖รถฐญ,20210427,-477291,274130,54749
86,A017480,ป๏ว๖รถฐญ,20210426,-597942,396414,57701
87,A017480,ป๏ว๖รถฐญ,20210423,-571537,375732,53887
88,A017480,ป๏ว๖รถฐญ,20210422,-567785,371896,49771
89,A017480,ป๏ว๖รถฐญ,20210421,-546706,356368,45153
90,A017480,ป๏ว๖รถฐญ,20210420,-558154,371911,39277
91,A017480,ป๏ว๖รถฐญ,20210419,-559932,377641,35506
92,A017480,ป๏ว๖รถฐญ,20210416,-562309,384499,31025
93,A017480,ป๏ว๖รถฐญ,20210415,-547896,379022,23619
94,A017480,ป๏ว๖รถฐญ,20210414,-564835,400839,18062
95,A017480,ป๏ว๖รถฐญ,20210413,-551461,392043,13706
96,A017480,ป๏ว๖รถฐญ,20210412,-564916,410231,8879
97,A017480,ป๏ว๖รถฐญ,20210409,-618635,450274,32642
98,A017480,ป๏ว๖รถฐญ,20210408,-584814,482878,32276
99,A017480,ป๏ว๖รถฐญ,20210407,-452546,426276,30530
100,A017480,ป๏ว๖รถฐญ,20210406,-333921,338328,3053
101,A017480,ป๏ว๖รถฐญ,20210405,-304137,308836,3053
102,A017480,ป๏ว๖รถฐญ,20210402,-256837,260401,2912
103,A017480,ป๏ว๖รถฐญ,20210401,-266494,270544,2300
104,A017480,ป๏ว๖รถฐญ,20210331,-293540,297577,2300
105,A017480,ป๏ว๖รถฐญ,20210330,-269863,272502,2300
106,A017480,ป๏ว๖รถฐญ,20210329,-285320,288591,2300
107,A017480,ป๏ว๖รถฐญ,20210326,-249377,252648,2300
108,A017480,ป๏ว๖รถฐญ,20210325,-254329,253582,2300
109,A017480,ป๏ว๖รถฐญ,20210324,-237695,237243,2300
110,A017480,ป๏ว๖รถฐญ,20210323,-203251,202913,2300
111,A017480,ป๏ว๖รถฐญ,20210322,-209170,210658,2300
112,A017480,ป๏ว๖รถฐญ,20210319,-211019,211045,2300
113,A017480,ป๏ว๖รถฐญ,20210318,-186104,185311,2300
114,A017480,ป๏ว๖รถฐญ,20210317,-135566,134541,2300
115,A017480,ป๏ว๖รถฐญ,20210316,-143804,143240,2300
116,A017480,ป๏ว๖รถฐญ,20210315,-103432,97769,2300
117,A017480,ป๏ว๖รถฐญ,20210312,-77954,72004,2300
118,A017480,ป๏ว๖รถฐญ,20210311,-26176,20426,2300
