,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A138610,³ªÀÌº¤,20210827,353574,113149,-313681
1,A138610,³ªÀÌº¤,20210826,359643,105761,-313684
2,A138610,³ªÀÌº¤,20210825,294905,168260,-310160
3,A138610,³ªÀÌº¤,20210824,289266,173786,-310160
4,A138610,³ªÀÌº¤,20210823,306988,158515,-312606
5,A138610,³ªÀÌº¤,20210820,341440,124558,-313596
6,A138610,³ªÀÌº¤,20210819,339074,127146,-313596
7,A138610,³ªÀÌº¤,20210818,343886,123350,-314596
8,A138610,³ªÀÌº¤,20210817,348584,118637,-314596
9,A138610,³ªÀÌº¤,20210813,321636,114086,-288223
10,A138610,³ªÀÌº¤,20210812,330476,95099,-280070
11,A138610,³ªÀÌº¤,20210811,314463,110567,-280215
12,A138610,³ªÀÌº¤,20210810,335476,83246,-274378
13,A138610,³ªÀÌº¤,20210809,343831,74545,-273720
14,A138610,³ªÀÌº¤,20210806,318022,92614,-265365
15,A138610,³ªÀÌº¤,20210805,305678,104383,-262063
16,A138610,³ªÀÌº¤,20210804,295686,114700,-262535
17,A138610,³ªÀÌº¤,20210803,301223,125925,-278430
18,A138610,³ªÀÌº¤,20210802,285093,144074,-280619
19,A138610,³ªÀÌº¤,20210730,294308,139932,-285588
20,A138610,³ªÀÌº¤,20210729,253253,175194,-284924
21,A138610,³ªÀÌº¤,20210728,252127,168032,-275971
22,A138610,³ªÀÌº¤,20210727,260259,153453,-274006
23,A138610,³ªÀÌº¤,20210726,189193,211246,-262627
24,A138610,³ªÀÌº¤,20210723,162820,241224,-262738
25,A138610,³ªÀÌº¤,20210722,166328,238840,-264080
26,A138610,³ªÀÌº¤,20210721,154668,202133,-216987
27,A138610,³ªÀÌº¤,20210720,147683,202707,-210646
28,A138610,³ªÀÌº¤,20210719,152211,181693,-194680
29,A138610,³ªÀÌº¤,20210716,155973,133267,-157164
30,A138610,³ªÀÌº¤,20210715,134888,155286,-158195
31,A138610,³ªÀÌº¤,20210714,88354,195514,-149462
32,A138610,³ªÀÌº¤,20210713,96417,187947,-151402
33,A138610,³ªÀÌº¤,20210712,43152,208831,-120011
34,A138610,³ªÀÌº¤,20210709,-21049,262344,-109367
35,A138610,³ªÀÌº¤,20210708,-3937,248907,-113724
36,A138610,³ªÀÌº¤,20210707,30158,217458,-116503
37,A138610,³ªÀÌº¤,20210706,56215,193359,-118232
38,A138610,³ªÀÌº¤,20210705,24323,180073,-74415
39,A138610,³ªÀÌº¤,20210702,39343,171925,-78603
40,A138610,³ªÀÌº¤,20210701,42602,166923,-77253
41,A138610,³ªÀÌº¤,20210630,61701,178819,-106982
42,A138610,³ªÀÌº¤,20210629,87751,165412,-120749
43,A138610,³ªÀÌº¤,20210628,168516,130643,-166264
44,A138610,³ªÀÌº¤,20210625,168938,128881,-167779
45,A138610,³ªÀÌº¤,20210624,279706,-1008,-152253
46,A138610,³ªÀÌº¤,20210623,273395,5007,-145885
47,A138610,³ªÀÌº¤,20210622,271937,2433,-145843
48,A138610,³ªÀÌº¤,20210621,263176,10101,-145778
