,辆格内靛,辆格疙,朝楼,俺牢 鉴概荐,寇惫牢 鉴概荐,扁包 鉴概荐
0,A001020,其捞欺内府酒,20210827,114216,102761,-215064
1,A001020,其捞欺内府酒,20210826,115040,101936,-215063
2,A001020,其捞欺内府酒,20210825,109061,107914,-215062
3,A001020,其捞欺内府酒,20210824,106742,110231,-215060
4,A001020,其捞欺内府酒,20210823,104558,112413,-215058
5,A001020,其捞欺内府酒,20210820,101878,115111,-215076
6,A001020,其捞欺内府酒,20210819,94541,122448,-215076
7,A001020,其捞欺内府酒,20210818,91705,124439,-215077
8,A001020,其捞欺内府酒,20210817,88836,127361,-215079
9,A001020,其捞欺内府酒,20210813,75623,140175,-215080
10,A001020,其捞欺内府酒,20210812,69973,146225,-215080
11,A001020,其捞欺内府酒,20210811,62944,153253,-215079
12,A001020,其捞欺内府酒,20210810,59949,156247,-215078
13,A001020,其捞欺内府酒,20210809,67846,148551,-215079
14,A001020,其捞欺内府酒,20210806,49508,166774,-215078
15,A001020,其捞欺内府酒,20210805,46131,170119,-215046
16,A001020,其捞欺内府酒,20210804,43085,173161,-215042
17,A001020,其捞欺内府酒,20210803,37986,178257,-215039
18,A001020,其捞欺内府酒,20210802,31316,184983,-215095
19,A001020,其捞欺内府酒,20210730,26149,190116,-215061
20,A001020,其捞欺内府酒,20210729,20549,195716,-215061
21,A001020,其捞欺内府酒,20210728,16580,199685,-215061
22,A001020,其捞欺内府酒,20210727,9451,207726,-215061
23,A001020,其捞欺内府酒,20210726,12527,204650,-215061
24,A001020,其捞欺内府酒,20210723,5840,218115,-221725
25,A001020,其捞欺内府酒,20210722,3407,220547,-221724
26,A001020,其捞欺内府酒,20210721,-4726,228675,-221719
27,A001020,其捞欺内府酒,20210720,-5663,227612,-221719
28,A001020,其捞欺内府酒,20210719,-15864,237812,-221718
29,A001020,其捞欺内府酒,20210716,-17886,240034,-221718
30,A001020,其捞欺内府酒,20210715,-9549,236035,-226057
31,A001020,其捞欺内府酒,20210714,-9483,240473,-230361
32,A001020,其捞欺内府酒,20210713,-9986,247497,-236882
33,A001020,其捞欺内府酒,20210712,-7738,245257,-236890
34,A001020,其捞欺内府酒,20210709,12458,227524,-239353
35,A001020,其捞欺内府酒,20210708,-98547,248113,-148837
36,A001020,其捞欺内府酒,20210707,-188186,337868,-148853
37,A001020,其捞欺内府酒,20210706,-159657,309386,-148899
38,A001020,其捞欺内府酒,20210705,-164149,314020,-148941
39,A001020,其捞欺内府酒,20210702,-187763,338024,-149000
40,A001020,其捞欺内府酒,20210701,-196473,346633,-149074
41,A001020,其捞欺内府酒,20210630,-128697,278386,-149053
42,A001020,其捞欺内府酒,20210629,-105115,255678,-149897
43,A001020,其捞欺内府酒,20210628,-85007,232914,-149893
44,A001020,其捞欺内府酒,20210625,-67671,214807,-149864
45,A001020,其捞欺内府酒,20210624,-62665,209779,-149842
46,A001020,其捞欺内府酒,20210623,-76240,223370,-149858
47,A001020,其捞欺内府酒,20210622,-61049,208089,-150161
48,A001020,其捞欺内府酒,20210621,-50667,197741,-150175
49,A001020,其捞欺内府酒,20210618,-51703,198793,-150191
50,A001020,其捞欺内府酒,20210617,-34857,181779,-150193
51,A001020,其捞欺内府酒,20210616,-27729,174839,-150381
52,A001020,其捞欺内府酒,20210615,-31090,178597,-150377
53,A001020,其捞欺内府酒,20210614,-50039,198382,-150400
54,A001020,其捞欺内府酒,20210611,-70069,218687,-150448
55,A001020,其捞欺内府酒,20210610,-63400,212081,-150469
56,A001020,其捞欺内府酒,20210609,-79434,226554,-150479
57,A001020,其捞欺内府酒,20210608,-53775,200906,-150490
58,A001020,其捞欺内府酒,20210607,-42278,189523,-150504
59,A001020,其捞欺内府酒,20210604,-32631,179950,-150519
60,A001020,其捞欺内府酒,20210603,-30794,178239,-150645
61,A001020,其捞欺内府酒,20210602,-12461,159083,-150650
62,A001020,其捞欺内府酒,20210601,11541,135072,-150641
63,A001020,其捞欺内府酒,20210531,28228,120690,-152118
64,A001020,其捞欺内府酒,20210528,30092,117129,-150421
65,A001020,其捞欺内府酒,20210527,17697,101886,-122783
66,A001020,其捞欺内府酒,20210526,-2529,123247,-123689
67,A001020,其捞欺内府酒,20210525,-9212,129456,-122571
68,A001020,其捞欺内府酒,20210524,296,119828,-122571
69,A001020,其捞欺内府酒,20210521,263,119875,-122585
70,A001020,其捞欺内府酒,20210520,-30452,140167,-112262
71,A001020,其捞欺内府酒,20210518,-56460,142644,-88731
72,A001020,其捞欺内府酒,20210517,-52735,138695,-88747
73,A001020,其捞欺内府酒,20210514,-78962,152066,-76101
74,A001020,其捞欺内府酒,20210513,-100086,161665,-64575
75,A001020,其捞欺内府酒,20210512,-114463,176684,-66437
76,A001020,其捞欺内府酒,20210511,-141769,203147,-65553
77,A001020,其捞欺内府酒,20210510,-118055,155080,-40981
78,A001020,其捞欺内府酒,20210507,-136789,124145,9044
79,A001020,其捞欺内府酒,20210506,-120253,100205,16548
80,A001020,其捞欺内府酒,20210504,-131945,105025,24142
81,A001020,其捞欺内府酒,20210503,-150308,99235,48111
82,A001020,其捞欺内府酒,20210430,-169464,101125,65893
83,A001020,其捞欺内府酒,20210429,-176699,102983,72830
84,A001020,其捞欺内府酒,20210428,-198189,98271,100056
85,A001020,其捞欺内府酒,20210427,-196616,96943,100811
86,A001020,其捞欺内府酒,20210426,-196187,96694,100131
87,A001020,其捞欺内府酒,20210423,-279779,181684,98235
88,A001020,其捞欺内府酒,20210422,-233771,135797,98222
89,A001020,其捞欺内府酒,20210421,-228200,131879,96817
90,A001020,其捞欺内府酒,20210420,-197267,101089,96813
91,A001020,其捞欺内府酒,20210419,-173004,75330,96809
92,A001020,其捞欺内府酒,20210416,-163694,62027,100901
93,A001020,其捞欺内府酒,20210415,-156427,55216,101666
94,A001020,其捞欺内府酒,20210414,-151651,49604,102502
95,A001020,其捞欺内府酒,20210413,-188130,86084,102601
96,A001020,其捞欺内府酒,20210412,-164837,61622,102547
97,A001020,其捞欺内府酒,20210409,-162211,58814,102547
98,A001020,其捞欺内府酒,20210408,-78069,58422,18797
99,A001020,其捞欺内府酒,20210407,-99602,74969,23217
100,A001020,其捞欺内府酒,20210406,-99321,74688,23217
101,A001020,其捞欺内府酒,20210405,-107672,83039,23217
102,A001020,其捞欺内府酒,20210402,-83249,60822,21000
103,A001020,其捞欺内府酒,20210401,-85077,65986,17664
104,A001020,其捞欺内府酒,20210331,-68590,53949,13264
105,A001020,其捞欺内府酒,20210330,-70501,62429,6695
106,A001020,其捞欺内府酒,20210329,-25063,17488,6695
107,A001020,其捞欺内府酒,20210326,-19664,18789,-1
108,A001020,其捞欺内府酒,20210325,3633,-5044,-1
109,A001020,其捞欺内府酒,20210324,13380,-15119,-1
110,A001020,其捞欺内府酒,20210323,1182,-2435,-1
111,A001020,其捞欺内府酒,20210322,17609,-18861,-1
112,A001020,其捞欺内府酒,20210319,16515,-17765,-1
113,A001020,其捞欺内府酒,20210318,18050,-19301,0
114,A001020,其捞欺内府酒,20210317,18302,-19554,1
115,A001020,其捞欺内府酒,20210316,12509,-13861,1
116,A001020,其捞欺内府酒,20210315,4196,-4328,1
117,A001020,其捞欺内府酒,20210312,-11411,11279,1
118,A001020,其捞欺内府酒,20210311,8740,-8872,1
