,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
49,A234690,ณ์ฝสภฺภฃบ๙,20210618,2769,7191,-7985
50,A234690,ณ์ฝสภฺภฃบ๙,20210617,2891,6880,-7745
51,A234690,ณ์ฝสภฺภฃบ๙,20210616,2693,7080,-7705
52,A234690,ณ์ฝสภฺภฃบ๙,20210615,1597,8155,-7700
53,A234690,ณ์ฝสภฺภฃบ๙,20210614,1651,8154,-7700
54,A234690,ณ์ฝสภฺภฃบ๙,20210611,563,8742,-7700
55,A234690,ณ์ฝสภฺภฃบ๙,20210610,1631,7261,-7700
56,A234690,ณ์ฝสภฺภฃบ๙,20210609,811,8211,-7700
57,A234690,ณ์ฝสภฺภฃบ๙,20210608,35,8986,-7700
58,A234690,ณ์ฝสภฺภฃบ๙,20210607,118,8453,-7700
59,A234690,ณ์ฝสภฺภฃบ๙,20210604,-626,9139,-7700
60,A234690,ณ์ฝสภฺภฃบ๙,20210603,34,10125,-7700
61,A234690,ณ์ฝสภฺภฃบ๙,20210602,-2609,10279,-5200
62,A234690,ณ์ฝสภฺภฃบ๙,20210601,-160,8009,-5200
63,A234690,ณ์ฝสภฺภฃบ๙,20210531,-332,8032,-5200
64,A234690,ณ์ฝสภฺภฃบ๙,20210528,-636,8343,-5200
65,A234690,ณ์ฝสภฺภฃบ๙,20210527,151,7546,-5200
66,A234690,ณ์ฝสภฺภฃบ๙,20210526,-1265,8963,-5200
67,A234690,ณ์ฝสภฺภฃบ๙,20210525,-99,7838,-5200
68,A234690,ณ์ฝสภฺภฃบ๙,20210524,-1120,8899,-5200
69,A234690,ณ์ฝสภฺภฃบ๙,20210521,-6192,14106,-5200
70,A234690,ณ์ฝสภฺภฃบ๙,20210520,-5658,13934,-5200
71,A234690,ณ์ฝสภฺภฃบ๙,20210518,-3019,11535,-5200
72,A234690,ณ์ฝสภฺภฃบ๙,20210517,436,8080,-5200
73,A234690,ณ์ฝสภฺภฃบ๙,20210514,-25,8416,-5200
74,A234690,ณ์ฝสภฺภฃบ๙,20210513,267,8151,-5200
75,A234690,ณ์ฝสภฺภฃบ๙,20210512,-1231,9779,-5200
76,A234690,ณ์ฝสภฺภฃบ๙,20210511,-4260,12808,-5200
77,A234690,ณ์ฝสภฺภฃบ๙,20210510,3761,5189,-5200
78,A234690,ณ์ฝสภฺภฃบ๙,20210507,3347,5093,-5200
79,A234690,ณ์ฝสภฺภฃบ๙,20210506,4393,3943,-5200
80,A234690,ณ์ฝสภฺภฃบ๙,20210504,6533,1763,-5200
81,A234690,ณ์ฝสภฺภฃบ๙,20210503,9780,-1368,-5200
82,A234690,ณ์ฝสภฺภฃบ๙,20210430,7890,524,-5200
83,A234690,ณ์ฝสภฺภฃบ๙,20210429,8139,381,-5200
84,A234690,ณ์ฝสภฺภฃบ๙,20210428,4922,3607,-5200
85,A234690,ณ์ฝสภฺภฃบ๙,20210427,-695,9610,-5200
86,A234690,ณ์ฝสภฺภฃบ๙,20210426,-1385,6165,-5200
87,A234690,ณ์ฝสภฺภฃบ๙,20210423,-10304,14941,-5200
88,A234690,ณ์ฝสภฺภฃบ๙,20210422,-7459,12131,-5200
89,A234690,ณ์ฝสภฺภฃบ๙,20210421,3541,1441,-5200
90,A234690,ณ์ฝสภฺภฃบ๙,20210420,4352,553,-5200
91,A234690,ณ์ฝสภฺภฃบ๙,20210419,2208,2836,-5200
92,A234690,ณ์ฝสภฺภฃบ๙,20210416,-6287,6112,0
93,A234690,ณ์ฝสภฺภฃบ๙,20210415,-22524,16424,3422
94,A234690,ณ์ฝสภฺภฃบ๙,20210414,13939,-13772,0
95,A234690,ณ์ฝสภฺภฃบ๙,20210413,-16332,16747,0
96,A234690,ณ์ฝสภฺภฃบ๙,20210412,-17296,17713,0
97,A234690,ณ์ฝสภฺภฃบ๙,20210409,-22114,22531,0
98,A234690,ณ์ฝสภฺภฃบ๙,20210408,1582,-1330,0
99,A234690,ณ์ฝสภฺภฃบ๙,20210407,3485,-3193,0
100,A234690,ณ์ฝสภฺภฃบ๙,20210406,3781,-3470,0
101,A234690,ณ์ฝสภฺภฃบ๙,20210405,12985,-12674,0
102,A234690,ณ์ฝสภฺภฃบ๙,20210402,11336,-14325,0
103,A234690,ณ์ฝสภฺภฃบ๙,20210401,12147,-15061,0
104,A234690,ณ์ฝสภฺภฃบ๙,20210331,14616,-17610,0
105,A234690,ณ์ฝสภฺภฃบ๙,20210330,14389,-17340,0
106,A234690,ณ์ฝสภฺภฃบ๙,20210329,16252,-17203,0
107,A234690,ณ์ฝสภฺภฃบ๙,20210326,9195,-10107,0
108,A234690,ณ์ฝสภฺภฃบ๙,20210325,6852,-6892,0
109,A234690,ณ์ฝสภฺภฃบ๙,20210324,6473,-6553,0
110,A234690,ณ์ฝสภฺภฃบ๙,20210323,461,-620,0
111,A234690,ณ์ฝสภฺภฃบ๙,20210322,1868,-2027,0
112,A234690,ณ์ฝสภฺภฃบ๙,20210319,-448,329,0
113,A234690,ณ์ฝสภฺภฃบ๙,20210318,-5318,5199,0
114,A234690,ณ์ฝสภฺภฃบ๙,20210317,-5296,5088,0
115,A234690,ณ์ฝสภฺภฃบ๙,20210316,-3206,2998,0
116,A234690,ณ์ฝสภฺภฃบ๙,20210315,-1515,1226,0
117,A234690,ณ์ฝสภฺภฃบ๙,20210312,784,-1058,0
118,A234690,ณ์ฝสภฺภฃบ๙,20210311,1453,-1771,0
