,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A234690,ณ์ฝสภฺภฃบ๙,20210827,-44301,41971,-9001
1,A234690,ณ์ฝสภฺภฃบ๙,20210826,-42594,40224,-9001
2,A234690,ณ์ฝสภฺภฃบ๙,20210825,-42951,40581,-9001
3,A234690,ณ์ฝสภฺภฃบ๙,20210824,-43018,40608,-9001
4,A234690,ณ์ฝสภฺภฃบ๙,20210823,-27532,24112,-9001
5,A234690,ณ์ฝสภฺภฃบ๙,20210820,-20190,16735,-9001
6,A234690,ณ์ฝสภฺภฃบ๙,20210819,-18689,17458,-9001
7,A234690,ณ์ฝสภฺภฃบ๙,20210818,-12342,8311,-9001
8,A234690,ณ์ฝสภฺภฃบ๙,20210817,-5662,1631,-9001
9,A234690,ณ์ฝสภฺภฃบ๙,20210813,-2614,623,-9001
10,A234690,ณ์ฝสภฺภฃบ๙,20210812,-945,894,-9001
11,A234690,ณ์ฝสภฺภฃบ๙,20210811,-1638,5647,-9001
12,A234690,ณ์ฝสภฺภฃบ๙,20210810,-1835,5845,-9001
13,A234690,ณ์ฝสภฺภฃบ๙,20210809,-6023,12073,-9001
14,A234690,ณ์ฝสภฺภฃบ๙,20210806,-5968,13019,-9001
15,A234690,ณ์ฝสภฺภฃบ๙,20210805,-6908,13960,-9001
16,A234690,ณ์ฝสภฺภฃบ๙,20210804,-4545,12597,-9001
17,A234690,ณ์ฝสภฺภฃบ๙,20210803,-917,11485,-9001
18,A234690,ณ์ฝสภฺภฃบ๙,20210802,355,10253,-9001
19,A234690,ณ์ฝสภฺภฃบ๙,20210730,542,14550,-13485
20,A234690,ณ์ฝสภฺภฃบ๙,20210729,1628,13908,-13485
21,A234690,ณ์ฝสภฺภฃบ๙,20210728,1515,13981,-13485
22,A234690,ณ์ฝสภฺภฃบ๙,20210727,6310,9312,-13485
23,A234690,ณ์ฝสภฺภฃบ๙,20210726,7779,7965,-13485
24,A234690,ณ์ฝสภฺภฃบ๙,20210723,2981,12803,-13485
25,A234690,ณ์ฝสภฺภฃบ๙,20210722,3473,12751,-13485
26,A234690,ณ์ฝสภฺภฃบ๙,20210721,2998,13228,-13485
27,A234690,ณ์ฝสภฺภฃบ๙,20210720,4077,12251,-13485
28,A234690,ณ์ฝสภฺภฃบ๙,20210719,2928,13340,-13485
29,A234690,ณ์ฝสภฺภฃบ๙,20210716,6202,10072,-13485
30,A234690,ณ์ฝสภฺภฃบ๙,20210715,8795,7519,-13485
31,A234690,ณ์ฝสภฺภฃบ๙,20210714,7731,8586,-13485
32,A234690,ณ์ฝสภฺภฃบ๙,20210713,11527,4831,-13485
33,A234690,ณ์ฝสภฺภฃบ๙,20210712,10207,5626,-12960
34,A234690,ณ์ฝสภฺภฃบ๙,20210709,14837,1071,-12935
35,A234690,ณ์ฝสภฺภฃบ๙,20210708,8491,7313,-12785
36,A234690,ณ์ฝสภฺภฃบ๙,20210707,3886,11958,-12785
37,A234690,ณ์ฝสภฺภฃบ๙,20210706,6197,6883,-10210
38,A234690,ณ์ฝสภฺภฃบ๙,20210705,3544,9435,-10210
39,A234690,ณ์ฝสภฺภฃบ๙,20210702,8845,3796,-9785
40,A234690,ณ์ฝสภฺภฃบ๙,20210701,6897,5694,-9735
41,A234690,ณ์ฝสภฺภฃบ๙,20210630,3630,8897,-9710
42,A234690,ณ์ฝสภฺภฃบ๙,20210629,3858,8455,-9635
43,A234690,ณ์ฝสภฺภฃบ๙,20210628,4855,7545,-9585
44,A234690,ณ์ฝสภฺภฃบ๙,20210625,2918,7982,-8085
45,A234690,ณ์ฝสภฺภฃบ๙,20210624,2712,8190,-8085
46,A234690,ณ์ฝสภฺภฃบ๙,20210623,-2657,13609,-8085
47,A234690,ณ์ฝสภฺภฃบ๙,20210622,3180,7634,-7985
48,A234690,ณ์ฝสภฺภฃบ๙,20210621,2993,7823,-7985
