,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
78,A037340,╬╬©╓юнемЁ╩╪еЁн,20160517,-17543,10658,2203
79,A037340,╬╬©╓юнемЁ╩╪еЁн,20160516,-2849,-4053,1929
80,A037340,╬╬©╓юнемЁ╩╪еЁн,20160513,-11619,4015,1929
81,A037340,╬╬©╓юнемЁ╩╪еЁн,20160512,-7147,1302,1929
82,A037340,╬╬©╓юнемЁ╩╪еЁн,20160511,-3925,-1878,1929
83,A037340,╬╬©╓юнемЁ╩╪еЁн,20160510,-10010,4766,1929
84,A037340,╬╬©╓юнемЁ╩╪еЁн,20160509,-23119,19200,1857
85,A037340,╬╬©╓юнемЁ╩╪еЁн,20160504,-56672,40242,1857
86,A037340,╬╬©╓юнемЁ╩╪еЁн,20160503,-96768,94784,1857
87,A037340,╬╬©╓юнемЁ╩╪еЁн,20160502,-38871,39181,0
88,A037340,╬╬©╓юнемЁ╩╪еЁн,20160429,-14636,12779,0
89,A037340,╬╬©╓юнемЁ╩╪еЁн,20160428,-20245,17253,0
90,A037340,╬╬©╓юнемЁ╩╪еЁн,20160427,-16043,12918,0
91,A037340,╬╬©╓юнемЁ╩╪еЁн,20160426,-12660,9824,0
92,A037340,╬╬©╓юнемЁ╩╪еЁн,20160425,-10731,10286,0
93,A037340,╬╬©╓юнемЁ╩╪еЁн,20160422,-10612,10166,0
94,A037340,╬╬©╓юнемЁ╩╪еЁн,20160421,-6464,6114,0
95,A037340,╬╬©╓юнемЁ╩╪еЁн,20160420,-12108,12312,0
96,A037340,╬╬©╓юнемЁ╩╪еЁн,20160419,-4137,5122,0
97,A037340,╬╬©╓юнемЁ╩╪еЁн,20160418,-13126,10183,0
98,A037340,╬╬©╓юнемЁ╩╪еЁн,20160415,-8260,4647,0
99,A037340,╬╬©╓юнемЁ╩╪еЁн,20160414,-29955,27203,0
100,A037340,╬╬©╓юнемЁ╩╪еЁн,20160412,-39081,36512,0
101,A037340,╬╬©╓юнемЁ╩╪еЁн,20160411,-42991,41563,0
102,A037340,╬╬©╓юнемЁ╩╪еЁн,20160408,-36084,33613,0
103,A037340,╬╬©╓юнемЁ╩╪еЁн,20160407,-40010,38842,0
104,A037340,╬╬©╓юнемЁ╩╪еЁн,20160406,-50657,47534,0
105,A037340,╬╬©╓юнемЁ╩╪еЁн,20160405,-26022,22893,0
106,A037340,╬╬©╓юнемЁ╩╪еЁн,20160404,-28900,25864,0
107,A037340,╬╬©╓юнемЁ╩╪еЁн,20160401,-45680,43727,0
108,A037340,╬╬©╓юнемЁ╩╪еЁн,20160331,-56698,55223,0
109,A037340,╬╬©╓юнемЁ╩╪еЁн,20160330,-47551,46818,0
110,A037340,╬╬©╓юнемЁ╩╪еЁн,20160329,-96213,94908,0
111,A037340,╬╬©╓юнемЁ╩╪еЁн,20160328,-86397,86054,0
112,A037340,╬╬©╓юнемЁ╩╪еЁн,20160325,-88434,88406,0
113,A037340,╬╬©╓юнемЁ╩╪еЁн,20160324,-82815,82815,0
114,A037340,╬╬©╓юнемЁ╩╪еЁн,20160323,-120680,121233,0
115,A037340,╬╬©╓юнемЁ╩╪еЁн,20160322,-46016,46641,0
116,A037340,╬╬©╓юнемЁ╩╪еЁн,20160321,-58717,59263,0
117,A037340,╬╬©╓юнемЁ╩╪еЁн,20160318,-1782,2139,0
118,A037340,╬╬©╓юнемЁ╩╪еЁн,20160317,-31042,31459,0
