,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A023900,«≥±π¡÷¡§,20210827,-49601,81424,-45820
1,A023900,«≥±π¡÷¡§,20210826,-39150,72409,-45657
2,A023900,«≥±π¡÷¡§,20210825,-38668,71948,-45676
3,A023900,«≥±π¡÷¡§,20210824,-40285,73594,-45705
4,A023900,«≥±π¡÷¡§,20210823,-37844,71659,-46211
5,A023900,«≥±π¡÷¡§,20210820,-33219,67194,-46372
6,A023900,«≥±π¡÷¡§,20210819,-34891,70185,-46509
7,A023900,«≥±π¡÷¡§,20210818,-36082,72114,-46801
8,A023900,«≥±π¡÷¡§,20210817,-31214,70242,-46748
9,A023900,«≥±π¡÷¡§,20210813,-26469,72629,-46825
10,A023900,«≥±π¡÷¡§,20210812,-27031,73328,-46909
11,A023900,«≥±π¡÷¡§,20210811,-27186,73629,-46944
12,A023900,«≥±π¡÷¡§,20210810,-31844,73477,-42134
13,A023900,«≥±π¡÷¡§,20210809,-34106,75811,-42206
14,A023900,«≥±π¡÷¡§,20210806,-33830,75504,-42290
15,A023900,«≥±π¡÷¡§,20210805,-33248,74970,-42356
16,A023900,«≥±π¡÷¡§,20210804,-33205,75026,-42455
17,A023900,«≥±π¡÷¡§,20210803,-31141,73010,-42503
18,A023900,«≥±π¡÷¡§,20210802,-33161,75365,-42673
19,A023900,«≥±π¡÷¡§,20210730,-33039,75798,-42699
20,A023900,«≥±π¡÷¡§,20210729,-35973,79166,-42900
21,A023900,«≥±π¡÷¡§,20210728,-36088,79420,-43039
22,A023900,«≥±π¡÷¡§,20210727,-37434,80783,-43077
23,A023900,«≥±π¡÷¡§,20210726,-39887,81152,-42981
24,A023900,«≥±π¡÷¡§,20210723,-40106,81684,-43114
25,A023900,«≥±π¡÷¡§,20210722,-40020,81671,-43187
26,A023900,«≥±π¡÷¡§,20210721,-39772,81506,-43252
27,A023900,«≥±π¡÷¡§,20210720,-40245,81419,-43328
28,A023900,«≥±π¡÷¡§,20210719,-40130,81561,-43585
29,A023900,«≥±π¡÷¡§,20210716,-45330,84854,-42678
30,A023900,«≥±π¡÷¡§,20210715,-44553,83345,-41946
31,A023900,«≥±π¡÷¡§,20210714,-42119,82806,-41911
32,A023900,«≥±π¡÷¡§,20210713,-41366,82062,-41920
33,A023900,«≥±π¡÷¡§,20210712,-39524,80196,-41895
34,A023900,«≥±π¡÷¡§,20210709,-40450,80760,-41533
35,A023900,«≥±π¡÷¡§,20210708,-37299,77883,-41757
36,A023900,«≥±π¡÷¡§,20210707,-41500,82034,-41859
37,A023900,«≥±π¡÷¡§,20210706,-41348,82293,-41276
38,A023900,«≥±π¡÷¡§,20210705,-44395,86178,-41228
39,A023900,«≥±π¡÷¡§,20210702,-43103,85896,-41240
40,A023900,«≥±π¡÷¡§,20210701,-44761,87599,-41284
41,A023900,«≥±π¡÷¡§,20210630,-45379,87061,-40121
42,A023900,«≥±π¡÷¡§,20210629,-45170,87152,-40321
43,A023900,«≥±π¡÷¡§,20210628,-41304,83486,-40521
44,A023900,«≥±π¡÷¡§,20210625,-40551,82953,-40541
45,A023900,«≥±π¡÷¡§,20210624,-41124,83126,-40543
46,A023900,«≥±π¡÷¡§,20210623,-44177,86197,-40559
47,A023900,«≥±π¡÷¡§,20210622,-47560,89681,-40683
48,A023900,«≥±π¡÷¡§,20210621,-68708,111332,-40643
49,A023900,«≥±π¡÷¡§,20210618,-69824,112520,-40616
50,A023900,«≥±π¡÷¡§,20210617,-113126,157629,-40694
51,A023900,«≥±π¡÷¡§,20210616,-105543,150148,-40796
52,A023900,«≥±π¡÷¡§,20210615,-92874,137552,-40792
