,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A012160,øµ»Ô,20210827,3458278,-79537,-3175838
1,A012160,øµ»Ô,20210826,3493178,-114425,-3175850
2,A012160,øµ»Ô,20210825,3496780,-118011,-3175866
3,A012160,øµ»Ô,20210824,3507147,-129062,-3175959
4,A012160,øµ»Ô,20210823,3447834,-79849,-3165858
5,A012160,øµ»Ô,20210820,3517777,-161829,-3153152
6,A012160,øµ»Ô,20210819,3426578,-71977,-3153205
7,A012160,øµ»Ô,20210818,3332321,-12136,-3119014
8,A012160,øµ»Ô,20210817,3393471,-69460,-3124026
9,A012160,øµ»Ô,20210813,3267450,55496,-3124061
10,A012160,øµ»Ô,20210812,3280234,41175,-3122841
11,A012160,øµ»Ô,20210811,3247004,74570,-3132906
12,A012160,øµ»Ô,20210810,3220182,61597,-3127613
13,A012160,øµ»Ô,20210809,2297129,1049804,-3118964
14,A012160,øµ»Ô,20210806,2236413,1110670,-3118767
15,A012160,øµ»Ô,20210805,2202762,1147189,-3118333
16,A012160,øµ»Ô,20210804,2207755,1138784,-3114921
17,A012160,øµ»Ô,20210803,2215904,1133081,-3117367
18,A012160,øµ»Ô,20210802,2095676,1253918,-3117787
19,A012160,øµ»Ô,20210730,1881550,1468273,-3117514
20,A012160,øµ»Ô,20210729,1849304,1496393,-3117503
21,A012160,øµ»Ô,20210728,1866838,1478874,-3117518
22,A012160,øµ»Ô,20210727,1843170,1505115,-3117972
23,A012160,øµ»Ô,20210726,1924721,1424183,-3118591
24,A012160,øµ»Ô,20210723,1949702,1398098,-3118587
25,A012160,øµ»Ô,20210722,2049729,1298068,-3118584
26,A012160,øµ»Ô,20210721,2083621,1266357,-3121235
27,A012160,øµ»Ô,20210720,2062952,1292889,-3121193
28,A012160,øµ»Ô,20210719,1883165,1469033,-3121120
29,A012160,øµ»Ô,20210716,1833971,1519416,-3121075
30,A012160,øµ»Ô,20210715,1862937,1487998,-3121598
31,A012160,øµ»Ô,20210714,1868178,1482659,-3121585
32,A012160,øµ»Ô,20210713,1873474,1476958,-3121550
33,A012160,øµ»Ô,20210712,1880482,1470089,-3121612
34,A012160,øµ»Ô,20210709,1898225,1452705,-3121371
35,A012160,øµ»Ô,20210708,1286541,1419489,-2472620
36,A012160,øµ»Ô,20210707,1234748,1471631,-2472632
37,A012160,øµ»Ô,20210706,1176087,1531312,-2472648
38,A012160,øµ»Ô,20210705,1340101,1365428,-2472636
39,A012160,øµ»Ô,20210702,1486474,1221467,-2472627
40,A012160,øµ»Ô,20210701,1740270,968631,-2472610
41,A012160,øµ»Ô,20210630,1811233,910450,-2480513
42,A012160,øµ»Ô,20210629,1847851,883952,-2488828
43,A012160,øµ»Ô,20210628,1866163,864933,-2493743
44,A012160,øµ»Ô,20210625,-364253,2028931,-1434676
45,A012160,øµ»Ô,20210624,-211809,1885159,-1434129
46,A012160,øµ»Ô,20210623,-241089,1914422,-1434112
47,A012160,øµ»Ô,20210622,-298272,1969968,-1432615
48,A012160,øµ»Ô,20210621,-178348,1854105,-1432594
49,A012160,øµ»Ô,20210618,-171949,1847612,-1432500
50,A012160,øµ»Ô,20210617,-157766,1834199,-1432427
51,A012160,øµ»Ô,20210616,-128774,1804557,-1432210
52,A012160,øµ»Ô,20210615,-68567,1743341,-1431281
53,A012160,øµ»Ô,20210614,-85907,1757328,-1431064
54,A012160,øµ»Ô,20210611,9992,1659976,-1430612
55,A012160,øµ»Ô,20210610,8562,1661159,-1430367
56,A012160,øµ»Ô,20210609,139481,1531210,-1431318
57,A012160,øµ»Ô,20210608,-2557,1473237,-1221307
58,A012160,øµ»Ô,20210607,-226494,1507652,-1031785
59,A012160,øµ»Ô,20210604,-226308,1508454,-1031773
60,A012160,øµ»Ô,20210603,-206134,1488182,-1031670
61,A012160,øµ»Ô,20210602,-328457,1473782,-891631
62,A012160,øµ»Ô,20210601,-406405,1456651,-796532
63,A012160,øµ»Ô,20210531,-362456,1401651,-785858
64,A012160,øµ»Ô,20210528,-377709,1415163,-785917
65,A012160,øµ»Ô,20210527,-418507,1455709,-785865
66,A012160,øµ»Ô,20210526,-450718,1483949,-785893
67,A012160,øµ»Ô,20210525,-508992,1468267,-708752
68,A012160,øµ»Ô,20210524,-515211,1474461,-708728
69,A012160,øµ»Ô,20210521,-591683,1551237,-708732
70,A012160,øµ»Ô,20210520,-665247,1626223,-709128
71,A012160,øµ»Ô,20210518,-755419,1716525,-709382
72,A012160,øµ»Ô,20210517,-610644,1581090,-717908
73,A012160,øµ»Ô,20210514,-727210,1716267,-725596
74,A012160,øµ»Ô,20210513,-847429,1836059,-725247
75,A012160,øµ»Ô,20210512,-740610,1728999,-725231
76,A012160,øµ»Ô,20210511,-1110595,2100929,-725373
77,A012160,øµ»Ô,20210510,-1041012,2024729,-725289
78,A012160,øµ»Ô,20210507,-1024692,2011527,-725437
79,A012160,øµ»Ô,20210506,-1041487,2023854,-725761
80,A012160,øµ»Ô,20210504,-585601,1458734,-606981
81,A012160,øµ»Ô,20210503,-488926,1362120,-607210
82,A012160,øµ»Ô,20210430,-488331,1361251,-607514
83,A012160,øµ»Ô,20210429,-404828,1273866,-607538
84,A012160,øµ»Ô,20210428,-756410,1094431,-70162
85,A012160,øµ»Ô,20210427,-982817,1320199,-70355
86,A012160,øµ»Ô,20210426,-953580,1255835,-31380
87,A012160,øµ»Ô,20210423,-944555,1198259,20127
88,A012160,øµ»Ô,20210422,-738101,991425,20103
89,A012160,øµ»Ô,20210421,-698679,951716,20390
90,A012160,øµ»Ô,20210420,-734931,911427,97133
91,A012160,øµ»Ô,20210419,-676136,854961,97124
92,A012160,øµ»Ô,20210416,-629189,807748,97340
93,A012160,øµ»Ô,20210415,-643149,822566,97315
94,A012160,øµ»Ô,20210414,-633295,811504,98000
95,A012160,øµ»Ô,20210413,-596677,775334,98066
96,A012160,øµ»Ô,20210412,-463668,641993,98400
97,A012160,øµ»Ô,20210409,-445813,622659,99971
98,A012160,øµ»Ô,20210408,-448504,636775,88546
99,A012160,øµ»Ô,20210407,-286937,476523,88665
100,A012160,øµ»Ô,20210406,-99670,243939,134045
101,A012160,øµ»Ô,20210405,-114355,266281,126238
102,A012160,øµ»Ô,20210402,61312,95048,122234
103,A012160,øµ»Ô,20210401,112638,56084,117967
104,A012160,øµ»Ô,20210331,121858,47879,117142
105,A012160,øµ»Ô,20210330,170389,1435,115281
106,A012160,øµ»Ô,20210329,205009,-32396,114742
107,A012160,øµ»Ô,20210326,227512,-83683,144078
108,A012160,øµ»Ô,20210325,213114,-65659,140465
109,A012160,øµ»Ô,20210324,173730,-30850,145040
110,A012160,øµ»Ô,20210323,147170,-6447,144672
111,A012160,øµ»Ô,20210322,149067,38845,97523
112,A012160,øµ»Ô,20210319,140601,98957,45877
113,A012160,øµ»Ô,20210318,267695,15120,2623
114,A012160,øµ»Ô,20210317,351354,-24802,-41097
115,A012160,øµ»Ô,20210316,359656,-32262,-42028
116,A012160,øµ»Ô,20210315,356921,-29625,-41976
117,A012160,øµ»Ô,20210312,371423,-45976,-41825
118,A012160,øµ»Ô,20210311,369624,-87517,1515
