,辆格内靛,辆格疙,朝楼,俺牢 鉴概荐,寇惫牢 鉴概荐,扁包 鉴概荐
0,A004360,技规,20210827,364609,40355,-451165
1,A004360,技规,20210826,361105,43896,-451167
2,A004360,技规,20210825,369696,38364,-454261
3,A004360,技规,20210824,362838,45519,-454558
4,A004360,技规,20210823,361741,48305,-456308
5,A004360,技规,20210820,348628,61006,-455896
6,A004360,技规,20210819,379385,72580,-500085
7,A004360,技规,20210818,358958,88834,-495023
8,A004360,技规,20210817,379942,74288,-501655
9,A004360,技规,20210813,379767,81048,-506260
10,A004360,技规,20210812,369302,90854,-504496
11,A004360,技规,20210811,353501,106691,-504432
12,A004360,技规,20210810,368049,99660,-511954
13,A004360,技规,20210809,340810,108685,-493662
14,A004360,技规,20210806,326005,122113,-492250
15,A004360,技规,20210805,307865,126089,-478086
16,A004360,技规,20210804,304433,132246,-479811
17,A004360,技规,20210803,302374,135052,-480593
18,A004360,技规,20210802,292251,140434,-475852
19,A004360,技规,20210730,278461,133197,-454825
20,A004360,技规,20210729,259171,133078,-435381
21,A004360,技规,20210728,238837,125988,-417922
22,A004360,技规,20210727,241497,133435,-417994
23,A004360,技规,20210726,227729,143052,-413843
24,A004360,技规,20210723,224724,141765,-409551
25,A004360,技规,20210722,213212,120092,-376366
26,A004360,技规,20210721,194865,110590,-342517
27,A004360,技规,20210720,143021,159519,-334483
28,A004360,技规,20210719,100900,198403,-332091
29,A004360,技规,20210716,74285,205355,-312358
30,A004360,技规,20210715,70252,209042,-311997
31,A004360,技规,20210714,98057,171208,-293571
32,A004360,技规,20210713,60481,168896,-253613
33,A004360,技规,20210712,45318,162025,-230862
34,A004360,技规,20210709,14038,166077,-203538
35,A004360,技规,20210708,-5981,195030,-202360
36,A004360,技规,20210707,-15693,201960,-201043
37,A004360,技规,20210706,-29826,216092,-201042
38,A004360,技规,20210705,-28509,204611,-190878
39,A004360,技规,20210702,-30509,206438,-190837
40,A004360,技规,20210701,-19549,221330,-213183
41,A004360,技规,20210630,-32642,231868,-210658
42,A004360,技规,20210629,-34820,236276,-212810
43,A004360,技规,20210628,-50214,245390,-206497
44,A004360,技规,20210625,-46025,238236,-206079
45,A004360,技规,20210624,-34844,227985,-208447
46,A004360,技规,20210623,-17396,204375,-202195
47,A004360,技规,20210622,-30524,202253,-188612
48,A004360,技规,20210621,-34288,214319,-201135
49,A004360,技规,20210618,-33840,215172,-204591
50,A004360,技规,20210617,-45092,222983,-201105
51,A004360,技规,20210616,-67331,252842,-206021
52,A004360,技规,20210615,-40320,229968,-209276
53,A004360,技规,20210614,-25925,229490,-220007
54,A004360,技规,20210611,-39828,231125,-207790
55,A004360,技规,20210610,-36764,234263,-210401
56,A004360,技规,20210609,17823,198950,-234465
57,A004360,技规,20210608,59504,231430,-307511
58,A004360,技规,20210607,103995,213256,-329966
59,A004360,技规,20210604,112303,199170,-321611
60,A004360,技规,20210603,117531,198486,-326120
61,A004360,技规,20210602,112751,209582,-332319
62,A004360,技规,20210601,125492,201274,-330005
63,A004360,技规,20210531,145913,187724,-336887
64,A004360,技规,20210528,171880,173321,-348277
65,A004360,技规,20210527,181654,160449,-345179
66,A004360,技规,20210526,176464,157724,-337104
67,A004360,技规,20210525,177449,157286,-337651
68,A004360,技规,20210524,184043,154512,-341506
69,A004360,技规,20210521,193774,150554,-347254
70,A004360,技规,20210520,183424,158878,-345373
71,A004360,技规,20210518,185126,160921,-349085
72,A004360,技规,20210517,196343,161736,-361147
73,A004360,技规,20210514,205711,150649,-359442
74,A004360,技规,20210513,208688,150630,-362564
75,A004360,技规,20210512,219646,133782,-356604
76,A004360,技规,20210511,219000,146161,-368212
77,A004360,技规,20210510,223306,157378,-383770
78,A004360,技规,20210507,202542,179253,-383749
79,A004360,技规,20210506,207622,178328,-388498
80,A004360,技规,20210504,217179,172133,-389737
81,A004360,技规,20210503,228290,162438,-391997
82,A004360,技规,20210430,206238,170537,-380219
83,A004360,技规,20210429,181622,211173,-397368
84,A004360,技规,20210428,209314,184226,-401964
85,A004360,技规,20210427,173645,200664,-381638
86,A004360,技规,20210426,185127,211400,-403809
87,A004360,技规,20210423,165954,225334,-397344
88,A004360,技规,20210422,149389,247531,-399028
89,A004360,技规,20210421,175851,217692,-410399
90,A004360,技规,20210420,200271,174966,-412999
91,A004360,技规,20210419,205190,170088,-413325
92,A004360,技规,20210416,220014,161122,-419381
93,A004360,技规,20210415,203715,169570,-421648
94,A004360,技规,20210414,221219,160890,-430525
95,A004360,技规,20210413,216643,167604,-434541
96,A004360,技规,20210412,244777,159497,-403498
97,A004360,技规,20210409,241593,163062,-404175
98,A004360,技规,20210408,239874,161363,-404756
99,A004360,技规,20210407,227087,162748,-393193
100,A004360,技规,20210406,228159,158099,-389616
101,A004360,技规,20210405,213145,163623,-379626
102,A004360,技规,20210402,128434,188394,-319141
103,A004360,技规,20210401,114649,200594,-316493
104,A004360,技规,20210331,114688,200715,-315381
105,A004360,技规,20210330,124737,192645,-317395
106,A004360,技规,20210329,168919,151221,-320251
107,A004360,技规,20210326,176851,129607,-306569
108,A004360,技规,20210325,125596,125229,-250865
109,A004360,技规,20210324,154725,79863,-234592
110,A004360,技规,20210323,128886,78523,-207949
111,A004360,技规,20210322,133375,75305,-210545
