,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
83,A011330,ю╞╢одм,20210429,-1437371,1312203,-69949
84,A011330,ю╞╢одм,20210428,-1359406,1126876,-70138
85,A011330,ю╞╢одм,20210427,-1472952,1261455,-70169
86,A011330,ю╞╢одм,20210426,-1390217,1228450,-70237
87,A011330,ю╞╢одм,20210423,-1345519,1225613,-70243
88,A011330,ю╞╢одм,20210422,-1252826,1133020,-70265
89,A011330,ю╞╢одм,20210421,-1138306,1021338,-67900
90,A011330,ю╞╢одм,20210420,-1417670,1289414,-67956
91,A011330,ю╞╢одм,20210419,-1280734,1150833,-67974
92,A011330,ю╞╢одм,20210416,-1289652,1161276,-67790
93,A011330,ю╞╢одм,20210415,-1425206,1296600,-67940
94,A011330,ю╞╢одм,20210414,-1074201,1170435,-67403
95,A011330,ю╞╢одм,20210413,-1040714,1138753,-67516
96,A011330,ю╞╢одм,20210412,-1215251,1314691,-67337
97,A011330,ю╞╢одм,20210409,-918725,1001666,-49431
98,A011330,ю╞╢одм,20210408,-932437,1015036,-49386
99,A011330,ю╞╢одм,20210407,-946566,1028325,-49298
100,A011330,ю╞╢одм,20210406,-786788,848192,-49247
101,A011330,ю╞╢одм,20210405,-868590,930597,-49176
102,A011330,ю╞╢одм,20210402,-765054,781051,-48924
103,A011330,ю╞╢одм,20210401,-756531,772865,-48848
104,A011330,ю╞╢одм,20210331,-910327,894359,-48649
105,A011330,ю╞╢одм,20210330,-853351,836639,-48305
106,A011330,ю╞╢одм,20210329,-779371,772483,-48240
107,A011330,ю╞╢одм,20210326,-734628,768046,-48221
108,A011330,ю╞╢одм,20210325,-896311,875606,-47533
109,A011330,ю╞╢одм,20210324,-899724,849343,-46671
110,A011330,ю╞╢одм,20210323,-638406,613354,-46742
111,A011330,ю╞╢одм,20210322,-582203,530175,-46766
112,A011330,ю╞╢одм,20210319,-523079,469809,-43437
113,A011330,ю╞╢одм,20210318,-423929,381098,-43409
114,A011330,ю╞╢одм,20210317,-319226,276473,6553
115,A011330,ю╞╢одм,20210316,-228465,203510,3075
116,A011330,ю╞╢одм,20210315,-137507,146885,3123
117,A011330,ю╞╢одм,20210312,-158435,169507,3255
118,A011330,ю╞╢одм,20210311,-107760,112809,3291
