,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A002020,ฤฺฟภที,20210827,-187564,15936,195252
1,A002020,ฤฺฟภที,20210826,-187018,16245,194397
2,A002020,ฤฺฟภที,20210825,-181732,12673,192841
3,A002020,ฤฺฟภที,20210824,-180389,11412,192759
4,A002020,ฤฺฟภที,20210823,-158552,-10325,192568
5,A002020,ฤฺฟภที,20210820,-164075,-4243,192079
6,A002020,ฤฺฟภที,20210819,-182758,12933,193001
7,A002020,ฤฺฟภที,20210818,-184012,25423,180860
8,A002020,ฤฺฟภที,20210817,-143860,-6709,174145
9,A002020,ฤฺฟภที,20210813,-153723,3183,174468
10,A002020,ฤฺฟภที,20210812,-155307,4675,175082
11,A002020,ฤฺฟภที,20210811,-163303,10690,177033
12,A002020,ฤฺฟภที,20210810,-165631,13950,176014
13,A002020,ฤฺฟภที,20210809,-180857,30381,175072
14,A002020,ฤฺฟภที,20210806,-185491,37046,173186
15,A002020,ฤฺฟภที,20210805,-183451,37573,170620
16,A002020,ฤฺฟภที,20210804,-177151,35755,166231
17,A002020,ฤฺฟภที,20210803,-183625,41874,166577
18,A002020,ฤฺฟภที,20210802,-181207,41645,164361
19,A002020,ฤฺฟภที,20210730,-182865,44799,162865
20,A002020,ฤฺฟภที,20210729,-185731,48051,162465
21,A002020,ฤฺฟภที,20210728,-185688,46298,164171
22,A002020,ฤฺฟภที,20210727,-174320,34982,164120
23,A002020,ฤฺฟภที,20210726,-174429,35132,164099
24,A002020,ฤฺฟภที,20210723,-178026,39182,163914
25,A002020,ฤฺฟภที,20210722,-180576,40174,165482
26,A002020,ฤฺฟภที,20210721,-174243,34211,165112
27,A002020,ฤฺฟภที,20210720,-178603,37713,165122
28,A002020,ฤฺฟภที,20210719,-181398,38968,166682
29,A002020,ฤฺฟภที,20210716,-181932,37959,167814
30,A002020,ฤฺฟภที,20210715,-181855,36858,168869
31,A002020,ฤฺฟภที,20210714,-181616,36267,169221
32,A002020,ฤฺฟภที,20210713,-183331,37170,170176
33,A002020,ฤฺฟภที,20210712,-184845,38444,170421
34,A002020,ฤฺฟภที,20210709,-183036,38554,168508
35,A002020,ฤฺฟภที,20210708,-211522,58878,176761
