,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
36,A002020,ฤฺฟภที,20210707,-211433,58481,177274
37,A002020,ฤฺฟภที,20210706,-213103,60130,177327
38,A002020,ฤฺฟภที,20210705,-206686,55785,175349
39,A002020,ฤฺฟภที,20210702,-215717,59135,180741
40,A002020,ฤฺฟภที,20210701,-213445,57923,179693
41,A002020,ฤฺฟภที,20210630,-226657,67089,184646
42,A002020,ฤฺฟภที,20210629,-224633,67588,182446
43,A002020,ฤฺฟภที,20210628,-229057,81781,174120
44,A002020,ฤฺฟภที,20210625,-205386,59097,172427
45,A002020,ฤฺฟภที,20210624,-204096,57931,171151
46,A002020,ฤฺฟภที,20210623,-160943,43754,143595
47,A002020,ฤฺฟภที,20210622,-194388,81718,141521
48,A002020,ฤฺฟภที,20210621,-152148,53183,137778
49,A002020,ฤฺฟภที,20210618,-155017,57047,136837
50,A002020,ฤฺฟภที,20210617,-162693,65119,136951
51,A002020,ฤฺฟภที,20210616,-192526,95735,137048
52,A002020,ฤฺฟภที,20210615,-156530,63631,134054
53,A002020,ฤฺฟภที,20210614,-159554,65194,135495
54,A002020,ฤฺฟภที,20210611,-161122,68019,135315
55,A002020,ฤฺฟภที,20210610,-157650,66326,133596
56,A002020,ฤฺฟภที,20210609,-158792,68212,132902
57,A002020,ฤฺฟภที,20210608,-161444,70888,132793
58,A002020,ฤฺฟภที,20210607,-158115,67651,132701
59,A002020,ฤฺฟภที,20210604,-158664,69635,131276
60,A002020,ฤฺฟภที,20210603,-163892,74850,131289
61,A002020,ฤฺฟภที,20210602,-171134,81032,131480
62,A002020,ฤฺฟภที,20210601,-167575,77315,131602
63,A002020,ฤฺฟภที,20210531,-171001,77948,134469
64,A002020,ฤฺฟภที,20210528,-169692,79359,131719
65,A002020,ฤฺฟภที,20210527,-168716,78486,131684
66,A002020,ฤฺฟภที,20210526,-179819,89800,131532
67,A002020,ฤฺฟภที,20210525,-182406,92370,131555
68,A002020,ฤฺฟภที,20210524,-188875,100672,129760
69,A002020,ฤฺฟภที,20210521,-189183,101005,129735
70,A002020,ฤฺฟภที,20210520,-190589,104175,127910
71,A002020,ฤฺฟภที,20210518,-196781,108106,129813
72,A002020,ฤฺฟภที,20210517,-177752,88671,130200
73,A002020,ฤฺฟภที,20210514,-185377,94389,132380
74,A002020,ฤฺฟภที,20210513,-172610,81469,132404
75,A002020,ฤฺฟภที,20210512,-164581,82785,123113
76,A002020,ฤฺฟภที,20210511,-187206,103528,123379
77,A002020,ฤฺฟภที,20210510,-182675,100179,122598
78,A002020,ฤฺฟภที,20210507,-184604,103221,122728
79,A002020,ฤฺฟภที,20210506,-161510,77182,122935
80,A002020,ฤฺฟภที,20210504,-142011,57552,122896
81,A002020,ฤฺฟภที,20210503,-132437,48116,122570
82,A002020,ฤฺฟภที,20210430,-121170,37372,121972
83,A002020,ฤฺฟภที,20210429,-133383,51141,120527
84,A002020,ฤฺฟภที,20210428,-119792,37213,120463
85,A002020,ฤฺฟภที,20210427,-138966,56895,120118
86,A002020,ฤฺฟภที,20210426,-139572,57438,120157
87,A002020,ฤฺฟภที,20210423,-137496,55167,119947
88,A002020,ฤฺฟภที,20210422,-111062,28988,119744
89,A002020,ฤฺฟภที,20210421,-131027,48755,115659
90,A002020,ฤฺฟภที,20210420,-139567,57756,115601
91,A002020,ฤฺฟภที,20210419,-139473,55149,117970
92,A002020,ฤฺฟภที,20210416,-146365,74169,107827
93,A002020,ฤฺฟภที,20210415,-141547,72256,107925
94,A002020,ฤฺฟภที,20210414,-130479,59975,108506
95,A002020,ฤฺฟภที,20210413,-126786,54692,109215
96,A002020,ฤฺฟภที,20210412,-110995,43458,102275
97,A002020,ฤฺฟภที,20210409,-175250,108907,101875
98,A002020,ฤฺฟภที,20210408,-153262,109202,61381
99,A002020,ฤฺฟภที,20210407,-105018,95762,26737
100,A002020,ฤฺฟภที,20210406,-65000,84428,-2860
101,A002020,ฤฺฟภที,20210405,-39748,62907,-4835
102,A002020,ฤฺฟภที,20210402,2895,21747,-4358
103,A002020,ฤฺฟภที,20210401,-24146,51522,-4883
104,A002020,ฤฺฟภที,20210331,51724,-9270,-5264
105,A002020,ฤฺฟภที,20210330,56723,-12560,-6973
106,A002020,ฤฺฟภที,20210329,67167,-20249,-5723
107,A002020,ฤฺฟภที,20210326,61434,-13984,-6179
108,A002020,ฤฺฟภที,20210325,71803,-24132,-5579
109,A002020,ฤฺฟภที,20210324,72491,-21311,-5073
110,A002020,ฤฺฟภที,20210323,82195,-31667,-4420
111,A002020,ฤฺฟภที,20210322,79871,-24651,-4790
112,A002020,ฤฺฟภที,20210319,101157,-46006,-4520
113,A002020,ฤฺฟภที,20210318,96423,-52229,-3563
114,A002020,ฤฺฟภที,20210317,69591,-35965,-2945
115,A002020,ฤฺฟภที,20210316,46612,-24867,-1009
116,A002020,ฤฺฟภที,20210315,20904,-10034,-125
117,A002020,ฤฺฟภที,20210312,13299,-12460,-111
118,A002020,ฤฺฟภที,20210311,16381,-15591,-62
