,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
55,A275280,KODEX MSCIธ๐ธเลา,20210610,105,0,-105
56,A275280,KODEX MSCIธ๐ธเลา,20210609,87,0,-87
57,A275280,KODEX MSCIธ๐ธเลา,20210608,-142,0,142
58,A275280,KODEX MSCIธ๐ธเลา,20210607,-245,0,245
59,A275280,KODEX MSCIธ๐ธเลา,20210604,-246,0,246
60,A275280,KODEX MSCIธ๐ธเลา,20210603,-246,0,246
61,A275280,KODEX MSCIธ๐ธเลา,20210602,-246,0,246
62,A275280,KODEX MSCIธ๐ธเลา,20210601,-265,0,265
63,A275280,KODEX MSCIธ๐ธเลา,20210531,-257,0,257
64,A275280,KODEX MSCIธ๐ธเลา,20210528,-549,0,549
65,A275280,KODEX MSCIธ๐ธเลา,20210527,-550,0,550
66,A275280,KODEX MSCIธ๐ธเลา,20210526,-843,0,843
67,A275280,KODEX MSCIธ๐ธเลา,20210525,-843,0,843
68,A275280,KODEX MSCIธ๐ธเลา,20210524,-844,0,844
69,A275280,KODEX MSCIธ๐ธเลา,20210521,-846,0,846
70,A275280,KODEX MSCIธ๐ธเลา,20210520,-843,0,843
71,A275280,KODEX MSCIธ๐ธเลา,20210518,-844,0,844
72,A275280,KODEX MSCIธ๐ธเลา,20210517,-844,0,844
73,A275280,KODEX MSCIธ๐ธเลา,20210514,-853,0,853
74,A275280,KODEX MSCIธ๐ธเลา,20210513,-852,0,852
75,A275280,KODEX MSCIธ๐ธเลา,20210512,-553,0,553
76,A275280,KODEX MSCIธ๐ธเลา,20210511,888,0,-888
77,A275280,KODEX MSCIธ๐ธเลา,20210510,630,0,-630
78,A275280,KODEX MSCIธ๐ธเลา,20210507,546,0,-546
79,A275280,KODEX MSCIธ๐ธเลา,20210506,547,0,-547
80,A275280,KODEX MSCIธ๐ธเลา,20210504,547,0,-547
81,A275280,KODEX MSCIธ๐ธเลา,20210503,546,0,-546
82,A275280,KODEX MSCIธ๐ธเลา,20210430,537,0,-537
83,A275280,KODEX MSCIธ๐ธเลา,20210429,533,0,-533
84,A275280,KODEX MSCIธ๐ธเลา,20210428,532,0,-532
85,A275280,KODEX MSCIธ๐ธเลา,20210427,590,0,-590
86,A275280,KODEX MSCIธ๐ธเลา,20210426,597,0,-597
87,A275280,KODEX MSCIธ๐ธเลา,20210423,611,0,-611
88,A275280,KODEX MSCIธ๐ธเลา,20210422,462,0,-462
89,A275280,KODEX MSCIธ๐ธเลา,20210421,459,0,-459
90,A275280,KODEX MSCIธ๐ธเลา,20210420,459,0,-459
91,A275280,KODEX MSCIธ๐ธเลา,20210419,458,0,-458
92,A275280,KODEX MSCIธ๐ธเลา,20210416,464,0,-464
93,A275280,KODEX MSCIธ๐ธเลา,20210415,461,0,-461
94,A275280,KODEX MSCIธ๐ธเลา,20210414,466,0,-466
95,A275280,KODEX MSCIธ๐ธเลา,20210413,476,0,-476
96,A275280,KODEX MSCIธ๐ธเลา,20210412,492,0,-492
97,A275280,KODEX MSCIธ๐ธเลา,20210409,492,0,-492
98,A275280,KODEX MSCIธ๐ธเลา,20210408,461,0,-461
99,A275280,KODEX MSCIธ๐ธเลา,20210407,461,0,-461
100,A275280,KODEX MSCIธ๐ธเลา,20210406,536,0,-536
101,A275280,KODEX MSCIธ๐ธเลา,20210405,294,0,-294
102,A275280,KODEX MSCIธ๐ธเลา,20210402,247,0,-247
103,A275280,KODEX MSCIธ๐ธเลา,20210401,253,0,-253
104,A275280,KODEX MSCIธ๐ธเลา,20210331,324,0,-324
105,A275280,KODEX MSCIธ๐ธเลา,20210330,249,0,-249
106,A275280,KODEX MSCIธ๐ธเลา,20210329,248,0,-248
107,A275280,KODEX MSCIธ๐ธเลา,20210326,514,0,-514
108,A275280,KODEX MSCIธ๐ธเลา,20210325,710,0,-710
109,A275280,KODEX MSCIธ๐ธเลา,20210324,-79,0,79
110,A275280,KODEX MSCIธ๐ธเลา,20210323,-79,0,79
111,A275280,KODEX MSCIธ๐ธเลา,20210322,-93,0,93
112,A275280,KODEX MSCIธ๐ธเลา,20210319,-100,0,100
113,A275280,KODEX MSCIธ๐ธเลา,20210318,-111,0,111
114,A275280,KODEX MSCIธ๐ธเลา,20210317,-220,0,220
115,A275280,KODEX MSCIธ๐ธเลา,20210316,-226,0,226
116,A275280,KODEX MSCIธ๐ธเลา,20210315,-155,0,155
117,A275280,KODEX MSCIธ๐ธเลา,20210312,-24,0,24
118,A275280,KODEX MSCIธ๐ธเลา,20210311,-24,0,24
