,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
0,A281820,диюл╬╬еь,20210827,-983722,641456,355771
1,A281820,диюл╬╬еь,20210826,-976604,640002,349841
2,A281820,диюл╬╬еь,20210825,-998535,640326,370190
3,A281820,диюл╬╬еь,20210824,-977503,644458,344095
4,A281820,диюл╬╬еь,20210823,-975135,643613,342595
5,A281820,диюл╬╬еь,20210820,-981866,653018,341346
6,A281820,диюл╬╬еь,20210819,-973875,648493,338885
7,A281820,диюл╬╬еь,20210818,-1024819,661695,374744
8,A281820,диюл╬╬еь,20210817,-1116723,669578,459258
9,A281820,диюл╬╬еь,20210813,-1104211,664100,452920
10,A281820,диюл╬╬еь,20210812,-1132229,661304,484278
11,A281820,диюл╬╬еь,20210811,-1124020,662377,474517
12,A281820,диюл╬╬еь,20210810,-1144785,687040,468149
13,A281820,диюл╬╬еь,20210809,-1147483,717068,440569
14,A281820,диюл╬╬еь,20210806,-1138288,716165,429020
15,A281820,диюл╬╬еь,20210805,-1136902,721948,423629
16,A281820,диюл╬╬еь,20210804,-1096125,701393,398020
17,A281820,диюл╬╬еь,20210803,-1101937,713692,391538
18,A281820,диюл╬╬еь,20210802,-1094025,721604,375597
19,A281820,диюл╬╬еь,20210730,-1084137,728678,358635
20,A281820,диюл╬╬еь,20210729,-1094130,730772,364972
21,A281820,диюл╬╬еь,20210728,-1093568,742760,352873
22,A281820,диюл╬╬еь,20210727,-1086300,756370,332719
23,A281820,диюл╬╬еь,20210726,-1076626,768515,315173
24,A281820,диюл╬╬еь,20210723,-1081748,783474,302336
25,A281820,диюл╬╬еь,20210722,-1076979,814326,268644
26,A281820,диюл╬╬еь,20210721,-869016,717595,155211
27,A281820,диюл╬╬еь,20210720,-819914,726168,100525
28,A281820,диюл╬╬еь,20210719,-798445,729183,76209
29,A281820,диюл╬╬еь,20210716,-818943,741857,83586
30,A281820,диюл╬╬еь,20210715,-795413,746669,51636
31,A281820,диюл╬╬еь,20210714,-778572,745394,31902
32,A281820,диюл╬╬еь,20210713,-798563,749847,48152
33,A281820,диюл╬╬еь,20210712,-776154,748046,26830
34,A281820,диюл╬╬еь,20210709,-806484,757179,45026
35,A281820,диюл╬╬еь,20210708,-837082,766655,62218
36,A281820,диюл╬╬еь,20210707,-865796,776355,82496
37,A281820,диюл╬╬еь,20210706,-863244,772914,81034
38,A281820,диюл╬╬еь,20210705,-877009,782477,84102
39,A281820,диюл╬╬еь,20210702,-869040,788787,70001
40,A281820,диюл╬╬еь,20210701,-835727,797471,33124
41,A281820,диюл╬╬еь,20210630,-759963,742900,11821
42,A281820,диюл╬╬еь,20210629,-721177,738983,-24475
43,A281820,диюл╬╬еь,20210628,-695451,741127,-49012
44,A281820,диюл╬╬еь,20210625,-700716,739320,-40899
45,A281820,диюл╬╬еь,20210624,-705304,746428,-43503
46,A281820,диюл╬╬еь,20210623,-728260,765570,-40197
