,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A002600,¡∂»Ô,20210827,4,-42,406
1,A002600,¡∂»Ô,20210826,66,-42,344
2,A002600,¡∂»Ô,20210825,68,-42,342
3,A002600,¡∂»Ô,20210824,72,-42,338
4,A002600,¡∂»Ô,20210823,77,-42,333
5,A002600,¡∂»Ô,20210820,83,-42,327
6,A002600,¡∂»Ô,20210819,84,-42,326
7,A002600,¡∂»Ô,20210818,77,-29,325
8,A002600,¡∂»Ô,20210817,73,-24,324
9,A002600,¡∂»Ô,20210813,143,-24,254
10,A002600,¡∂»Ô,20210812,143,-24,254
11,A002600,¡∂»Ô,20210811,141,-22,254
12,A002600,¡∂»Ô,20210810,141,-22,254
13,A002600,¡∂»Ô,20210809,140,-22,255
14,A002600,¡∂»Ô,20210806,139,-22,256
15,A002600,¡∂»Ô,20210805,135,-22,260
16,A002600,¡∂»Ô,20210804,142,-22,253
17,A002600,¡∂»Ô,20210803,140,-21,254
18,A002600,¡∂»Ô,20210802,126,-14,261
19,A002600,¡∂»Ô,20210730,366,-9,16
20,A002600,¡∂»Ô,20210729,366,-9,16
21,A002600,¡∂»Ô,20210728,364,-7,16
22,A002600,¡∂»Ô,20210727,365,-7,15
23,A002600,¡∂»Ô,20210726,369,-7,11
24,A002600,¡∂»Ô,20210723,372,-7,11
25,A002600,¡∂»Ô,20210722,407,-42,11
26,A002600,¡∂»Ô,20210721,407,-42,11
27,A002600,¡∂»Ô,20210720,401,-42,13
28,A002600,¡∂»Ô,20210719,400,-42,14
29,A002600,¡∂»Ô,20210716,214,-42,200
30,A002600,¡∂»Ô,20210715,378,-39,19
31,A002600,¡∂»Ô,20210714,376,-41,23
32,A002600,¡∂»Ô,20210713,376,-41,23
33,A002600,¡∂»Ô,20210712,376,-41,23
34,A002600,¡∂»Ô,20210709,371,-41,28
35,A002600,¡∂»Ô,20210708,183,-41,216
36,A002600,¡∂»Ô,20210707,123,-41,276
37,A002600,¡∂»Ô,20210706,184,-40,214
38,A002600,¡∂»Ô,20210705,372,-40,26
39,A002600,¡∂»Ô,20210702,305,-36,89
40,A002600,¡∂»Ô,20210701,235,-36,159
41,A002600,¡∂»Ô,20210630,47,-36,347
42,A002600,¡∂»Ô,20210629,105,-36,289
43,A002600,¡∂»Ô,20210628,104,-36,290
44,A002600,¡∂»Ô,20210625,101,-36,293
45,A002600,¡∂»Ô,20210624,164,-36,230
46,A002600,¡∂»Ô,20210623,113,-36,281
47,A002600,¡∂»Ô,20210622,106,-36,288
48,A002600,¡∂»Ô,20210621,106,-36,288
49,A002600,¡∂»Ô,20210618,105,-36,289
50,A002600,¡∂»Ô,20210617,105,-36,289
51,A002600,¡∂»Ô,20210616,102,-34,290
52,A002600,¡∂»Ô,20210615,97,-34,295
53,A002600,¡∂»Ô,20210614,87,-34,296
54,A002600,¡∂»Ô,20210611,84,-34,299
55,A002600,¡∂»Ô,20210610,85,-34,298
56,A002600,¡∂»Ô,20210609,86,-34,266
57,A002600,¡∂»Ô,20210608,65,-32,266
58,A002600,¡∂»Ô,20210607,65,-32,266
59,A002600,¡∂»Ô,20210604,-57,-32,387
60,A002600,¡∂»Ô,20210603,-56,-32,386
61,A002600,¡∂»Ô,20210602,-49,-29,383
62,A002600,¡∂»Ô,20210601,-134,-25,384
63,A002600,¡∂»Ô,20210531,278,-17,-39
64,A002600,¡∂»Ô,20210528,289,-28,-39
65,A002600,¡∂»Ô,20210527,289,-28,-39
66,A002600,¡∂»Ô,20210526,218,-26,-37
67,A002600,¡∂»Ô,20210525,220,-24,-41
68,A002600,¡∂»Ô,20210524,215,-19,-41
69,A002600,¡∂»Ô,20210521,216,-19,-42
70,A002600,¡∂»Ô,20210520,198,-13,-47
71,A002600,¡∂»Ô,20210518,87,-41,18
72,A002600,¡∂»Ô,20210517,-1,-41,17
73,A002600,¡∂»Ô,20210514,-2,-41,-53
74,A002600,¡∂»Ô,20210513,-4,-41,-51
75,A002600,¡∂»Ô,20210512,4,-41,-49
76,A002600,¡∂»Ô,20210511,4,-41,-49
77,A002600,¡∂»Ô,20210510,8,-41,-43
78,A002600,¡∂»Ô,20210507,7,-41,-44
79,A002600,¡∂»Ô,20210506,8,-41,-45
80,A002600,¡∂»Ô,20210504,10,-41,-47
