,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
34,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210709,-97738,583792,-406934
35,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210708,36492,448169,-405538
36,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210707,-40133,493932,-374863
37,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210706,-77861,531163,-373785
38,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210705,-39614,494233,-375071
39,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210702,1944,451671,-375067
40,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210701,13633,440031,-375053
41,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210630,2554,429781,-353497
42,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210629,-82296,353864,-325208
43,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210628,-71449,317695,-325210
44,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210625,-38983,291034,-317580
45,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210624,-128842,380477,-320101
46,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210623,-60703,306650,-325573
47,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210622,-26799,280821,-334423
48,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210621,34944,211997,-303118
49,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210618,-23932,225338,-233264
50,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210617,-325365,400763,-32643
51,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210616,-318852,381024,-20012
52,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210615,-286999,360425,-31166
53,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210614,-336969,392988,-14601
54,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210611,-347350,380381,-4613
55,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210610,-350183,382518,-3917
56,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210609,-346571,379070,-4081
57,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210608,-349846,387561,-9297
58,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210607,-359109,396259,-8732
59,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210604,-349442,393494,-15553
60,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210603,-341117,377945,-9207
61,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210602,-339998,377544,-9157
62,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210601,-338989,376347,-8969
63,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210531,-337343,377030,-11298
64,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210528,-338233,377947,-11325
65,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210527,-334897,374595,-11309
66,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210526,-339115,378893,-11389
67,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210525,-320275,360153,-11489
68,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210524,-311878,348910,-10203
69,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210521,-318566,348486,-919
70,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210520,-333008,358917,6252
71,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210518,-326390,346810,14179
72,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210517,-320652,342648,12461
73,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210514,-377798,380258,34645
74,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210513,-376178,383868,34765
75,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210512,-349455,355839,34633
76,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210511,-463818,462846,42402
77,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210510,-383621,383427,42419
78,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210507,-358633,320813,42234
79,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210506,-351361,313664,42111
80,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210504,-320087,283824,40677
81,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210503,-307983,271851,40548
82,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210430,-318522,281003,40547
83,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210429,-350647,262326,41963
84,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210428,-346596,255772,44466
85,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210427,-380075,277274,56493
86,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210426,-388415,285702,56455
87,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210423,-412512,295477,56487
88,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210422,-420192,303068,56476
89,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210421,-374557,274730,47009
90,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210420,-378048,276738,46983
91,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210419,-362866,257342,57219
92,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210416,-417943,294091,64198
93,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210415,-374856,250596,63640
94,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210414,-361572,256221,45885
95,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210413,-363470,245229,58776
96,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210412,-294722,172222,107096
97,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210409,-263587,159910,88157
98,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210408,-231044,138264,81377
99,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210407,-226832,139757,81423
100,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210406,-216766,133071,81441
101,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210405,-227198,143445,81519
102,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210402,-203458,123476,81560
103,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210401,-213003,131516,80842
104,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210331,-197349,121238,75446
105,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210330,-170543,99867,70011
106,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210329,-142241,70891,70685
107,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210326,-137913,66201,70938
108,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210325,-122170,49907,71489
109,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210324,-125696,53836,73756
110,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210323,-110686,41771,73817
111,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210322,-104820,35760,73938
112,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210319,-5568,-30156,39723
113,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210318,-66735,22768,48057
114,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210317,19418,-65048,46177
115,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210316,-3368,5610,-2204
116,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210315,-4974,7188,-2176
117,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210312,-4744,9031,-4249
118,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210311,-8223,12455,-4194
