,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210827,-121774,573948,-387674
1,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210826,-86601,557449,-406348
2,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210825,-95421,565743,-405822
3,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210824,-110358,583062,-408092
4,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210823,-97387,570315,-408572
5,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210820,-105786,574123,-403340
6,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210819,-84482,546833,-397324
7,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210818,-117578,579124,-396932
8,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210817,-76069,544722,-403870
9,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210813,-97715,560040,-398395
10,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210812,-98461,561999,-398599
11,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210811,-31279,494671,-398583
12,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210810,-79226,545351,-401374
13,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210809,-153249,606005,-391569
14,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210806,84258,390773,-410097
15,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210805,133291,341503,-409820
16,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210804,149913,325611,-410550
17,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210803,162683,320936,-417645
18,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210802,24437,452302,-407520
19,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210730,34870,447461,-413511
20,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210729,-13363,495633,-416098
21,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210728,-10175,491600,-417324
22,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210727,-18966,499844,-416864
23,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210726,6570,481543,-423966
24,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210723,6246,486791,-429296
25,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210722,14448,478959,-430122
26,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210721,17335,472608,-425775
27,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210720,-61715,551427,-424174
28,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210719,-70916,555825,-419481
29,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210716,-113558,598282,-419468
30,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210715,-56046,539594,-417806
31,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210714,-45071,534935,-417442
32,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210713,-133651,626912,-417439
33,A138490,ฤฺฟภทีวรถ๓ฝบฦฝ,20210712,-100006,597663,-419158
