,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A311060,ø§ø°¿Ã∆º,20210827,-1022,0,1618
1,A311060,ø§ø°¿Ã∆º,20210826,-765,0,1361
2,A311060,ø§ø°¿Ã∆º,20210825,-498,0,1094
3,A311060,ø§ø°¿Ã∆º,20210824,-231,0,827
4,A311060,ø§ø°¿Ã∆º,20210823,8,0,588
5,A311060,ø§ø°¿Ã∆º,20210820,89,0,507
6,A311060,ø§ø°¿Ã∆º,20210819,89,0,507
7,A311060,ø§ø°¿Ã∆º,20210818,89,0,507
8,A311060,ø§ø°¿Ã∆º,20210817,89,0,507
9,A311060,ø§ø°¿Ã∆º,20210813,89,0,507
10,A311060,ø§ø°¿Ã∆º,20210812,354,0,242
11,A311060,ø§ø°¿Ã∆º,20210811,354,0,242
12,A311060,ø§ø°¿Ã∆º,20210810,354,0,242
13,A311060,ø§ø°¿Ã∆º,20210809,354,0,242
14,A311060,ø§ø°¿Ã∆º,20210806,604,0,-8
15,A311060,ø§ø°¿Ã∆º,20210805,855,0,-259
16,A311060,ø§ø°¿Ã∆º,20210804,1094,0,-498
17,A311060,ø§ø°¿Ã∆º,20210803,1094,0,-498
18,A311060,ø§ø°¿Ã∆º,20210802,821,0,-225
19,A311060,ø§ø°¿Ã∆º,20210730,547,0,49
20,A311060,ø§ø°¿Ã∆º,20210729,266,0,330
21,A311060,ø§ø°¿Ã∆º,20210728,266,0,330
22,A311060,ø§ø°¿Ã∆º,20210727,266,0,330
23,A311060,ø§ø°¿Ã∆º,20210726,266,0,330
24,A311060,ø§ø°¿Ã∆º,20210723,491,0,105
25,A311060,ø§ø°¿Ã∆º,20210722,715,0,-119
26,A311060,ø§ø°¿Ã∆º,20210721,715,0,-119
27,A311060,ø§ø°¿Ã∆º,20210720,458,0,138
28,A311060,ø§ø°¿Ã∆º,20210719,200,0,396
29,A311060,ø§ø°¿Ã∆º,20210716,-63,0,659
30,A311060,ø§ø°¿Ã∆º,20210715,-63,0,659
31,A311060,ø§ø°¿Ã∆º,20210714,-63,0,659
32,A311060,ø§ø°¿Ã∆º,20210713,-296,0,892
33,A311060,ø§ø°¿Ã∆º,20210712,-530,0,1126
34,A311060,ø§ø°¿Ã∆º,20210709,-765,0,1361
35,A311060,ø§ø°¿Ã∆º,20210708,-765,0,1361
36,A311060,ø§ø°¿Ã∆º,20210707,-765,0,1361
37,A311060,ø§ø°¿Ã∆º,20210706,-564,0,1160
38,A311060,ø§ø°¿Ã∆º,20210705,-721,0,1317
39,A311060,ø§ø°¿Ã∆º,20210702,-519,0,1115
40,A311060,ø§ø°¿Ã∆º,20210701,-519,0,1115
41,A311060,ø§ø°¿Ã∆º,20210630,-519,0,1115
42,A311060,ø§ø°¿Ã∆º,20210629,-519,0,1115
43,A311060,ø§ø°¿Ã∆º,20210628,-519,0,1115
44,A311060,ø§ø°¿Ã∆º,20210625,-519,0,1115
45,A311060,ø§ø°¿Ã∆º,20210624,-519,0,1115
46,A311060,ø§ø°¿Ã∆º,20210623,-519,0,1115
47,A311060,ø§ø°¿Ã∆º,20210622,-519,0,1115
48,A311060,ø§ø°¿Ã∆º,20210621,-288,0,884
49,A311060,ø§ø°¿Ã∆º,20210618,-288,0,884
50,A311060,ø§ø°¿Ã∆º,20210617,-288,0,884
51,A311060,ø§ø°¿Ã∆º,20210616,-288,0,884
52,A311060,ø§ø°¿Ã∆º,20210615,-288,0,884
53,A311060,ø§ø°¿Ã∆º,20210614,-288,0,884
54,A311060,ø§ø°¿Ã∆º,20210611,-40,0,636
55,A311060,ø§ø°¿Ã∆º,20210610,207,0,389
56,A311060,ø§ø°¿Ã∆º,20210609,207,0,389
57,A311060,ø§ø°¿Ã∆º,20210608,207,0,389
58,A311060,ø§ø°¿Ã∆º,20210607,207,0,389
59,A311060,ø§ø°¿Ã∆º,20210604,207,0,389
60,A311060,ø§ø°¿Ã∆º,20210603,207,0,389
61,A311060,ø§ø°¿Ã∆º,20210602,499,0,97
62,A311060,ø§ø°¿Ã∆º,20210601,784,0,-188
63,A311060,ø§ø°¿Ã∆º,20210531,784,0,-188
64,A311060,ø§ø°¿Ã∆º,20210528,784,0,-188
65,A311060,ø§ø°¿Ã∆º,20210527,784,0,-188
66,A311060,ø§ø°¿Ã∆º,20210526,784,0,-188
67,A311060,ø§ø°¿Ã∆º,20210525,784,0,-188
68,A311060,ø§ø°¿Ã∆º,20210524,784,0,-188
69,A311060,ø§ø°¿Ã∆º,20210521,1050,0,-454
70,A311060,ø§ø°¿Ã∆º,20210520,1198,0,-602
71,A311060,ø§ø°¿Ã∆º,20210518,1461,0,-865
72,A311060,ø§ø°¿Ã∆º,20210517,1162,0,-566
73,A311060,ø§ø°¿Ã∆º,20210514,1162,0,-566
74,A311060,ø§ø°¿Ã∆º,20210513,1162,0,-566
75,A311060,ø§ø°¿Ã∆º,20210512,1162,0,-566
76,A311060,ø§ø°¿Ã∆º,20210511,1162,0,-566
77,A311060,ø§ø°¿Ã∆º,20210510,842,0,-246
78,A311060,ø§ø°¿Ã∆º,20210507,842,0,-246
79,A311060,ø§ø°¿Ã∆º,20210506,1129,0,-533
80,A311060,ø§ø°¿Ã∆º,20210504,1129,0,-533
81,A311060,ø§ø°¿Ã∆º,20210503,1417,0,-821
82,A311060,ø§ø°¿Ã∆º,20210430,1417,0,-821
83,A311060,ø§ø°¿Ã∆º,20210429,1723,0,-1127
84,A311060,ø§ø°¿Ã∆º,20210428,1723,0,-1127
85,A311060,ø§ø°¿Ã∆º,20210427,1723,0,-1127
86,A311060,ø§ø°¿Ã∆º,20210426,1723,0,-1127
87,A311060,ø§ø°¿Ã∆º,20210423,1723,0,-1127
88,A311060,ø§ø°¿Ã∆º,20210422,1723,0,-1127
89,A311060,ø§ø°¿Ã∆º,20210421,1723,0,-1127
90,A311060,ø§ø°¿Ã∆º,20210420,1954,0,-1358
91,A311060,ø§ø°¿Ã∆º,20210419,1954,0,-1358
92,A311060,ø§ø°¿Ã∆º,20210416,1954,0,-1358
93,A311060,ø§ø°¿Ã∆º,20210415,1954,0,-1358
94,A311060,ø§ø°¿Ã∆º,20210414,1954,0,-1358
95,A311060,ø§ø°¿Ã∆º,20210413,1954,0,-1358
96,A311060,ø§ø°¿Ã∆º,20210412,1954,0,-1358
97,A311060,ø§ø°¿Ã∆º,20210409,1954,0,-1358
98,A311060,ø§ø°¿Ã∆º,20210408,1954,0,-1358
99,A311060,ø§ø°¿Ã∆º,20210407,1954,0,-1358
100,A311060,ø§ø°¿Ã∆º,20210406,1954,0,-1358
101,A311060,ø§ø°¿Ã∆º,20210405,1954,0,-1358
102,A311060,ø§ø°¿Ã∆º,20210402,1754,0,-1358
103,A311060,ø§ø°¿Ã∆º,20210401,1348,0,-1358
104,A311060,ø§ø°¿Ã∆º,20210331,1682,0,-1692
105,A311060,ø§ø°¿Ã∆º,20210330,1682,0,-1692
106,A311060,ø§ø°¿Ã∆º,20210329,1683,0,-1692
107,A311060,ø§ø°¿Ã∆º,20210326,1683,0,-1692
108,A311060,ø§ø°¿Ã∆º,20210325,1688,0,-1692
109,A311060,ø§ø°¿Ã∆º,20210324,1689,0,-1692
110,A311060,ø§ø°¿Ã∆º,20210323,1689,0,-1692
111,A311060,ø§ø°¿Ã∆º,20210322,1689,0,-1692
112,A311060,ø§ø°¿Ã∆º,20210319,1689,0,-1692
113,A311060,ø§ø°¿Ã∆º,20210318,1691,0,-1692
114,A311060,ø§ø°¿Ã∆º,20210317,1691,0,-1692
115,A311060,ø§ø°¿Ã∆º,20210316,1691,0,-1692
116,A311060,ø§ø°¿Ã∆º,20210315,1284,0,-1285
117,A311060,ø§ø°¿Ã∆º,20210312,1285,0,-1285
118,A311060,ø§ø°¿Ã∆º,20210311,848,0,-848
