,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
101,A214370,ди╬На╗,20210405,-6170,-476,2970
102,A214370,ди╬На╗,20210402,-5590,-2060,3794
103,A214370,ди╬На╗,20210401,-6301,-1769,4422
104,A214370,ди╬На╗,20210331,-3429,-1095,2850
105,A214370,ди╬На╗,20210330,-3892,-30,2228
106,A214370,ди╬На╗,20210329,-5103,1696,1713
107,A214370,ди╬На╗,20210326,-4405,1729,1982
108,A214370,ди╬На╗,20210325,-4702,1079,2929
109,A214370,ди╬На╗,20210324,-7387,3142,3563
110,A214370,ди╬На╗,20210323,-8597,4651,3278
111,A214370,ди╬На╗,20210322,-5562,2885,2179
112,A214370,ди╬На╗,20210319,-3850,3381,184
113,A214370,ди╬На╗,20210318,-5016,4057,715
114,A214370,ди╬На╗,20210317,-3239,3954,-959
115,A214370,ди╬На╗,20210316,-5229,5251,-246
116,A214370,ди╬На╗,20210315,-2327,3810,-1707
117,A214370,ди╬На╗,20210312,-4415,4857,-566
118,A214370,ди╬На╗,20210311,-2973,3551,-697
