,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A222110,∆“¡®,20210827,71080,-107842,39
1,A222110,∆“¡®,20210826,71484,-107590,39
2,A222110,∆“¡®,20210825,68610,-104455,39
3,A222110,∆“¡®,20210824,69244,-102857,39
4,A222110,∆“¡®,20210823,71633,-103634,4698
5,A222110,∆“¡®,20210820,78796,-102984,4698
6,A222110,∆“¡®,20210819,72360,-95653,4698
7,A222110,∆“¡®,20210818,69836,-92106,4698
8,A222110,∆“¡®,20210817,72740,-90008,3695
9,A222110,∆“¡®,20210813,72042,-88757,3695
10,A222110,∆“¡®,20210812,81066,-85931,3695
11,A222110,∆“¡®,20210811,85937,-85916,3695
12,A222110,∆“¡®,20210810,85645,-83047,3695
13,A222110,∆“¡®,20210809,89180,-80535,3695
14,A222110,∆“¡®,20210806,92980,-75425,3695
15,A222110,∆“¡®,20210805,89082,-69254,3695
16,A222110,∆“¡®,20210804,95891,-75962,3695
17,A222110,∆“¡®,20210803,95731,-75802,3695
18,A222110,∆“¡®,20210802,93965,-74036,3695
19,A222110,∆“¡®,20210730,95955,-72801,3695
20,A222110,∆“¡®,20210729,96890,-70183,3695
21,A222110,∆“¡®,20210728,97827,-68724,3695
22,A222110,∆“¡®,20210727,96231,-64455,3695
23,A222110,∆“¡®,20210726,91797,-59772,3695
24,A222110,∆“¡®,20210723,90959,-52796,3695
25,A222110,∆“¡®,20210722,91859,-50949,3695
26,A222110,∆“¡®,20210721,88689,-44293,3695
27,A222110,∆“¡®,20210720,94173,-40683,3695
28,A222110,∆“¡®,20210719,98621,-33474,3695
29,A222110,∆“¡®,20210716,96737,-29272,3695
30,A222110,∆“¡®,20210715,92727,-24262,3695
31,A222110,∆“¡®,20210714,91938,-23473,3695
32,A222110,∆“¡®,20210713,92066,-23601,3695
33,A222110,∆“¡®,20210712,87572,-19106,3695
34,A222110,∆“¡®,20210709,82170,-15913,3695
35,A222110,∆“¡®,20210708,78809,-11802,3695
36,A222110,∆“¡®,20210707,70323,-2562,3695
37,A222110,∆“¡®,20210706,82006,-14245,3695
38,A222110,∆“¡®,20210705,80568,-11100,3695
39,A222110,∆“¡®,20210702,80143,-9735,3695
40,A222110,∆“¡®,20210701,73229,-2781,3695
41,A222110,∆“¡®,20210630,90616,-20733,3695
42,A222110,∆“¡®,20210629,92351,-21681,3695
43,A222110,∆“¡®,20210628,109953,-38016,3695
44,A222110,∆“¡®,20210625,108762,-35825,3695
45,A222110,∆“¡®,20210624,111407,-38470,3695
46,A222110,∆“¡®,20210623,97403,-24466,3695
47,A222110,∆“¡®,20210622,101341,-28404,3695
48,A222110,∆“¡®,20210621,104017,-31080,3695
49,A222110,∆“¡®,20210618,117160,-44273,3695
50,A222110,∆“¡®,20210617,117436,-44499,3695
51,A222110,∆“¡®,20210616,114263,-41326,3695
52,A222110,∆“¡®,20210615,114466,-41529,3695
53,A222110,∆“¡®,20210614,112211,-39275,3695
54,A222110,∆“¡®,20210611,107786,-34850,3695
55,A222110,∆“¡®,20210610,98053,-26580,3695
56,A222110,∆“¡®,20210609,99164,-27491,3695
57,A222110,∆“¡®,20210608,94909,-23206,3695
58,A222110,∆“¡®,20210607,84037,-12334,3695
59,A222110,∆“¡®,20210604,85623,-13780,3695
60,A222110,∆“¡®,20210603,88845,-16982,3695
61,A222110,∆“¡®,20210602,88026,-16185,3695
62,A222110,∆“¡®,20210601,88680,-17271,3695
63,A222110,∆“¡®,20210531,79806,-18064,3695
64,A222110,∆“¡®,20210528,80199,-19866,3695
65,A222110,∆“¡®,20210527,95337,-32814,4213
66,A222110,∆“¡®,20210526,84681,-22148,4213
67,A222110,∆“¡®,20210525,61026,-7962,4213
68,A222110,∆“¡®,20210524,42873,6034,4213
69,A222110,∆“¡®,20210521,34259,8840,4213
70,A222110,∆“¡®,20210520,7048,9574,4213
71,A222110,∆“¡®,20210518,13503,2477,4213
72,A222110,∆“¡®,20210517,5266,-6458,4213
73,A222110,∆“¡®,20210514,-5822,512,4213
74,A222110,∆“¡®,20210513,-12516,4737,4213
75,A222110,∆“¡®,20210512,-18527,10748,4213
76,A222110,∆“¡®,20210511,-28967,17927,4213
77,A222110,∆“¡®,20210510,-32837,20932,4213
78,A222110,∆“¡®,20210507,-35897,-15293,4213
79,A222110,∆“¡®,20210506,-26290,-24890,4213
80,A222110,∆“¡®,20210504,-18300,-23871,4213
81,A222110,∆“¡®,20210503,-18866,-21315,4213
82,A222110,∆“¡®,20210430,-13424,-21266,4213
83,A222110,∆“¡®,20210429,-9953,-24373,4213
84,A222110,∆“¡®,20210428,-9907,-23889,3683
85,A222110,∆“¡®,20210427,-29467,-14488,1118
86,A222110,∆“¡®,20210426,-24492,-9497,93
87,A222110,∆“¡®,20210423,-1700,-13142,-964
88,A222110,∆“¡®,20210422,10563,-17215,-964
89,A222110,∆“¡®,20210421,16170,-18135,-964
90,A222110,∆“¡®,20210420,16289,-15208,-964
91,A222110,∆“¡®,20210419,17644,-16246,0
92,A222110,∆“¡®,20210416,18144,-13750,0
93,A222110,∆“¡®,20210415,16086,-10928,0
94,A222110,∆“¡®,20210414,28654,-17073,0
95,A222110,∆“¡®,20210413,39688,-14122,0
96,A222110,∆“¡®,20210412,43926,-18360,0
97,A222110,∆“¡®,20210409,42868,-17302,0
98,A222110,∆“¡®,20210408,44262,-18696,0
99,A222110,∆“¡®,20210407,44217,-18651,0
100,A222110,∆“¡®,20210406,45126,-19560,0
101,A222110,∆“¡®,20210405,42635,-17069,0
102,A222110,∆“¡®,20210402,40130,-14417,0
103,A222110,∆“¡®,20210401,40467,-14454,0
104,A222110,∆“¡®,20210331,39572,-13005,0
105,A222110,∆“¡®,20210330,37194,-10627,0
106,A222110,∆“¡®,20210329,27177,-110,0
107,A222110,∆“¡®,20210326,41960,-16944,0
108,A222110,∆“¡®,20210325,39627,-14616,0
109,A222110,∆“¡®,20210324,41596,-14080,0
110,A222110,∆“¡®,20210323,42128,-14442,0
111,A222110,∆“¡®,20210322,44693,-11836,0
112,A222110,∆“¡®,20210319,47385,-9678,0
113,A222110,∆“¡®,20210318,51840,-7134,0
114,A222110,∆“¡®,20210317,47842,-3101,0
115,A222110,∆“¡®,20210316,50528,-5287,0
116,A222110,∆“¡®,20210315,51588,-6147,0
117,A222110,∆“¡®,20210312,52033,-6793,0
118,A222110,∆“¡®,20210311,45862,-7561,0
