,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210827,176252,-99293,-69477
1,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210826,182828,-105315,-69477
2,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210825,181576,-104063,-69477
3,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210824,171429,-93916,-69477
4,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210823,176839,-98776,-69807
5,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210820,159099,-81036,-69807
6,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210819,150988,-72925,-69807
7,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210818,169939,-91698,-69807
8,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210817,177138,-99384,-69320
9,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210813,173909,-95096,-72379
10,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210812,170080,-91267,-72379
11,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210811,175630,-96687,-72379
12,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210810,177297,-98354,-72379
13,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210809,179625,-100682,-72379
14,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210806,168660,-89717,-72379
15,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210805,165179,-86314,-72379
16,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210804,164785,-85700,-72379
17,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210803,167716,-88613,-72379
18,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210802,162673,-83870,-72379
19,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210730,162811,-80950,-74807
20,A130740,Æ¼ÇÇ¾¾±Û·Î¹ú,20210729,171951,-90090,-74807
