,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A215090,»ﬁºæ≈ÿ,20210827,5253088,1644855,2
1,A215090,»ﬁºæ≈ÿ,20210826,5741890,1189270,2
2,A215090,»ﬁºæ≈ÿ,20210825,5216490,1660317,2
3,A215090,»ﬁºæ≈ÿ,20210824,5064947,1792200,2
4,A215090,»ﬁºæ≈ÿ,20210823,4910176,1952991,2
5,A215090,»ﬁºæ≈ÿ,20210820,4850744,2119241,2
6,A215090,»ﬁºæ≈ÿ,20210819,5252200,1744854,2
7,A215090,»ﬁºæ≈ÿ,20210818,5777834,1245014,2
8,A215090,»ﬁºæ≈ÿ,20210817,5915292,1136222,2
9,A215090,»ﬁºæ≈ÿ,20210813,5284789,1795292,2
10,A215090,»ﬁºæ≈ÿ,20210812,5292589,1693600,2
11,A215090,»ﬁºæ≈ÿ,20210811,5100731,1908181,2
12,A215090,»ﬁºæ≈ÿ,20210810,4238960,2811167,2
13,A215090,»ﬁºæ≈ÿ,20210809,4721973,2220972,4474
14,A215090,»ﬁºæ≈ÿ,20210806,3649638,3356056,3870
15,A215090,»ﬁºæ≈ÿ,20210805,3358651,3680902,45228
16,A215090,»ﬁºæ≈ÿ,20210804,3468739,3356941,231437
17,A215090,»ﬁºæ≈ÿ,20210803,4406163,2722691,21666
18,A215090,»ﬁºæ≈ÿ,20210802,5492935,1533759,2
19,A215090,»ﬁºæ≈ÿ,20210730,4791325,2280701,1390
20,A215090,»ﬁºæ≈ÿ,20210729,5226673,1765097,2
21,A215090,»ﬁºæ≈ÿ,20210728,4853951,2170321,2
22,A215090,»ﬁºæ≈ÿ,20210727,4460792,2583701,2
23,A215090,»ﬁºæ≈ÿ,20210726,4076916,2876292,174149
24,A215090,»ﬁºæ≈ÿ,20210723,3934974,3298229,288100
25,A215090,»ﬁºæ≈ÿ,20210722,6280631,1115228,2
26,A215090,»ﬁºæ≈ÿ,20210721,5694292,1676745,2
27,A215090,»ﬁºæ≈ÿ,20210720,6281563,1739277,4313
28,A215090,»ﬁºæ≈ÿ,20210719,5282644,2658608,124734
29,A215090,»ﬁºæ≈ÿ,20210716,5208555,2745995,58614
30,A215090,»ﬁºæ≈ÿ,20210715,6247877,1669508,2
31,A215090,»ﬁºæ≈ÿ,20210714,6953892,900373,25569
32,A215090,»ﬁºæ≈ÿ,20210713,7296634,1053255,453337
33,A215090,»ﬁºæ≈ÿ,20210712,8687004,156035,2
34,A215090,»ﬁºæ≈ÿ,20210709,7445047,530464,390727
35,A215090,»ﬁºæ≈ÿ,20210708,7794601,113300,112560
36,A215090,»ﬁºæ≈ÿ,20210707,8077189,-33504,112560
37,A215090,»ﬁºæ≈ÿ,20210706,7913427,79608,227365
38,A215090,»ﬁºæ≈ÿ,20210705,7841111,-46865,112560
39,A215090,»ﬁºæ≈ÿ,20210702,7817807,5686,112560
40,A215090,»ﬁºæ≈ÿ,20210701,7883472,-65152,112560
41,A215090,»ﬁºæ≈ÿ,20210630,7868027,-53493,112560
42,A215090,»ﬁºæ≈ÿ,20210629,7877695,-62549,112560
43,A215090,»ﬁºæ≈ÿ,20210628,7802132,1443,112560
44,A215090,»ﬁºæ≈ÿ,20210625,7606506,195543,112560
45,A215090,»ﬁºæ≈ÿ,20210624,7880157,-12141,112560
46,A215090,»ﬁºæ≈ÿ,20210623,7946450,-17545,112560
47,A215090,»ﬁºæ≈ÿ,20210622,7968085,-46071,112560
48,A215090,»ﬁºæ≈ÿ,20210621,7921447,10092,112560
49,A215090,»ﬁºæ≈ÿ,20210618,7965777,-71396,112560
50,A215090,»ﬁºæ≈ÿ,20210617,7804760,-23804,112560
51,A215090,»ﬁºæ≈ÿ,20210616,7872395,-42302,112560
52,A215090,»ﬁºæ≈ÿ,20210615,7885382,-10042,112560
53,A215090,»ﬁºæ≈ÿ,20210614,7896862,-87872,112560
54,A215090,»ﬁºæ≈ÿ,20210611,7875480,-61579,112560
55,A215090,»ﬁºæ≈ÿ,20210610,8072397,-102050,112560
56,A215090,»ﬁºæ≈ÿ,20210609,8319014,20465,290935
57,A215090,»ﬁºæ≈ÿ,20210608,8472315,-90193,117704
58,A215090,»ﬁºæ≈ÿ,20210607,8796975,-62797,322822
59,A215090,»ﬁºæ≈ÿ,20210604,8600932,-74073,225117
60,A215090,»ﬁºæ≈ÿ,20210603,7160921,527200,227468
61,A215090,»ﬁºæ≈ÿ,20210602,7406214,-16434,568278
62,A215090,»ﬁºæ≈ÿ,20210601,7557427,310845,225117
63,A215090,»ﬁºæ≈ÿ,20210531,7659212,180374,225117
64,A215090,»ﬁºæ≈ÿ,20210528,7669699,117660,225117
65,A215090,»ﬁºæ≈ÿ,20210527,5977398,-71574,254983
66,A215090,»ﬁºæ≈ÿ,20210526,5052702,372145,747517
67,A215090,»ﬁºæ≈ÿ,20210525,6020240,99383,284011
68,A215090,»ﬁºæ≈ÿ,20210524,1902660,-12280,367325
69,A215090,»ﬁºæ≈ÿ,20210521,1911695,-7782,250116
70,A215090,»ﬁºæ≈ÿ,20210520,1794937,23830,250116
71,A215090,»ﬁºæ≈ÿ,20210518,1937028,-57469,250116
72,A215090,»ﬁºæ≈ÿ,20210517,1842093,85541,250116
73,A215090,»ﬁºæ≈ÿ,20210514,1819528,91936,250116
74,A215090,»ﬁºæ≈ÿ,20210513,1907919,35514,250116
75,A215090,»ﬁºæ≈ÿ,20210512,1789122,138102,250116
76,A215090,»ﬁºæ≈ÿ,20210511,1644075,288138,250116
77,A215090,»ﬁºæ≈ÿ,20210510,1589239,393434,250116
78,A215090,»ﬁºæ≈ÿ,20210507,1187161,804282,250116
79,A215090,»ﬁºæ≈ÿ,20210506,371832,1667579,250116
80,A215090,»ﬁºæ≈ÿ,20210504,377408,1672676,250116
81,A215090,»ﬁºæ≈ÿ,20210503,427111,1578472,285985
82,A215090,»ﬁºæ≈ÿ,20210430,-41940,2196646,250116
83,A215090,»ﬁºæ≈ÿ,20210429,877212,1121578,250116
84,A215090,»ﬁºæ≈ÿ,20210428,1292708,701178,250116
85,A215090,»ﬁºæ≈ÿ,20210427,904269,1097221,282483
86,A215090,»ﬁºæ≈ÿ,20210426,1525967,594255,250116
87,A215090,»ﬁºæ≈ÿ,20210423,2005850,35418,250116
88,A215090,»ﬁºæ≈ÿ,20210422,2179242,58377,250116
89,A215090,»ﬁºæ≈ÿ,20210421,2183890,3689,250116
90,A215090,»ﬁºæ≈ÿ,20210420,2243513,-30382,250116
91,A215090,»ﬁºæ≈ÿ,20210419,2371714,-75128,191566
92,A215090,»ﬁºæ≈ÿ,20210416,2468312,-109346,124392
93,A215090,»ﬁºæ≈ÿ,20210415,2485736,-114629,124392
94,A215090,»ﬁºæ≈ÿ,20210414,2435771,-43882,102495
95,A215090,»ﬁºæ≈ÿ,20210413,2538160,-121906,79768
96,A215090,»ﬁºæ≈ÿ,20210412,2929700,-95929,58716
97,A215090,»ﬁºæ≈ÿ,20210409,2578480,-93922,14932
98,A215090,»ﬁºæ≈ÿ,20210408,2618199,-87934,7607
99,A215090,»ﬁºæ≈ÿ,20210407,1934369,267487,119735
100,A215090,»ﬁºæ≈ÿ,20210406,1638154,-11857,0
101,A215090,»ﬁºæ≈ÿ,20210405,1613645,141775,0
102,A215090,»ﬁºæ≈ÿ,20210402,2675421,-28170,117997
103,A215090,»ﬁºæ≈ÿ,20210401,2908090,20465,2
104,A215090,»ﬁºæ≈ÿ,20210331,2300031,567770,0
105,A215090,»ﬁºæ≈ÿ,20210330,2648327,173686,0
