,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
0,A090410,╢Ж╫его©Лб║,20210827,623523,1073852,188945
1,A090410,╢Ж╫его©Лб║,20210826,614627,1099062,176361
2,A090410,╢Ж╫его©Лб║,20210825,641667,1071745,176361
3,A090410,╢Ж╫его©Лб║,20210824,694787,1018018,176361
4,A090410,╢Ж╫его©Лб║,20210823,878504,838390,176361
5,A090410,╢Ж╫его©Лб║,20210820,1183676,577616,166894
6,A090410,╢Ж╫его©Лб║,20210819,1380066,394344,153792
7,A090410,╢Ж╫его©Лб║,20210818,1353062,421287,153792
8,A090410,╢Ж╫его©Лб║,20210817,1526057,262696,139295
9,A090410,╢Ж╫его©Лб║,20210813,1386626,404265,139295
10,A090410,╢Ж╫его©Лб║,20210812,1577545,212429,139295
11,A090410,╢Ж╫его©Лб║,20210811,1461529,328389,139295
12,A090410,╢Ж╫его©Лб║,20210810,1472454,316864,139295
13,A090410,╢Ж╫его©Лб║,20210809,1558345,235268,140800
14,A090410,╢Ж╫его©Лб║,20210806,1513679,281034,140800
15,A090410,╢Ж╫его©Лб║,20210805,1556936,237697,140800
16,A090410,╢Ж╫его©Лб║,20210804,1387080,404771,140800
17,A090410,╢Ж╫его©Лб║,20210803,1846570,-56415,140800
18,A090410,╢Ж╫его©Лб║,20210802,1820970,-27475,140800
19,A090410,╢Ж╫его©Лб║,20210730,1858819,-62293,140800
20,A090410,╢Ж╫его©Лб║,20210729,1805678,-9152,140800
21,A090410,╢Ж╫его©Лб║,20210728,1830908,-34329,140800
22,A090410,╢Ж╫его©Лб║,20210727,1847518,-54498,144496
23,A090410,╢Ж╫его©Лб║,20210726,1930160,-128748,133579
24,A090410,╢Ж╫его©Лб║,20210723,1972187,-160673,123840
25,A090410,╢Ж╫его©Лб║,20210722,1601788,214004,117674
26,A090410,╢Ж╫его©Лб║,20210721,1836301,-20229,117674
27,A090410,╢Ж╫его©Лб║,20210720,1838206,-21044,117674
28,A090410,╢Ж╫его©Лб║,20210719,1930979,-113184,117674
29,A090410,╢Ж╫его©Лб║,20210716,1780495,45114,118674
30,A090410,╢Ж╫его©Лб║,20210715,1815111,9832,118674
31,A090410,╢Ж╫его©Лб║,20210714,1881082,-53302,115467
32,A090410,╢Ж╫его©Лб║,20210713,1781844,56704,110314
33,A090410,╢Ж╫его©Лб║,20210712,1631057,37518,280581
34,A090410,╢Ж╫его©Лб║,20210709,1681392,191494,87984
35,A090410,╢Ж╫его©Лб║,20210708,1832175,35417,93864
36,A090410,╢Ж╫его©Лб║,20210707,1860871,17691,77273
37,A090410,╢Ж╫его©Лб║,20210706,1767262,106642,84814
38,A090410,╢Ж╫его©Лб║,20210705,1521574,392707,50712
39,A090410,╢Ж╫его©Лб║,20210702,1451482,457527,57207
40,A090410,╢Ж╫его©Лб║,20210701,-625013,177994,398644
41,A090410,╢Ж╫его©Лб║,20210630,32613,-113287,68823
42,A090410,╢Ж╫его©Лб║,20210629,19310,-109614,56847
43,A090410,╢Ж╫его©Лб║,20210628,-8991,-96616,53847
44,A090410,╢Ж╫его©Лб║,20210625,-1646,-127996,55794
45,A090410,╢Ж╫его©Лб║,20210624,-83441,-52631,55794
46,A090410,╢Ж╫его©Лб║,20210623,-112052,-47012,106777
47,A090410,╢Ж╫его©Лб║,20210622,-333502,189760,87194
48,A090410,╢Ж╫его©Лб║,20210621,-751527,679821,36461
49,A090410,╢Ж╫его©Лб║,20210618,-762938,698719,28221
50,A090410,╢Ж╫его©Лб║,20210617,-1013054,936278,28221
51,A090410,╢Ж╫его©Лб║,20210616,-966053,889158,28221
52,A090410,╢Ж╫его©Лб║,20210615,-1043422,963470,28221
53,A090410,╢Ж╫его©Лб║,20210614,-997082,915950,28221
54,A090410,╢Ж╫его©Лб║,20210611,-957304,875772,28221
55,A090410,╢Ж╫его©Лб║,20210610,-928356,844593,32454
56,A090410,╢Ж╫его©Лб║,20210609,-1087019,996862,32454
57,A090410,╢Ж╫его©Лб║,20210608,-1113724,1044338,32454
58,A090410,╢Ж╫его©Лб║,20210607,-1061832,992746,32454
59,A090410,╢Ж╫его©Лб║,20210604,-948662,872123,32454
60,A090410,╢Ж╫его©Лб║,20210603,-878670,800444,32454
61,A090410,╢Ж╫его©Лб║,20210602,-973556,895531,32454
62,A090410,╢Ж╫его©Лб║,20210601,-762012,684384,32454
63,A090410,╢Ж╫его©Лб║,20210531,-700956,622935,32454
64,A090410,╢Ж╫его©Лб║,20210528,-783707,704777,32454
65,A090410,╢Ж╫его©Лб║,20210527,-826809,748532,32454
66,A090410,╢Ж╫его©Лб║,20210526,-803713,716974,32454
67,A090410,╢Ж╫его©Лб║,20210525,-437680,354630,32914
68,A090410,╢Ж╫его©Лб║,20210524,-403789,326239,25776
69,A090410,╢Ж╫его©Лб║,20210521,-601537,535447,15586
70,A090410,╢Ж╫его©Лб║,20210520,-579342,524220,5586
71,A090410,╢Ж╫его©Лб║,20210518,-581901,535253,-2994
72,A090410,╢Ж╫его©Лб║,20210517,-309785,272164,-2994
73,A090410,╢Ж╫его©Лб║,20210514,-315871,279454,-2994
74,A090410,╢Ж╫его©Лб║,20210513,-324284,287984,-2994
75,A090410,╢Ж╫его©Лб║,20210512,-299954,263599,-2994
76,A090410,╢Ж╫его©Лб║,20210511,-1397107,1368866,-2994
77,A090410,╢Ж╫его©Лб║,20210510,-1102859,1073942,-2994
78,A090410,╢Ж╫его©Лб║,20210507,-1117637,1086951,-2994
79,A090410,╢Ж╫его©Лб║,20210506,-1335290,1279864,-2994
80,A090410,╢Ж╫его©Лб║,20210504,-821017,701846,-7129
81,A090410,╢Ж╫его©Лб║,20210503,-688077,568906,-7129
82,A090410,╢Ж╫его©Лб║,20210430,-592822,475348,-7129
83,A090410,╢Ж╫его©Лб║,20210429,-516771,416194,-4978
84,A090410,╢Ж╫его©Лб║,20210428,-371030,265793,0
85,A090410,╢Ж╫его©Лб║,20210427,-563072,441927,0
86,A090410,╢Ж╫его©Лб║,20210426,-555446,433019,0
87,A090410,╢Ж╫его©Лб║,20210423,-463454,343499,0
88,A090410,╢Ж╫его©Лб║,20210422,-624730,417792,0
89,A090410,╢Ж╫его©Лб║,20210421,-658559,537707,0
90,A090410,╢Ж╫его©Лб║,20210420,-684899,561140,0
91,A090410,╢Ж╫его©Лб║,20210419,-642230,482883,0
92,A090410,╢Ж╫его©Лб║,20210416,-556269,397382,0
93,A090410,╢Ж╫его©Лб║,20210415,-538997,380284,0
94,A090410,╢Ж╫его©Лб║,20210414,-524638,391204,0
95,A090410,╢Ж╫его©Лб║,20210413,-414735,311636,0
96,A090410,╢Ж╫его©Лб║,20210412,-218204,210027,0
97,A090410,╢Ж╫его©Лб║,20210409,-279507,271799,0
98,A090410,╢Ж╫его©Лб║,20210408,-449412,443774,0
99,A090410,╢Ж╫его©Лб║,20210407,-386114,377052,0
100,A090410,╢Ж╫его©Лб║,20210406,-315188,306126,0
101,A090410,╢Ж╫его©Лб║,20210405,-315609,305547,0
102,A090410,╢Ж╫его©Лб║,20210402,-173165,163048,0
103,A090410,╢Ж╫его©Лб║,20210401,-80049,69932,0
104,A090410,╢Ж╫его©Лб║,20210331,-142803,132686,0
105,A090410,╢Ж╫его©Лб║,20210330,-145634,138941,0
106,A090410,╢Ж╫его©Лб║,20210329,-140884,133891,0
107,A090410,╢Ж╫его©Лб║,20210326,-164537,162759,0
108,A090410,╢Ж╫его©Лб║,20210325,-134510,132732,0
109,A090410,╢Ж╫его©Лб║,20210324,-159793,158015,0
110,A090410,╢Ж╫его©Лб║,20210323,-215361,213655,0
111,A090410,╢Ж╫его©Лб║,20210322,-264235,262599,0
112,A090410,╢Ж╫его©Лб║,20210319,-243757,242129,0
113,A090410,╢Ж╫его©Лб║,20210318,-168587,167959,0
114,A090410,╢Ж╫его©Лб║,20210317,-188414,187787,0
115,A090410,╢Ж╫его©Лб║,20210316,-139989,139376,0
116,A090410,╢Ж╫его©Лб║,20210315,-126489,124987,0
117,A090410,╢Ж╫его©Лб║,20210312,-228472,227570,0
118,A090410,╢Ж╫его©Лб║,20210311,-245905,245003,0
