,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210827,-7140,0,7141
1,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210826,-7104,0,7105
2,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210825,-7071,0,7072
3,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210824,-7071,0,7072
4,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210823,-7055,0,7056
5,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210820,-7030,0,7031
6,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210819,-6764,0,6765
7,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210818,-6690,0,6691
8,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210817,-6509,0,6510
9,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210813,-6307,0,6308
10,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210812,-6305,0,6306
11,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210811,-6305,0,6306
12,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210810,-6309,0,6310
13,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210809,-6310,0,6311
14,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210806,-6289,0,6290
15,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210805,-6286,0,6287
16,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210804,-6337,0,6338
17,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210803,-6334,0,6335
18,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210802,-6334,0,6335
19,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210730,-6336,0,6337
20,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210729,-5796,0,5797
21,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210728,-5790,0,5791
22,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210727,-5790,0,5791
23,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210726,-5788,0,5789
24,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210723,-5747,0,5748
25,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210722,-5733,0,5734
26,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210721,-5576,0,5577
27,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210720,-5576,0,5577
28,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210719,-5780,0,5781
29,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210716,-5659,0,5660
30,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210715,-5658,0,5659
31,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210714,-5656,0,5657
32,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210713,-5665,0,5666
33,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210712,-5667,0,5668
34,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210709,-5646,0,5647
35,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210708,-5489,0,5490
36,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210707,-5476,0,5477
37,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210706,-5485,0,5486
38,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210705,-5479,0,5480
39,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210702,-5342,0,5343
40,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210701,-5082,0,5083
41,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210630,-5111,0,5112
42,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210629,-5034,0,5035
43,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210628,-5027,0,5028
44,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210625,-5061,0,5062
45,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210624,-5001,0,5002
46,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210623,-4567,0,4568
47,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210622,-4572,0,4573
48,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210621,-4425,0,4426
49,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210618,-4359,0,4360
50,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210617,-3639,0,3640
51,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210616,-3641,0,3642
52,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210615,-3633,0,3634
53,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210614,-3631,0,3632
54,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210611,-3550,0,3551
55,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210610,-3395,0,3396
56,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210609,-3418,0,3419
57,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210608,-3418,0,3419
58,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210607,-3396,0,3397
59,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210604,-3004,0,3005
60,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210603,-3002,0,3003
61,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210602,3,0,-2
62,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210601,18,0,-17
63,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210531,4039,0,-4038
64,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210528,4033,0,-4032
65,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210527,4110,0,-4109
66,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210526,4118,0,-4117
67,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210525,4119,0,-4118
68,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210524,4224,0,-4223
69,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210521,4234,0,-4233
70,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210520,4340,0,-4339
71,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210518,4337,0,-4336
72,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210517,4318,0,-4317
