,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
73,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210514,4384,0,-4383
74,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210513,4433,0,-4432
75,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210512,4396,0,-4395
76,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210511,4337,0,-4336
77,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210510,4324,0,-4323
78,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210507,4454,0,-4453
79,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210506,4551,0,-4550
80,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210504,4785,0,-4784
81,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210503,5585,0,-5584
82,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210430,5660,0,-5659
83,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210429,5976,0,-5975
84,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210428,10570,0,-10861
85,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210427,10967,0,-11258
86,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210426,11294,0,-11585
87,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210423,11280,0,-11571
88,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210422,11214,0,-11505
89,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210421,10873,0,-11164
90,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210420,9564,0,-9855
91,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210419,7393,0,-7393
92,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210416,4088,0,-4088
93,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210415,3889,0,-3889
94,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210414,1893,0,-1893
95,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210413,1774,0,-1774
96,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210412,830,0,-830
97,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210409,833,0,-833
98,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210408,829,0,-829
99,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210407,804,0,-804
100,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210406,836,0,-836
101,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210405,850,0,-850
102,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210402,857,0,-857
103,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210401,671,0,-671
104,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210331,1279,0,-1279
105,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210330,1700,0,-1700
106,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210329,1917,0,-1917
107,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210326,3230,0,-3230
108,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210325,3247,0,-3247
109,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210324,3259,0,-3259
110,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210323,3259,0,-3259
111,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210322,3258,0,-3258
112,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210319,3269,0,-3269
113,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210318,3270,0,-3270
114,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210317,3229,0,-3229
115,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210316,3192,0,-3192
116,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210315,3465,0,-3465
117,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210312,3488,0,-3488
118,A252720,KBSTAR ธ๐ธเลาน๋ท๙,20210311,621,0,-621
