,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A144510,ณ์ฝสภฺทฆผฟ,20210827,-853384,284724,559475
1,A144510,ณ์ฝสภฺทฆผฟ,20210826,-832633,276502,548695
2,A144510,ณ์ฝสภฺทฆผฟ,20210825,-831775,280768,543971
3,A144510,ณ์ฝสภฺทฆผฟ,20210824,-793752,240093,546863
4,A144510,ณ์ฝสภฺทฆผฟ,20210823,-762028,211013,543937
5,A144510,ณ์ฝสภฺทฆผฟ,20210820,-757094,201850,548168
6,A144510,ณ์ฝสภฺทฆผฟ,20210819,-789101,234614,543724
7,A144510,ณ์ฝสภฺทฆผฟ,20210818,-735384,199085,525555
8,A144510,ณ์ฝสภฺทฆผฟ,20210817,-734626,200797,523105
9,A144510,ณ์ฝสภฺทฆผฟ,20210813,-722133,194952,516356
10,A144510,ณ์ฝสภฺทฆผฟ,20210812,-783964,211158,555027
11,A144510,ณ์ฝสภฺทฆผฟ,20210811,-802863,228422,556668
12,A144510,ณ์ฝสภฺทฆผฟ,20210810,-752763,202361,532336
13,A144510,ณ์ฝสภฺทฆผฟ,20210809,-749132,194598,536790
14,A144510,ณ์ฝสภฺทฆผฟ,20210806,-772133,200561,553913
15,A144510,ณ์ฝสภฺทฆผฟ,20210805,-785296,203307,564328
16,A144510,ณ์ฝสภฺทฆผฟ,20210804,-810108,206015,586540
17,A144510,ณ์ฝสภฺทฆผฟ,20210803,-790877,199961,573623
18,A144510,ณ์ฝสภฺทฆผฟ,20210802,-788941,210532,560526
19,A144510,ณ์ฝสภฺทฆผฟ,20210730,-776550,203799,554925
20,A144510,ณ์ฝสภฺทฆผฟ,20210729,-779348,214328,547272
21,A144510,ณ์ฝสภฺทฆผฟ,20210728,-787867,209762,560210
22,A144510,ณ์ฝสภฺทฆผฟ,20210727,-819334,219597,582147
23,A144510,ณ์ฝสภฺทฆผฟ,20210726,-842294,226218,598890
24,A144510,ณ์ฝสภฺทฆผฟ,20210723,-858569,242923,599118
25,A144510,ณ์ฝสภฺทฆผฟ,20210722,-843515,237386,589588
26,A144510,ณ์ฝสภฺทฆผฟ,20210721,-849419,244267,589698
27,A144510,ณ์ฝสภฺทฆผฟ,20210720,-872168,262726,593550
28,A144510,ณ์ฝสภฺทฆผฟ,20210719,-907792,290426,601695
29,A144510,ณ์ฝสภฺทฆผฟ,20210716,-819006,189182,613378
30,A144510,ณ์ฝสภฺทฆผฟ,20210715,-803515,191093,601652
31,A144510,ณ์ฝสภฺทฆผฟ,20210714,-814758,201112,597757
32,A144510,ณ์ฝสภฺทฆผฟ,20210713,-820561,198765,603749
33,A144510,ณ์ฝสภฺทฆผฟ,20210712,-813884,197169,596449
34,A144510,ณ์ฝสภฺทฆผฟ,20210709,-817368,193359,602293
35,A144510,ณ์ฝสภฺทฆผฟ,20210708,-802471,169871,610026
36,A144510,ณ์ฝสภฺทฆผฟ,20210707,-807595,133861,651016
37,A144510,ณ์ฝสภฺทฆผฟ,20210706,-774672,114344,639430
38,A144510,ณ์ฝสภฺทฆผฟ,20210705,-751363,101611,628608
39,A144510,ณ์ฝสภฺทฆผฟ,20210702,-683202,74402,590506
40,A144510,ณ์ฝสภฺทฆผฟ,20210701,-655376,91869,553057
41,A144510,ณ์ฝสภฺทฆผฟ,20210630,-522871,84062,433912
42,A144510,ณ์ฝสภฺทฆผฟ,20210629,-439179,47275,392627
43,A144510,ณ์ฝสภฺทฆผฟ,20210628,-441450,42579,399228
44,A144510,ณ์ฝสภฺทฆผฟ,20210625,-447639,50259,397771
45,A144510,ณ์ฝสภฺทฆผฟ,20210624,-437052,42038,394860
46,A144510,ณ์ฝสภฺทฆผฟ,20210623,-466631,65372,401006
47,A144510,ณ์ฝสภฺทฆผฟ,20210622,-437452,44237,392521
48,A144510,ณ์ฝสภฺทฆผฟ,20210621,-437487,41808,394526
49,A144510,ณ์ฝสภฺทฆผฟ,20210618,-471789,56157,413862
50,A144510,ณ์ฝสภฺทฆผฟ,20210617,-447054,35018,409863
51,A144510,ณ์ฝสภฺทฆผฟ,20210616,-465360,44943,417693
52,A144510,ณ์ฝสภฺทฆผฟ,20210615,-500513,59287,437506
53,A144510,ณ์ฝสภฺทฆผฟ,20210614,-538529,90423,444369
54,A144510,ณ์ฝสภฺทฆผฟ,20210611,-485469,71443,411675
55,A144510,ณ์ฝสภฺทฆผฟ,20210610,-499849,90165,407434
56,A144510,ณ์ฝสภฺทฆผฟ,20210609,-447341,61728,382886
57,A144510,ณ์ฝสภฺทฆผฟ,20210608,-439391,61655,374969
58,A144510,ณ์ฝสภฺทฆผฟ,20210607,-464883,59457,402893
59,A144510,ณ์ฝสภฺทฆผฟ,20210604,-476532,63408,408581
60,A144510,ณ์ฝสภฺทฆผฟ,20210603,-499233,67812,426976
61,A144510,ณ์ฝสภฺทฆผฟ,20210602,-487322,55058,427669
62,A144510,ณ์ฝสภฺทฆผฟ,20210601,-527185,62470,460096
63,A144510,ณ์ฝสภฺทฆผฟ,20210531,-559582,83094,472150
64,A144510,ณ์ฝสภฺทฆผฟ,20210528,-555575,81045,470206
65,A144510,ณ์ฝสภฺทฆผฟ,20210527,-573593,107629,461549
66,A144510,ณ์ฝสภฺทฆผฟ,20210526,-505507,69937,431406
67,A144510,ณ์ฝสภฺทฆผฟ,20210525,-507294,79453,425962
68,A144510,ณ์ฝสภฺทฆผฟ,20210524,-460914,54986,404825
69,A144510,ณ์ฝสภฺทฆผฟ,20210521,-460221,56765,401626
70,A144510,ณ์ฝสภฺทฆผฟ,20210520,-487636,61533,424710
71,A144510,ณ์ฝสภฺทฆผฟ,20210518,-524690,84452,439127
72,A144510,ณ์ฝสภฺทฆผฟ,20210517,-509872,79762,429062
73,A144510,ณ์ฝสภฺทฆผฟ,20210514,-502126,88502,412921
74,A144510,ณ์ฝสภฺทฆผฟ,20210513,-471351,66284,405265
75,A144510,ณ์ฝสภฺทฆผฟ,20210512,-483547,76782,406723
76,A144510,ณ์ฝสภฺทฆผฟ,20210511,-478682,72925,406392
77,A144510,ณ์ฝสภฺทฆผฟ,20210510,-516836,82185,434392
78,A144510,ณ์ฝสภฺทฆผฟ,20210507,-544161,101943,442172
79,A144510,ณ์ฝสภฺทฆผฟ,20210506,-553466,116145,438099
80,A144510,ณ์ฝสภฺทฆผฟ,20210504,-597088,160310,439398
81,A144510,ณ์ฝสภฺทฆผฟ,20210503,-573601,153711,422644
82,A144510,ณ์ฝสภฺทฆผฟ,20210430,-586904,182587,405884
83,A144510,ณ์ฝสภฺทฆผฟ,20210429,-562453,146502,411345
84,A144510,ณ์ฝสภฺทฆผฟ,20210428,-636286,127780,495395
85,A144510,ณ์ฝสภฺทฆผฟ,20210427,-656618,141537,501840
86,A144510,ณ์ฝสภฺทฆผฟ,20210426,-621490,115350,492391
