,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A008420,πÆπË√∂∞≠,20210827,-305457,297133,-1016
1,A008420,πÆπË√∂∞≠,20210826,-300966,293779,-1018
2,A008420,πÆπË√∂∞≠,20210825,-283874,276560,-1022
3,A008420,πÆπË√∂∞≠,20210824,-252201,244589,-1044
4,A008420,πÆπË√∂∞≠,20210823,-192090,184584,-1069
5,A008420,πÆπË√∂∞≠,20210820,-96682,89024,-997
6,A008420,πÆπË√∂∞≠,20210819,-62899,57699,-2434
7,A008420,πÆπË√∂∞≠,20210818,-108502,110580,-2005
8,A008420,πÆπË√∂∞≠,20210817,-15977,23617,-3716
9,A008420,πÆπË√∂∞≠,20210813,-73900,81769,-3723
10,A008420,πÆπË√∂∞≠,20210812,-109823,117706,-3730
11,A008420,πÆπË√∂∞≠,20210811,-101182,110071,-4668
12,A008420,πÆπË√∂∞≠,20210810,-115519,124536,-4643
13,A008420,πÆπË√∂∞≠,20210809,-183182,191576,-4536
14,A008420,πÆπË√∂∞≠,20210806,-240231,251118,-7074
15,A008420,πÆπË√∂∞≠,20210805,-268367,279128,-6950
16,A008420,πÆπË√∂∞≠,20210804,-192455,203205,-6939
17,A008420,πÆπË√∂∞≠,20210803,-102452,113189,-6913
18,A008420,πÆπË√∂∞≠,20210802,-146001,156216,-6914
19,A008420,πÆπË√∂∞≠,20210730,-183796,194317,-6851
20,A008420,πÆπË√∂∞≠,20210729,-153120,163177,-6848
21,A008420,πÆπË√∂∞≠,20210728,-191609,202283,-6854
22,A008420,πÆπË√∂∞≠,20210727,-235727,246482,-6958
23,A008420,πÆπË√∂∞≠,20210726,-134166,145149,-7084
24,A008420,πÆπË√∂∞≠,20210723,-144088,154999,-7082
25,A008420,πÆπË√∂∞≠,20210722,-100289,110989,-7082
26,A008420,πÆπË√∂∞≠,20210721,-84690,95293,-7077
27,A008420,πÆπË√∂∞≠,20210720,-61867,73431,-7068
28,A008420,πÆπË√∂∞≠,20210719,-45094,57253,-7050
29,A008420,πÆπË√∂∞≠,20210716,-36417,48598,-7042
30,A008420,πÆπË√∂∞≠,20210715,-46233,58235,-7033
31,A008420,πÆπË√∂∞≠,20210714,-65641,76898,-7026
32,A008420,πÆπË√∂∞≠,20210713,-121590,132844,-7016
33,A008420,πÆπË√∂∞≠,20210712,-63516,74496,-7030
34,A008420,πÆπË√∂∞≠,20210709,-17692,27584,-6963
35,A008420,πÆπË√∂∞≠,20210708,-12447,23881,-6837
36,A008420,πÆπË√∂∞≠,20210707,-9759,21016,-6833
37,A008420,πÆπË√∂∞≠,20210706,-29997,41582,-6831
38,A008420,πÆπË√∂∞≠,20210705,-37804,38578,4169
39,A008420,πÆπË√∂∞≠,20210702,-57540,57436,4182
40,A008420,πÆπË√∂∞≠,20210701,-21551,21106,4202
41,A008420,πÆπË√∂∞≠,20210630,-27569,27006,4265
42,A008420,πÆπË√∂∞≠,20210629,-32972,34024,4083
43,A008420,πÆπË√∂∞≠,20210628,-128258,129431,4102
44,A008420,πÆπË√∂∞≠,20210625,-36603,38132,4131
45,A008420,πÆπË√∂∞≠,20210624,-92622,93001,4251
46,A008420,πÆπË√∂∞≠,20210623,-72322,72150,4255
47,A008420,πÆπË√∂∞≠,20210622,-127164,127198,4426
48,A008420,πÆπË√∂∞≠,20210621,-34928,33702,4430
49,A008420,πÆπË√∂∞≠,20210618,-49999,46345,4451
50,A008420,πÆπË√∂∞≠,20210617,-44956,41246,4466
51,A008420,πÆπË√∂∞≠,20210616,-52476,47851,5424
52,A008420,πÆπË√∂∞≠,20210615,-49354,57763,-7505
53,A008420,πÆπË√∂∞≠,20210614,-35951,44138,-7523
54,A008420,πÆπË√∂∞≠,20210611,-118910,129936,-7440
55,A008420,πÆπË√∂∞≠,20210610,-63667,74852,-7451
56,A008420,πÆπË√∂∞≠,20210609,-81651,92848,-7508
57,A008420,πÆπË√∂∞≠,20210608,-97227,108527,-7506
58,A008420,πÆπË√∂∞≠,20210607,-130792,141503,-7503
59,A008420,πÆπË√∂∞≠,20210604,-206801,218367,-7499
60,A008420,πÆπË√∂∞≠,20210603,-212864,227738,-9833
61,A008420,πÆπË√∂∞≠,20210602,-246529,255325,-9824
62,A008420,πÆπË√∂∞≠,20210601,-243721,252620,-9809
63,A008420,πÆπË√∂∞≠,20210531,-237919,244538,-6614
64,A008420,πÆπË√∂∞≠,20210528,-260671,286581,-6626
65,A008420,πÆπË√∂∞≠,20210527,-305707,327443,-2236
66,A008420,πÆπË√∂∞≠,20210526,-305938,329747,-2235
67,A008420,πÆπË√∂∞≠,20210525,-266276,277183,-5377
68,A008420,πÆπË√∂∞≠,20210524,-206313,217921,-5863
69,A008420,πÆπË√∂∞≠,20210521,-76786,89967,-8744
70,A008420,πÆπË√∂∞≠,20210520,-65558,77268,-8812
71,A008420,πÆπË√∂∞≠,20210518,-100448,121318,-8820
72,A008420,πÆπË√∂∞≠,20210517,-60136,83503,-10770
73,A008420,πÆπË√∂∞≠,20210514,-16428,40179,-10184
74,A008420,πÆπË√∂∞≠,20210513,-34859,48182,-10170
75,A008420,πÆπË√∂∞≠,20210512,-41504,55555,-10192
76,A008420,πÆπË√∂∞≠,20210511,-105560,119707,-595
77,A008420,πÆπË√∂∞≠,20210510,-7342,11710,-10126
78,A008420,πÆπË√∂∞≠,20210507,-29985,34281,-1857
79,A008420,πÆπË√∂∞≠,20210506,-137974,76422,67759
80,A008420,πÆπË√∂∞≠,20210504,24147,-7394,-2693
81,A008420,πÆπË√∂∞≠,20210503,-90274,28896,-3123
82,A008420,πÆπË√∂∞≠,20210430,-23107,-41395,-4431
83,A008420,πÆπË√∂∞≠,20210429,-68758,-14449,34655
84,A008420,πÆπË√∂∞≠,20210428,-73474,-9033,11595
85,A008420,πÆπË√∂∞≠,20210427,-360316,116326,167498
86,A008420,πÆπË√∂∞≠,20210426,-224060,133486,-4037
87,A008420,πÆπË√∂∞≠,20210423,-121807,38925,-4824
88,A008420,πÆπË√∂∞≠,20210422,-291047,210157,-3827
89,A008420,πÆπË√∂∞≠,20210421,-183285,121753,-2366
90,A008420,πÆπË√∂∞≠,20210420,-160038,107038,-2377
91,A008420,πÆπË√∂∞≠,20210419,-37715,55939,-2380
92,A008420,πÆπË√∂∞≠,20210416,-143193,140756,-2334
93,A008420,πÆπË√∂∞≠,20210415,-121985,124075,-2387
94,A008420,πÆπË√∂∞≠,20210414,-178458,196248,-55
95,A008420,πÆπË√∂∞≠,20210413,-64755,40534,33180
96,A008420,πÆπË√∂∞≠,20210412,-109019,29337,87971
97,A008420,πÆπË√∂∞≠,20210409,-123583,12345,120003
98,A008420,πÆπË√∂∞≠,20210408,-159314,5251,153952
99,A008420,πÆπË√∂∞≠,20210407,-50944,-8342,48561
100,A008420,πÆπË√∂∞≠,20210406,-48322,28811,263
101,A008420,πÆπË√∂∞≠,20210405,-126212,47375,39322
102,A008420,πÆπË√∂∞≠,20210402,5849,-35661,1385
103,A008420,πÆπË√∂∞≠,20210401,-88853,69568,-684
104,A008420,πÆπË√∂∞≠,20210331,-150120,127056,4592
105,A008420,πÆπË√∂∞≠,20210330,-125539,113450,-542
106,A008420,πÆπË√∂∞≠,20210329,-230502,218652,-520
107,A008420,πÆπË√∂∞≠,20210326,-147680,134570,-513
108,A008420,πÆπË√∂∞≠,20210325,-95706,84172,-224
109,A008420,πÆπË√∂∞≠,20210324,-39594,30096,65
110,A008420,πÆπË√∂∞≠,20210323,-12191,2730,48
111,A008420,πÆπË√∂∞≠,20210322,-39238,30097,48
112,A008420,πÆπË√∂∞≠,20210319,-114782,115700,900
113,A008420,πÆπË√∂∞≠,20210318,-99883,98784,911
114,A008420,πÆπË√∂∞≠,20210317,4476,-3943,-85
115,A008420,πÆπË√∂∞≠,20210316,-17355,16306,-96
116,A008420,πÆπË√∂∞≠,20210315,-702,1045,-81
117,A008420,πÆπË√∂∞≠,20210312,-130898,130997,-42
118,A008420,πÆπË√∂∞≠,20210311,-226129,226787,-32
