,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A001470,ªÔ∫Œ≈‰∞«,20210827,10326396,2196318,-136198
1,A001470,ªÔ∫Œ≈‰∞«,20210826,10332995,2188253,-137010
2,A001470,ªÔ∫Œ≈‰∞«,20210825,10304805,2192208,-133224
3,A001470,ªÔ∫Œ≈‰∞«,20210824,10263792,2233728,-132854
4,A001470,ªÔ∫Œ≈‰∞«,20210823,10158949,2333768,-127316
5,A001470,ªÔ∫Œ≈‰∞«,20210820,10244031,2241949,-121438
6,A001470,ªÔ∫Œ≈‰∞«,20210819,10359550,2129294,-122751
7,A001470,ªÔ∫Œ≈‰∞«,20210818,10394647,2081145,-120734
8,A001470,ªÔ∫Œ≈‰∞«,20210817,10229906,2256626,-122952
9,A001470,ªÔ∫Œ≈‰∞«,20210813,10265126,2220072,-122969
10,A001470,ªÔ∫Œ≈‰∞«,20210812,10637045,1847613,-123428
11,A001470,ªÔ∫Œ≈‰∞«,20210811,10686951,1795554,-123178
12,A001470,ªÔ∫Œ≈‰∞«,20210810,10432698,2050490,-123217
13,A001470,ªÔ∫Œ≈‰∞«,20210809,10715355,1738150,-108460
14,A001470,ªÔ∫Œ≈‰∞«,20210806,10717475,1704901,-83916
15,A001470,ªÔ∫Œ≈‰∞«,20210805,10736328,1672001,-74612
16,A001470,ªÔ∫Œ≈‰∞«,20210804,10652572,1761769,-83720
17,A001470,ªÔ∫Œ≈‰∞«,20210803,10634330,1776844,-83068
18,A001470,ªÔ∫Œ≈‰∞«,20210802,10692979,1710612,-86429
19,A001470,ªÔ∫Œ≈‰∞«,20210730,10533132,1881790,-70410
20,A001470,ªÔ∫Œ≈‰∞«,20210729,10539058,1877863,-70346
21,A001470,ªÔ∫Œ≈‰∞«,20210728,10565783,1820205,-62871
22,A001470,ªÔ∫Œ≈‰∞«,20210727,10525696,1861972,-81951
23,A001470,ªÔ∫Œ≈‰∞«,20210726,10577291,1805108,-82940
24,A001470,ªÔ∫Œ≈‰∞«,20210723,10550613,1844079,-82965
25,A001470,ªÔ∫Œ≈‰∞«,20210722,10622600,1781730,-83163
26,A001470,ªÔ∫Œ≈‰∞«,20210721,10301546,2082556,-71178
27,A001470,ªÔ∫Œ≈‰∞«,20210720,10773030,1649720,-79835
28,A001470,ªÔ∫Œ≈‰∞«,20210719,10787795,1618289,-73434
29,A001470,ªÔ∫Œ≈‰∞«,20210716,10764418,1680783,-81981
30,A001470,ªÔ∫Œ≈‰∞«,20210715,10912857,1530870,-80193
31,A001470,ªÔ∫Œ≈‰∞«,20210714,10845988,1601113,-79304
32,A001470,ªÔ∫Œ≈‰∞«,20210713,10378958,1566590,435301
33,A001470,ªÔ∫Œ≈‰∞«,20210712,6605599,2198431,-24463
34,A001470,ªÔ∫Œ≈‰∞«,20210709,1476800,1657388,-82317
35,A001470,ªÔ∫Œ≈‰∞«,20210708,1504575,1630309,-81244
36,A001470,ªÔ∫Œ≈‰∞«,20210707,1611521,1524360,-81315
37,A001470,ªÔ∫Œ≈‰∞«,20210706,1177095,1922272,-49180
38,A001470,ªÔ∫Œ≈‰∞«,20210705,1315366,1355416,-13004
39,A001470,ªÔ∫Œ≈‰∞«,20210702,882889,1659013,-13036
40,A001470,ªÔ∫Œ≈‰∞«,20210701,1014310,1520680,-12540
41,A001470,ªÔ∫Œ≈‰∞«,20210630,6825,2514338,-9747
