,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210827,-233,0,833
1,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210826,-208,0,808
2,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210825,-207,0,807
3,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210824,-202,0,802
4,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210823,-185,0,785
5,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210820,-198,0,798
6,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210819,-188,0,338
7,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210818,-188,0,338
8,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210817,-185,0,335
9,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210813,-180,0,330
10,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210812,-178,0,-122
11,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210811,-177,0,-123
12,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210810,-177,0,-123
13,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210809,-178,0,-122
14,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210806,-178,0,-122
15,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210805,-176,0,-124
16,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210804,-203,0,-97
17,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210803,-160,0,-140
18,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210802,-159,0,159
19,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210730,-164,0,164
20,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210729,-164,0,164
21,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210728,-167,0,167
22,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210727,-170,0,170
23,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210726,-175,0,175
24,A252730,KBSTAR ธ๐ธเลาทฮฟ์บผ,20210723,-174,0,174
