,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A001260,≥≤±§≈‰∞«,20210827,-62104,57680,9215
1,A001260,≥≤±§≈‰∞«,20210826,-53994,50514,8369
2,A001260,≥≤±§≈‰∞«,20210825,-55416,51940,8366
3,A001260,≥≤±§≈‰∞«,20210824,-57141,53713,8283
4,A001260,≥≤±§≈‰∞«,20210823,-50873,47510,8183
5,A001260,≥≤±§≈‰∞«,20210820,-43764,40365,8095
6,A001260,≥≤±§≈‰∞«,20210819,-44489,41119,8090
7,A001260,≥≤±§≈‰∞«,20210818,-53596,46606,11762
8,A001260,≥≤±§≈‰∞«,20210817,-42109,34951,12429
9,A001260,≥≤±§≈‰∞«,20210813,-55132,44897,12425
10,A001260,≥≤±§≈‰∞«,20210812,-60158,50029,12418
11,A001260,≥≤±§≈‰∞«,20210811,-56688,46391,12619
12,A001260,≥≤±§≈‰∞«,20210810,-53101,46927,8502
13,A001260,≥≤±§≈‰∞«,20210809,-64885,58259,8568
14,A001260,≥≤±§≈‰∞«,20210806,-62744,61750,4461
15,A001260,≥≤±§≈‰∞«,20210805,-57407,56311,4663
16,A001260,≥≤±§≈‰∞«,20210804,-49382,51658,1261
17,A001260,≥≤±§≈‰∞«,20210803,-44372,46605,1304
18,A001260,≥≤±§≈‰∞«,20210802,-43183,49537,-2784
19,A001260,≥≤±§≈‰∞«,20210730,-44818,52357,-3466
20,A001260,≥≤±§≈‰∞«,20210729,-38083,51513,-9925
21,A001260,≥≤±§≈‰∞«,20210728,-39857,52939,-9931
22,A001260,≥≤±§≈‰∞«,20210727,-54622,67689,-9981
23,A001260,≥≤±§≈‰∞«,20210726,-40494,53804,-10044
24,A001260,≥≤±§≈‰∞«,20210723,-45322,58692,-10043
25,A001260,≥≤±§≈‰∞«,20210722,-43494,57138,-10078
26,A001260,≥≤±§≈‰∞«,20210721,-43260,57717,-10867
27,A001260,≥≤±§≈‰∞«,20210720,-45784,60443,-11051
28,A001260,≥≤±§≈‰∞«,20210719,-44963,58884,-10265
29,A001260,≥≤±§≈‰∞«,20210716,-45129,59210,-10228
30,A001260,≥≤±§≈‰∞«,20210715,-44990,59061,-10215
31,A001260,≥≤±§≈‰∞«,20210714,-47352,61719,-10158
32,A001260,≥≤±§≈‰∞«,20210713,-58917,73899,-10163
33,A001260,≥≤±§≈‰∞«,20210712,-51760,66481,-10182
34,A001260,≥≤±§≈‰∞«,20210709,-28333,43051,-10157
35,A001260,≥≤±§≈‰∞«,20210708,-55551,54258,6225
36,A001260,≥≤±§≈‰∞«,20210707,-63939,58600,6974
37,A001260,≥≤±§≈‰∞«,20210706,-65182,59576,6968
38,A001260,≥≤±§≈‰∞«,20210705,-68099,62269,6964
39,A001260,≥≤±§≈‰∞«,20210702,-73456,68394,6241
40,A001260,≥≤±§≈‰∞«,20210701,-74815,69260,6973
41,A001260,≥≤±§≈‰∞«,20210630,-59371,54343,6992
42,A001260,≥≤±§≈‰∞«,20210629,-54274,49308,7082
43,A001260,≥≤±§≈‰∞«,20210628,-55757,51292,7087
44,A001260,≥≤±§≈‰∞«,20210625,-50423,45996,7101
45,A001260,≥≤±§≈‰∞«,20210624,-49698,46155,6226
46,A001260,≥≤±§≈‰∞«,20210623,-48559,44650,6603
47,A001260,≥≤±§≈‰∞«,20210622,-58375,55539,5849
48,A001260,≥≤±§≈‰∞«,20210621,-68335,66237,3683
49,A001260,≥≤±§≈‰∞«,20210618,-100776,100455,3661
50,A001260,≥≤±§≈‰∞«,20210617,-101005,99624,3962
51,A001260,≥≤±§≈‰∞«,20210616,-91196,89619,4123
52,A001260,≥≤±§≈‰∞«,20210615,-85126,81098,6593
53,A001260,≥≤±§≈‰∞«,20210614,-86838,82100,7310
54,A001260,≥≤±§≈‰∞«,20210611,-89244,84472,7349
55,A001260,≥≤±§≈‰∞«,20210610,-83247,78128,7356
56,A001260,≥≤±§≈‰∞«,20210609,-82549,77511,7273
57,A001260,≥≤±§≈‰∞«,20210608,-83727,79109,7262
58,A001260,≥≤±§≈‰∞«,20210607,-80517,75079,7564
59,A001260,≥≤±§≈‰∞«,20210604,-83423,76080,8998
60,A001260,≥≤±§≈‰∞«,20210603,-95295,88060,9000
61,A001260,≥≤±§≈‰∞«,20210602,-94307,93990,2632
62,A001260,≥≤±§≈‰∞«,20210601,-68398,66314,2643
63,A001260,≥≤±§≈‰∞«,20210531,-74286,71315,2469
64,A001260,≥≤±§≈‰∞«,20210528,-75065,72366,2075
65,A001260,≥≤±§≈‰∞«,20210527,-78633,76155,2069
66,A001260,≥≤±§≈‰∞«,20210526,-77375,75344,1620
67,A001260,≥≤±§≈‰∞«,20210525,-66644,64958,1722
68,A001260,≥≤±§≈‰∞«,20210524,-74824,73310,2255
69,A001260,≥≤±§≈‰∞«,20210521,-57336,57372,2257
70,A001260,≥≤±§≈‰∞«,20210520,-61087,61766,2219
71,A001260,≥≤±§≈‰∞«,20210518,-50581,51618,2195
72,A001260,≥≤±§≈‰∞«,20210517,-31205,32560,2193
73,A001260,≥≤±§≈‰∞«,20210514,-34807,37228,2524
74,A001260,≥≤±§≈‰∞«,20210513,-26225,24330,2428
75,A001260,≥≤±§≈‰∞«,20210512,-23476,19777,2154
76,A001260,≥≤±§≈‰∞«,20210511,-54896,49645,2138
77,A001260,≥≤±§≈‰∞«,20210510,-48324,40810,2152
78,A001260,≥≤±§≈‰∞«,20210507,-66025,46266,2136
79,A001260,≥≤±§≈‰∞«,20210506,-63782,63227,2975
80,A001260,≥≤±§≈‰∞«,20210504,-61310,59992,2592
81,A001260,≥≤±§≈‰∞«,20210503,-61870,63191,1061
82,A001260,≥≤±§≈‰∞«,20210430,-58075,59441,973
83,A001260,≥≤±§≈‰∞«,20210429,-66571,67975,965
84,A001260,≥≤±§≈‰∞«,20210428,-46470,45055,928
85,A001260,≥≤±§≈‰∞«,20210427,-44968,43471,1101
86,A001260,≥≤±§≈‰∞«,20210426,-44697,43130,1081
87,A001260,≥≤±§≈‰∞«,20210423,-41009,40639,604
