,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A200470,ø°¿Ã∆—∆Æ,20210827,-657625,241885,334824
1,A200470,ø°¿Ã∆—∆Æ,20210826,-555724,154272,334824
2,A200470,ø°¿Ã∆—∆Æ,20210825,-498104,92099,334824
3,A200470,ø°¿Ã∆—∆Æ,20210824,-438903,30951,334824
4,A200470,ø°¿Ã∆—∆Æ,20210823,-425318,17357,334824
5,A200470,ø°¿Ã∆—∆Æ,20210820,-407696,4896,334824
6,A200470,ø°¿Ã∆—∆Æ,20210819,-362820,-9034,334824
7,A200470,ø°¿Ã∆—∆Æ,20210818,-396809,24548,334824
8,A200470,ø°¿Ã∆—∆Æ,20210817,-397373,25212,334824
9,A200470,ø°¿Ã∆—∆Æ,20210813,-437231,65111,334824
10,A200470,ø°¿Ã∆—∆Æ,20210812,-441902,69799,334824
11,A200470,ø°¿Ã∆—∆Æ,20210811,-443532,56413,349824
12,A200470,ø°¿Ã∆—∆Æ,20210810,-425581,38442,349824
13,A200470,ø°¿Ã∆—∆Æ,20210809,-444717,57558,349824
14,A200470,ø°¿Ã∆—∆Æ,20210806,-464604,70322,357547
15,A200470,ø°¿Ã∆—∆Æ,20210805,-484762,90480,357547
16,A200470,ø°¿Ã∆—∆Æ,20210804,-513714,119432,357547
17,A200470,ø°¿Ã∆—∆Æ,20210803,-535009,137767,357547
18,A200470,ø°¿Ã∆—∆Æ,20210802,-461208,69168,347547
19,A200470,ø°¿Ã∆—∆Æ,20210730,-455706,64721,347547
20,A200470,ø°¿Ã∆—∆Æ,20210729,-456911,61526,352547
21,A200470,ø°¿Ã∆—∆Æ,20210728,-456635,61332,352547
22,A200470,ø°¿Ã∆—∆Æ,20210727,-448858,43795,364547
23,A200470,ø°¿Ã∆—∆Æ,20210726,-411133,5216,364547
24,A200470,ø°¿Ã∆—∆Æ,20210723,-496616,93927,368916
25,A200470,ø°¿Ã∆—∆Æ,20210722,-619005,223307,371273
26,A200470,ø°¿Ã∆—∆Æ,20210721,-513692,124354,369585
27,A200470,ø°¿Ã∆—∆Æ,20210720,-557508,166906,370704
28,A200470,ø°¿Ã∆—∆Æ,20210719,-443901,65854,355704
