,辆格内靛,辆格疙,朝楼,俺牢 鉴概荐,寇惫牢 鉴概荐,扁包 鉴概荐
0,A060240,奉捧内府酒,20210827,-926057,424800,86318
1,A060240,奉捧内府酒,20210826,-936143,435216,85988
2,A060240,奉捧内府酒,20210825,-928199,427486,85835
3,A060240,奉捧内府酒,20210824,-950405,449049,85728
4,A060240,奉捧内府酒,20210823,-942867,441698,85258
5,A060240,奉捧内府酒,20210820,-926201,426267,85201
6,A060240,奉捧内府酒,20210819,-931618,431729,85872
7,A060240,奉捧内府酒,20210818,-962134,462590,85767
8,A060240,奉捧内府酒,20210817,-966824,467788,85279
9,A060240,奉捧内府酒,20210813,-1047388,502988,131265
10,A060240,奉捧内府酒,20210812,-1073786,545230,115369
11,A060240,奉捧内府酒,20210811,-1106428,548752,144469
12,A060240,奉捧内府酒,20210810,-1080423,554632,111036
13,A060240,奉捧内府酒,20210809,-1060077,630929,16026
14,A060240,奉捧内府酒,20210806,-1068599,639867,15656
15,A060240,奉捧内府酒,20210805,-1097740,669637,15061
16,A060240,奉捧内府酒,20210804,-1096019,668764,14513
17,A060240,奉捧内府酒,20210803,-1097240,671236,14257
18,A060240,奉捧内府酒,20210802,-1066455,639554,13583
19,A060240,奉捧内府酒,20210730,-1072120,645460,13362
20,A060240,奉捧内府酒,20210729,-1098258,658167,27002
21,A060240,奉捧内府酒,20210728,-1106249,667062,26265
22,A060240,奉捧内府酒,20210727,-1152055,699639,39337
23,A060240,奉捧内府酒,20210726,-1146411,693360,39312
24,A060240,奉捧内府酒,20210723,-1145500,692500,40129
25,A060240,奉捧内府酒,20210722,-1203201,748760,41570
26,A060240,奉捧内府酒,20210721,-1194763,737750,41485
27,A060240,奉捧内府酒,20210720,-1083157,631393,40675
28,A060240,奉捧内府酒,20210719,-984956,534702,39165
29,A060240,奉捧内府酒,20210716,-997885,547610,39187
30,A060240,奉捧内府酒,20210715,-1000960,549795,40073
31,A060240,奉捧内府酒,20210714,-1103260,662143,30349
32,A060240,奉捧内府酒,20210713,-1075978,653726,11023
33,A060240,奉捧内府酒,20210712,-1073006,650165,10918
34,A060240,奉捧内府酒,20210709,-1003772,581311,9780
35,A060240,奉捧内府酒,20210708,-988247,566238,8671
36,A060240,奉捧内府酒,20210707,-957979,537268,7678
37,A060240,奉捧内府酒,20210706,-928559,508603,7118
38,A060240,奉捧内府酒,20210705,-897510,476422,8742
39,A060240,奉捧内府酒,20210702,-891967,471692,8017
40,A060240,奉捧内府酒,20210701,-938526,519278,8824
41,A060240,奉捧内府酒,20210630,-903446,472271,10168
42,A060240,奉捧内府酒,20210629,-890965,459996,9861
43,A060240,奉捧内府酒,20210628,-864089,432510,10058
44,A060240,奉捧内府酒,20210625,-903396,447969,44588
45,A060240,奉捧内府酒,20210624,-902483,447744,44265
46,A060240,奉捧内府酒,20210623,-894774,440707,43993
47,A060240,奉捧内府酒,20210622,-886523,436069,41468
48,A060240,奉捧内府酒,20210621,-899462,454208,38882
49,A060240,奉捧内府酒,20210618,-897484,449246,38777
50,A060240,奉捧内府酒,20210617,-913616,466077,38501
51,A060240,奉捧内府酒,20210616,-922322,474565,38025
52,A060240,奉捧内府酒,20210615,-918605,471303,37825
53,A060240,奉捧内府酒,20210614,-933156,484897,39182
54,A060240,奉捧内府酒,20210611,-953586,505358,38817
55,A060240,奉捧内府酒,20210610,-919644,469122,40448
56,A060240,奉捧内府酒,20210609,-920562,473231,40357
57,A060240,奉捧内府酒,20210608,-924822,483862,39986
58,A060240,奉捧内府酒,20210607,-986636,546445,40449
59,A060240,奉捧内府酒,20210604,-980522,551310,40289
60,A060240,奉捧内府酒,20210603,-962946,553966,40057
61,A060240,奉捧内府酒,20210602,-959067,550211,40033
62,A060240,奉捧内府酒,20210601,-945121,545986,39958
63,A060240,奉捧内府酒,20210531,-941451,547958,39744
64,A060240,奉捧内府酒,20210528,-896464,530987,39738
65,A060240,奉捧内府酒,20210527,-872419,531314,39603
66,A060240,奉捧内府酒,20210526,-875602,533377,39549
67,A060240,奉捧内府酒,20210525,-865908,526038,40079
68,A060240,奉捧内府酒,20210524,-886335,546219,40029
69,A060240,奉捧内府酒,20210521,-914959,574914,39973
70,A060240,奉捧内府酒,20210520,-909904,598933,31827
71,A060240,奉捧内府酒,20210518,-905553,600346,31063
72,A060240,奉捧内府酒,20210517,-902378,598838,30186
73,A060240,奉捧内府酒,20210514,-864306,592020,28532
74,A060240,奉捧内府酒,20210513,-842238,575129,28555
75,A060240,奉捧内府酒,20210512,-847304,581403,28447
76,A060240,奉捧内府酒,20210511,-855296,595440,28336
77,A060240,奉捧内府酒,20210510,-825368,592803,28240
78,A060240,奉捧内府酒,20210507,-804694,578031,28010
79,A060240,奉捧内府酒,20210506,-788208,567463,27592
80,A060240,奉捧内府酒,20210504,-769084,573678,27485
81,A060240,奉捧内府酒,20210503,-730230,579927,27412
82,A060240,奉捧内府酒,20210430,-766048,628768,27196
83,A060240,奉捧内府酒,20210429,-800561,674463,26989
84,A060240,奉捧内府酒,20210428,-792529,681724,26766
85,A060240,奉捧内府酒,20210427,-749029,661245,26953
86,A060240,奉捧内府酒,20210426,-729097,688444,27092
87,A060240,奉捧内府酒,20210423,-769354,729215,26745
88,A060240,奉捧内府酒,20210422,-693061,700408,28230
89,A060240,奉捧内府酒,20210421,-693103,700426,17775
90,A060240,奉捧内府酒,20210420,-632259,688534,18884
91,A060240,奉捧内府酒,20210419,-634418,749788,25055
92,A060240,奉捧内府酒,20210416,-722232,833870,26164
93,A060240,奉捧内府酒,20210415,-615918,730495,25282
94,A060240,奉捧内府酒,20210414,-594997,730414,28956
95,A060240,奉捧内府酒,20210413,-498166,638305,24275
96,A060240,奉捧内府酒,20210412,-534326,700688,23795
97,A060240,奉捧内府酒,20210409,-449993,603951,24172
98,A060240,奉捧内府酒,20210408,-468278,538298,25487
99,A060240,奉捧内府酒,20210407,-469190,481574,41838
100,A060240,奉捧内府酒,20210406,-377765,383421,38756
101,A060240,奉捧内府酒,20210405,-351569,347759,39197
102,A060240,奉捧内府酒,20210402,-310032,343743,41881
103,A060240,奉捧内府酒,20210401,-228546,291690,12614
104,A060240,奉捧内府酒,20210331,-155631,240529,5639
105,A060240,奉捧内府酒,20210330,-95742,185079,545
106,A060240,奉捧内府酒,20210329,-85230,174192,40
107,A060240,奉捧内府酒,20210326,-57605,146741,226
108,A060240,奉捧内府酒,20210325,-141152,231993,-1679
109,A060240,奉捧内府酒,20210324,-168341,259812,-3300
110,A060240,奉捧内府酒,20210323,-143481,235002,-3230
111,A060240,奉捧内府酒,20210322,-144233,231244,-3085
112,A060240,奉捧内府酒,20210319,-186273,226085,-2193
113,A060240,奉捧内府酒,20210318,-125326,184657,-2012
114,A060240,奉捧内府酒,20210317,-129589,214564,-2461
115,A060240,奉捧内府酒,20210316,-114184,199120,-2248
116,A060240,奉捧内府酒,20210315,-88447,126169,-127
117,A060240,奉捧内府酒,20210312,-57862,111255,-17
118,A060240,奉捧内府酒,20210311,-52832,64922,264
