,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A010960,ªÔ»£∞≥πﬂ,20210827,246373,-303386,-6831
1,A010960,ªÔ»£∞≥πﬂ,20210826,261377,-315982,-9151
2,A010960,ªÔ»£∞≥πﬂ,20210825,258033,-312374,-9154
3,A010960,ªÔ»£∞≥πﬂ,20210824,233535,-287205,-9729
4,A010960,ªÔ»£∞≥πﬂ,20210823,248746,-304785,-7360
5,A010960,ªÔ»£∞≥πﬂ,20210820,271722,-327850,-7271
6,A010960,ªÔ»£∞≥πﬂ,20210819,317371,-375049,-7285
7,A010960,ªÔ»£∞≥πﬂ,20210818,325846,-383853,-6771
8,A010960,ªÔ»£∞≥πﬂ,20210817,373981,-431092,-7552
9,A010960,ªÔ»£∞≥πﬂ,20210813,373345,-429385,-7561
10,A010960,ªÔ»£∞≥πﬂ,20210812,391803,-447818,-7570
11,A010960,ªÔ»£∞≥πﬂ,20210811,375949,-432497,-7029
12,A010960,ªÔ»£∞≥πﬂ,20210810,400959,-448864,-15672
13,A010960,ªÔ»£∞≥πﬂ,20210809,403229,-451447,-15392
14,A010960,ªÔ»£∞≥πﬂ,20210806,416752,-456560,-23994
15,A010960,ªÔ»£∞≥πﬂ,20210805,412614,-452778,-23638
16,A010960,ªÔ»£∞≥πﬂ,20210804,382418,-475893,-30327
17,A010960,ªÔ»£∞≥πﬂ,20210803,381072,-479752,-30215
18,A010960,ªÔ»£∞≥πﬂ,20210802,379985,-474186,-39694
19,A010960,ªÔ»£∞≥πﬂ,20210730,328554,-455507,-41526
20,A010960,ªÔ»£∞≥πﬂ,20210729,348837,-465259,-52236
21,A010960,ªÔ»£∞≥πﬂ,20210728,334123,-468305,-50211
22,A010960,ªÔ»£∞≥πﬂ,20210727,333088,-461012,-56361
23,A010960,ªÔ»£∞≥πﬂ,20210726,393056,-509703,-56513
24,A010960,ªÔ»£∞≥πﬂ,20210723,373649,-490275,-56510
25,A010960,ªÔ»£∞≥πﬂ,20210722,367875,-484396,-56510
26,A010960,ªÔ»£∞≥πﬂ,20210721,324285,-470062,-56504
27,A010960,ªÔ»£∞≥πﬂ,20210720,319385,-472897,-51102
28,A010960,ªÔ»£∞≥πﬂ,20210719,328056,-479567,-53095
29,A010960,ªÔ»£∞≥πﬂ,20210716,304912,-456775,-53087
30,A010960,ªÔ»£∞≥πﬂ,20210715,284902,-455418,-47143
31,A010960,ªÔ»£∞≥πﬂ,20210714,278472,-453991,-46981
32,A010960,ªÔ»£∞≥πﬂ,20210713,254002,-426070,-50829
33,A010960,ªÔ»£∞≥πﬂ,20210712,294035,-459778,-56653
34,A010960,ªÔ»£∞≥πﬂ,20210709,324405,-498231,-50489
35,A010960,ªÔ»£∞≥πﬂ,20210708,278099,-457176,-48349
36,A010960,ªÔ»£∞≥πﬂ,20210707,296384,-480604,-48345
37,A010960,ªÔ»£∞≥πﬂ,20210706,243082,-442963,-48346
38,A010960,ªÔ»£∞≥πﬂ,20210705,228837,-467189,-48376
39,A010960,ªÔ»£∞≥πﬂ,20210702,258078,-490065,-48362
40,A010960,ªÔ»£∞≥πﬂ,20210701,124046,-334666,-48344
41,A010960,ªÔ»£∞≥πﬂ,20210630,52496,-269547,-48297
42,A010960,ªÔ»£∞≥πﬂ,20210629,182202,-414669,-48144
43,A010960,ªÔ»£∞≥πﬂ,20210628,152180,-384723,-48166
44,A010960,ªÔ»£∞≥πﬂ,20210625,215764,-449358,-48134
