,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A215000,∞Ò«¡¡∏,20210827,-137090,151151,28531
1,A215000,∞Ò«¡¡∏,20210826,-136511,153080,25625
2,A215000,∞Ò«¡¡∏,20210825,-130354,147223,24300
3,A215000,∞Ò«¡¡∏,20210824,-132237,147040,26257
4,A215000,∞Ò«¡¡∏,20210823,-123654,141078,23300
5,A215000,∞Ò«¡¡∏,20210820,-125494,143884,22459
6,A215000,∞Ò«¡¡∏,20210819,-116370,141122,15782
7,A215000,∞Ò«¡¡∏,20210818,-118096,142717,15498
8,A215000,∞Ò«¡¡∏,20210817,-121921,146650,15380
9,A215000,∞Ò«¡¡∏,20210813,-131097,159570,12019
10,A215000,∞Ò«¡¡∏,20210812,-123510,154423,10259
11,A215000,∞Ò«¡¡∏,20210811,-115552,146488,10282
12,A215000,∞Ò«¡¡∏,20210810,-118841,145084,15439
13,A215000,∞Ò«¡¡∏,20210809,-118594,143395,16836
14,A215000,∞Ò«¡¡∏,20210806,-129907,146562,24554
15,A215000,∞Ò«¡¡∏,20210805,-130384,146630,24972
16,A215000,∞Ò«¡¡∏,20210804,-130217,143539,28005
17,A215000,∞Ò«¡¡∏,20210803,-145621,148721,37367
18,A215000,∞Ò«¡¡∏,20210802,-153453,150681,43022
19,A215000,∞Ò«¡¡∏,20210730,-186354,183441,41859
20,A215000,∞Ò«¡¡∏,20210729,-164587,172037,30935
21,A215000,∞Ò«¡¡∏,20210728,-143543,155494,26386
22,A215000,∞Ò«¡¡∏,20210727,-141611,154914,25793
23,A215000,∞Ò«¡¡∏,20210726,-137550,151560,25143
24,A215000,∞Ò«¡¡∏,20210723,-153464,166338,26537
25,A215000,∞Ò«¡¡∏,20210722,-155354,169701,24993
26,A215000,∞Ò«¡¡∏,20210721,-149665,166082,22916
27,A215000,∞Ò«¡¡∏,20210720,-152767,166786,26212
28,A215000,∞Ò«¡¡∏,20210719,-150811,163696,26953
29,A215000,∞Ò«¡¡∏,20210716,-152634,162793,30220
30,A215000,∞Ò«¡¡∏,20210715,-159437,161079,38683
31,A215000,∞Ò«¡¡∏,20210714,-164831,157140,48605
32,A215000,∞Ò«¡¡∏,20210713,-178200,166610,55225
33,A215000,∞Ò«¡¡∏,20210712,-172028,169453,46715
34,A215000,∞Ò«¡¡∏,20210709,-162928,159316,48057
35,A215000,∞Ò«¡¡∏,20210708,-201285,150913,95542
36,A215000,∞Ò«¡¡∏,20210707,-189572,138006,96676
37,A215000,∞Ò«¡¡∏,20210706,-239618,155519,131351
38,A215000,∞Ò«¡¡∏,20210705,-265718,163829,146321
39,A215000,∞Ò«¡¡∏,20210702,-293410,175043,161638
40,A215000,∞Ò«¡¡∏,20210701,-307925,182203,167387
41,A215000,∞Ò«¡¡∏,20210630,-311544,176970,175747
42,A215000,∞Ò«¡¡∏,20210629,-318542,180952,178404
43,A215000,∞Ò«¡¡∏,20210628,-332308,195011,178109
44,A215000,∞Ò«¡¡∏,20210625,-326511,185662,178765
45,A215000,∞Ò«¡¡∏,20210624,-331736,190083,179780
46,A215000,∞Ò«¡¡∏,20210623,-336763,196677,177316
47,A215000,∞Ò«¡¡∏,20210622,-353697,210896,179466
48,A215000,∞Ò«¡¡∏,20210621,-353101,210511,178984
49,A215000,∞Ò«¡¡∏,20210618,-339549,198736,162677
50,A215000,∞Ò«¡¡∏,20210617,-345356,210308,158744
51,A215000,∞Ò«¡¡∏,20210616,-352696,218805,156040
52,A215000,∞Ò«¡¡∏,20210615,-357577,238851,140686
53,A215000,∞Ò«¡¡∏,20210614,-365287,252370,135499
54,A215000,∞Ò«¡¡∏,20210611,-397811,297334,123200
55,A215000,∞Ò«¡¡∏,20210610,-309174,211661,120974
56,A215000,∞Ò«¡¡∏,20210609,-319462,185425,157574
57,A215000,∞Ò«¡¡∏,20210608,-275718,156513,143747
58,A215000,∞Ò«¡¡∏,20210607,-279495,151928,152546
59,A215000,∞Ò«¡¡∏,20210604,-283918,154370,153792
60,A215000,∞Ò«¡¡∏,20210603,-211705,64648,170778
61,A215000,∞Ò«¡¡∏,20210602,-221750,71469,174031
62,A215000,∞Ò«¡¡∏,20210601,-222027,65322,180399
63,A215000,∞Ò«¡¡∏,20210531,-240468,61038,198079
64,A215000,∞Ò«¡¡∏,20210528,-251400,61276,205150
65,A215000,∞Ò«¡¡∏,20210527,-256656,60149,211216
66,A215000,∞Ò«¡¡∏,20210526,-246142,49783,210364
67,A215000,∞Ò«¡¡∏,20210525,-270563,65806,217675
68,A215000,∞Ò«¡¡∏,20210524,-267455,66532,213836
69,A215000,∞Ò«¡¡∏,20210521,-263451,53738,221086
70,A215000,∞Ò«¡¡∏,20210520,-268594,49502,230319
71,A215000,∞Ò«¡¡∏,20210518,-277722,55817,233164
72,A215000,∞Ò«¡¡∏,20210517,-274258,53582,232624
73,A215000,∞Ò«¡¡∏,20210514,-276809,63178,225779
74,A215000,∞Ò«¡¡∏,20210513,-262898,50968,223942
75,A215000,∞Ò«¡¡∏,20210512,-264155,60033,211068
76,A215000,∞Ò«¡¡∏,20210511,-246311,64518,188851
77,A215000,∞Ò«¡¡∏,20210510,-256292,71364,192004
78,A215000,∞Ò«¡¡∏,20210507,-253144,71661,189847
79,A215000,∞Ò«¡¡∏,20210506,-245126,65478,187694
80,A215000,∞Ò«¡¡∏,20210504,-260270,77608,190688
81,A215000,∞Ò«¡¡∏,20210503,-261730,86661,182734
82,A215000,∞Ò«¡¡∏,20210430,-271576,106808,176134
83,A215000,∞Ò«¡¡∏,20210429,-198091,20849,170995
84,A215000,∞Ò«¡¡∏,20210428,-221545,64096,153765
85,A215000,∞Ò«¡¡∏,20210427,-201647,60331,154642
86,A215000,∞Ò«¡¡∏,20210426,-198866,54846,155433
87,A215000,∞Ò«¡¡∏,20210423,-194388,50450,156270
88,A215000,∞Ò«¡¡∏,20210422,-193382,46122,154649
89,A215000,∞Ò«¡¡∏,20210421,-200633,56329,152257
