,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
27,A083660,CSA ฤฺฝบนอ,20210720,30819,-27421,-1399
28,A083660,CSA ฤฺฝบนอ,20210719,30858,-27460,-1399
29,A083660,CSA ฤฺฝบนอ,20210716,30891,-27491,-1399
30,A083660,CSA ฤฺฝบนอ,20210715,30881,-27493,-1399
31,A083660,CSA ฤฺฝบนอ,20210714,25509,-22111,-1399
32,A083660,CSA ฤฺฝบนอ,20210713,25880,-22452,-1399
33,A083660,CSA ฤฺฝบนอ,20210712,25809,-22382,-1399
34,A083660,CSA ฤฺฝบนอ,20210709,21714,-18287,-1399
35,A083660,CSA ฤฺฝบนอ,20210708,22798,-19371,-1399
36,A083660,CSA ฤฺฝบนอ,20210707,21201,-17774,-1399
37,A083660,CSA ฤฺฝบนอ,20210706,22972,-20458,-1399
38,A083660,CSA ฤฺฝบนอ,20210705,24558,-22044,-1399
39,A083660,CSA ฤฺฝบนอ,20210702,24558,-22044,-1399
40,A083660,CSA ฤฺฝบนอ,20210701,24583,-22044,-1399
41,A083660,CSA ฤฺฝบนอ,20210630,24638,-22043,-1399
42,A083660,CSA ฤฺฝบนอ,20210629,24547,-21951,-1399
43,A083660,CSA ฤฺฝบนอ,20210628,24801,-22205,-1399
44,A083660,CSA ฤฺฝบนอ,20210625,24870,-22274,-1399
45,A083660,CSA ฤฺฝบนอ,20210624,24968,-22272,-1399
46,A083660,CSA ฤฺฝบนอ,20210623,24945,-22241,-1399
47,A083660,CSA ฤฺฝบนอ,20210622,24697,-22102,-1399
48,A083660,CSA ฤฺฝบนอ,20210621,13424,-20720,-1399
49,A083660,CSA ฤฺฝบนอ,20210618,19922,-21169,-1399
50,A083660,CSA ฤฺฝบนอ,20210617,13218,-14265,-1399
51,A083660,CSA ฤฺฝบนอ,20210616,-22842,11613,-1399
52,A083660,CSA ฤฺฝบนอ,20210615,-24306,13077,-1399
53,A083660,CSA ฤฺฝบนอ,20210614,1813,-3759,-1399
54,A083660,CSA ฤฺฝบนอ,20210611,5052,-6998,-1399
55,A083660,CSA ฤฺฝบนอ,20210610,9466,-11412,-1399
56,A083660,CSA ฤฺฝบนอ,20210609,14776,-16722,-1399
57,A083660,CSA ฤฺฝบนอ,20210608,20185,-22131,-1399
58,A083660,CSA ฤฺฝบนอ,20210607,20244,-22190,-1399
59,A083660,CSA ฤฺฝบนอ,20210604,19833,-21779,-1399
60,A083660,CSA ฤฺฝบนอ,20210603,18823,-21429,-1399
61,A083660,CSA ฤฺฝบนอ,20210602,-6347,3741,-1399
62,A083660,CSA ฤฺฝบนอ,20210601,-9279,6673,-1399
63,A083660,CSA ฤฺฝบนอ,20210531,-3616,1010,-1399
64,A083660,CSA ฤฺฝบนอ,20210528,7363,-9969,-1399
65,A083660,CSA ฤฺฝบนอ,20210527,7675,-10281,-1399
66,A083660,CSA ฤฺฝบนอ,20210526,17632,-19238,-1399
67,A083660,CSA ฤฺฝบนอ,20210525,18550,-20256,-1399
68,A083660,CSA ฤฺฝบนอ,20210524,15166,-26872,-1399
69,A083660,CSA ฤฺฝบนอ,20210521,9522,-21228,-1399
70,A083660,CSA ฤฺฝบนอ,20210520,9126,-5183,-1399
71,A083660,CSA ฤฺฝบนอ,20210518,22715,-19340,-1399
72,A083660,CSA ฤฺฝบนอ,20210517,16197,-13617,-1399
73,A083660,CSA ฤฺฝบนอ,20210514,14926,-10982,-1399
74,A083660,CSA ฤฺฝบนอ,20210513,19852,-14614,-1399
75,A083660,CSA ฤฺฝบนอ,20210512,23848,-18610,-1399
76,A083660,CSA ฤฺฝบนอ,20210511,25765,-24264,-1399
77,A083660,CSA ฤฺฝบนอ,20210510,26707,-25333,-1399
78,A083660,CSA ฤฺฝบนอ,20210507,26515,-26170,-1399
79,A083660,CSA ฤฺฝบนอ,20210506,24338,-20265,-1399
80,A083660,CSA ฤฺฝบนอ,20210504,3876,486,-1399
81,A083660,CSA ฤฺฝบนอ,20210503,19342,-20013,-1400
82,A083660,CSA ฤฺฝบนอ,20210430,17743,-5454,-1400
83,A083660,CSA ฤฺฝบนอ,20210429,15037,-5454,-500
84,A083660,CSA ฤฺฝบนอ,20210428,16077,-5454,-1400
85,A083660,CSA ฤฺฝบนอ,20210427,16077,-5454,-1400
86,A083660,CSA ฤฺฝบนอ,20210426,16077,-5454,-1400
87,A083660,CSA ฤฺฝบนอ,20210423,16077,-5454,-1400
88,A083660,CSA ฤฺฝบนอ,20210422,16077,-5454,-1400
89,A083660,CSA ฤฺฝบนอ,20210421,16077,-5454,-1400
90,A083660,CSA ฤฺฝบนอ,20210420,16077,-5454,-1400
91,A083660,CSA ฤฺฝบนอ,20210419,16077,-5454,-1400
92,A083660,CSA ฤฺฝบนอ,20210416,16077,-5454,-1400
93,A083660,CSA ฤฺฝบนอ,20210415,16077,-5454,-1400
94,A083660,CSA ฤฺฝบนอ,20210414,16077,-5454,-1400
95,A083660,CSA ฤฺฝบนอ,20210413,16077,-5454,-1400
96,A083660,CSA ฤฺฝบนอ,20210412,16077,-5454,-1400
97,A083660,CSA ฤฺฝบนอ,20210409,16077,-5454,-1400
98,A083660,CSA ฤฺฝบนอ,20210408,16077,-5454,-1400
99,A083660,CSA ฤฺฝบนอ,20210407,16077,-5454,-1400
100,A083660,CSA ฤฺฝบนอ,20210406,31735,-20287,-1398
101,A083660,CSA ฤฺฝบนอ,20210405,-7081,-22995,-1400
102,A083660,CSA ฤฺฝบนอ,20210402,-8881,-19668,-1400
103,A083660,CSA ฤฺฝบนอ,20210401,-11518,-15922,-1400
104,A083660,CSA ฤฺฝบนอ,20210331,2813,-21056,0
105,A083660,CSA ฤฺฝบนอ,20210330,2488,-20707,0
106,A083660,CSA ฤฺฝบนอ,20210329,-4134,-12516,0
107,A083660,CSA ฤฺฝบนอ,20210326,-21423,5769,0
108,A083660,CSA ฤฺฝบนอ,20210325,14585,-7041,0
109,A083660,CSA ฤฺฝบนอ,20210324,1470,6038,0
110,A083660,CSA ฤฺฝบนอ,20210323,-45543,30816,0
111,A083660,CSA ฤฺฝบนอ,20210322,-63655,48828,0
112,A083660,CSA ฤฺฝบนอ,20210319,-105938,86667,0
113,A083660,CSA ฤฺฝบนอ,20210318,-13490,9734,0
114,A083660,CSA ฤฺฝบนอ,20210317,-6177,2421,0
115,A083660,CSA ฤฺฝบนอ,20210316,7752,-2608,0
116,A083660,CSA ฤฺฝบนอ,20210315,9271,-3151,0
117,A083660,CSA ฤฺฝบนอ,20210312,2798,-2605,0
118,A083660,CSA ฤฺฝบนอ,20210311,-794,796,0
