,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A083660,CSA ฤฺฝบนอ,20210827,30555,-27323,-1399
1,A083660,CSA ฤฺฝบนอ,20210826,30144,-26909,-1399
2,A083660,CSA ฤฺฝบนอ,20210825,29429,-26193,-1399
3,A083660,CSA ฤฺฝบนอ,20210824,30098,-26902,-1399
4,A083660,CSA ฤฺฝบนอ,20210823,29690,-26594,-1399
5,A083660,CSA ฤฺฝบนอ,20210820,29527,-26401,-1399
6,A083660,CSA ฤฺฝบนอ,20210819,29035,-25899,-1399
7,A083660,CSA ฤฺฝบนอ,20210818,28997,-25899,-1399
8,A083660,CSA ฤฺฝบนอ,20210817,28680,-25576,-1399
9,A083660,CSA ฤฺฝบนอ,20210813,28746,-25576,-1399
10,A083660,CSA ฤฺฝบนอ,20210812,28712,-25472,-1399
11,A083660,CSA ฤฺฝบนอ,20210811,28239,-24978,-1399
12,A083660,CSA ฤฺฝบนอ,20210810,23200,-19709,-1399
13,A083660,CSA ฤฺฝบนอ,20210809,33874,-30383,-1399
14,A083660,CSA ฤฺฝบนอ,20210806,33874,-30383,-1399
15,A083660,CSA ฤฺฝบนอ,20210805,34928,-31437,-1399
16,A083660,CSA ฤฺฝบนอ,20210804,34722,-31231,-1399
17,A083660,CSA ฤฺฝบนอ,20210803,32491,-29697,-1399
18,A083660,CSA ฤฺฝบนอ,20210802,30653,-27758,-1399
19,A083660,CSA ฤฺฝบนอ,20210730,30268,-27373,-1399
20,A083660,CSA ฤฺฝบนอ,20210729,30300,-27402,-1399
21,A083660,CSA ฤฺฝบนอ,20210728,30177,-27279,-1399
22,A083660,CSA ฤฺฝบนอ,20210727,30299,-27401,-1399
23,A083660,CSA ฤฺฝบนอ,20210726,30799,-27401,-1399
24,A083660,CSA ฤฺฝบนอ,20210723,30799,-27401,-1399
25,A083660,CSA ฤฺฝบนอ,20210722,30707,-27309,-1399
26,A083660,CSA ฤฺฝบนอ,20210721,30805,-27407,-1399
