,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A008490,º≠»Ô,20210827,174382,-29209,-240053
1,A008490,º≠»Ô,20210826,179890,-32797,-240829
2,A008490,º≠»Ô,20210825,179437,-33016,-240122
3,A008490,º≠»Ô,20210824,175605,-31601,-235680
4,A008490,º≠»Ô,20210823,176715,-33417,-232991
5,A008490,º≠»Ô,20210820,177848,-38286,-227174
6,A008490,º≠»Ô,20210819,151497,-36861,-203924
7,A008490,º≠»Ô,20210818,143676,-33441,-199963
8,A008490,º≠»Ô,20210817,148392,-41377,-196671
9,A008490,º≠»Ô,20210813,148506,-48473,-189414
10,A008490,º≠»Ô,20210812,152773,-48575,-186949
11,A008490,º≠»Ô,20210811,151702,-47740,-186643
12,A008490,º≠»Ô,20210810,150753,-48048,-180682
13,A008490,º≠»Ô,20210809,151484,-44782,-178846
14,A008490,º≠»Ô,20210806,153183,-44560,-178754
15,A008490,º≠»Ô,20210805,152995,-43680,-179440
16,A008490,º≠»Ô,20210804,154402,-45768,-178758
17,A008490,º≠»Ô,20210803,153356,-45329,-177975
18,A008490,º≠»Ô,20210802,154320,-45292,-178949
19,A008490,º≠»Ô,20210730,152057,-43570,-178667
20,A008490,º≠»Ô,20210729,147434,-38869,-178547
21,A008490,º≠»Ô,20210728,150443,-39860,-180669
22,A008490,º≠»Ô,20210727,150230,-39415,-180251
23,A008490,º≠»Ô,20210726,149497,-37979,-180481
24,A008490,º≠»Ô,20210723,151072,-39818,-179942
25,A008490,º≠»Ô,20210722,145958,-39838,-174841
26,A008490,º≠»Ô,20210721,138273,-39302,-167372
27,A008490,º≠»Ô,20210720,136240,-37119,-167435
28,A008490,º≠»Ô,20210719,127408,-36892,-158692
29,A008490,º≠»Ô,20210716,123718,-37762,-153627
30,A008490,º≠»Ô,20210715,122386,-37441,-150861
31,A008490,º≠»Ô,20210714,126620,-40665,-146552
32,A008490,º≠»Ô,20210713,122361,-44026,-136910
33,A008490,º≠»Ô,20210712,109067,-46764,-119142
