,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ º¯∏≈ºˆ,ø‹±π¿Œ º¯∏≈ºˆ,±‚∞¸ º¯∏≈ºˆ
0,A258540,Ω∫≈€∑¶,20210827,126508,130,-102856
1,A258540,Ω∫≈€∑¶,20210826,126503,130,-102851
2,A258540,Ω∫≈€∑¶,20210825,126503,130,-102851
3,A258540,Ω∫≈€∑¶,20210824,126502,130,-102850
4,A258540,Ω∫≈€∑¶,20210823,126502,130,-102850
5,A258540,Ω∫≈€∑¶,20210820,126502,130,-102850
6,A258540,Ω∫≈€∑¶,20210819,126502,130,-102850
7,A258540,Ω∫≈€∑¶,20210818,126452,130,-102850
8,A258540,Ω∫≈€∑¶,20210817,126452,130,-102850
9,A258540,Ω∫≈€∑¶,20210813,125952,130,-102350
10,A258540,Ω∫≈€∑¶,20210812,125950,130,-102348
11,A258540,Ω∫≈€∑¶,20210811,125750,130,-102148
12,A258540,Ω∫≈€∑¶,20210810,125750,130,-102148
13,A258540,Ω∫≈€∑¶,20210809,125750,130,-102148
14,A258540,Ω∫≈€∑¶,20210806,125750,130,-102148
15,A258540,Ω∫≈€∑¶,20210805,125750,130,-102148
16,A258540,Ω∫≈€∑¶,20210804,125750,130,-102148
17,A258540,Ω∫≈€∑¶,20210803,127750,130,-102148
18,A258540,Ω∫≈€∑¶,20210802,124714,130,-102148
19,A258540,Ω∫≈€∑¶,20210730,124713,130,-102148
20,A258540,Ω∫≈€∑¶,20210729,124713,130,-102148
21,A258540,Ω∫≈€∑¶,20210728,124843,0,-102148
22,A258540,Ω∫≈€∑¶,20210727,124843,0,-102148
23,A258540,Ω∫≈€∑¶,20210726,122881,0,-102148
24,A258540,Ω∫≈€∑¶,20210723,117365,0,-101601
25,A258540,Ω∫≈€∑¶,20210722,117312,0,-101548
26,A258540,Ω∫≈€∑¶,20210721,117282,0,-101548
27,A258540,Ω∫≈€∑¶,20210720,117282,0,-101548
28,A258540,Ω∫≈€∑¶,20210719,117280,0,-101548
29,A258540,Ω∫≈€∑¶,20210716,117280,0,-101548
30,A258540,Ω∫≈€∑¶,20210715,117280,0,-101548
31,A258540,Ω∫≈€∑¶,20210714,117280,0,-101548
32,A258540,Ω∫≈€∑¶,20210713,115958,0,-100226
33,A258540,Ω∫≈€∑¶,20210712,110958,0,-100226
34,A258540,Ω∫≈€∑¶,20210709,110958,0,-100226
35,A258540,Ω∫≈€∑¶,20210708,109286,0,-98554
36,A258540,Ω∫≈€∑¶,20210707,109286,0,-93554
37,A258540,Ω∫≈€∑¶,20210706,109220,0,-93554
38,A258540,Ω∫≈€∑¶,20210705,108220,0,-92554
39,A258540,Ω∫≈€∑¶,20210702,108220,0,-92554
40,A258540,Ω∫≈€∑¶,20210701,105721,0,-90055
41,A258540,Ω∫≈€∑¶,20210630,105721,0,-85055
42,A258540,Ω∫≈€∑¶,20210629,105720,0,-85054
43,A258540,Ω∫≈€∑¶,20210628,105720,0,-85054
44,A258540,Ω∫≈€∑¶,20210625,105720,0,-85054
45,A258540,Ω∫≈€∑¶,20210624,105720,0,-85054
46,A258540,Ω∫≈€∑¶,20210623,95720,0,-80054
47,A258540,Ω∫≈€∑¶,20210622,87282,0,-76616
48,A258540,Ω∫≈€∑¶,20210621,87282,0,-76616
49,A258540,Ω∫≈€∑¶,20210618,87281,0,-76615
50,A258540,Ω∫≈€∑¶,20210617,87280,0,-76614
51,A258540,Ω∫≈€∑¶,20210616,72077,0,-71614
52,A258540,Ω∫≈€∑¶,20210615,68460,0,-70977
53,A258540,Ω∫≈€∑¶,20210614,69500,0,-70977
54,A258540,Ω∫≈€∑¶,20210611,69500,0,-70977
55,A258540,Ω∫≈€∑¶,20210610,69540,0,-70977
56,A258540,Ω∫≈€∑¶,20210609,69540,0,-70977
57,A258540,Ω∫≈€∑¶,20210608,63615,0,-65052
58,A258540,Ω∫≈€∑¶,20210607,63614,0,-65051
59,A258540,Ω∫≈€∑¶,20210604,63614,0,-65051
60,A258540,Ω∫≈€∑¶,20210603,63814,0,-65051
61,A258540,Ω∫≈€∑¶,20210602,64814,0,-65051
62,A258540,Ω∫≈€∑¶,20210601,64814,0,-65051
63,A258540,Ω∫≈€∑¶,20210531,63814,0,-64051
64,A258540,Ω∫≈€∑¶,20210528,63794,0,-64031
65,A258540,Ω∫≈€∑¶,20210527,63794,0,-64031
66,A258540,Ω∫≈€∑¶,20210526,59459,0,-59031
67,A258540,Ω∫≈€∑¶,20210525,56459,0,-54031
68,A258540,Ω∫≈€∑¶,20210524,55035,0,-52607
69,A258540,Ω∫≈€∑¶,20210521,55035,0,-52607
70,A258540,Ω∫≈€∑¶,20210520,55035,0,-52607
71,A258540,Ω∫≈€∑¶,20210518,54985,0,-52557
72,A258540,Ω∫≈€∑¶,20210517,56158,0,-52557
73,A258540,Ω∫≈€∑¶,20210514,56579,0,-51530
74,A258540,Ω∫≈€∑¶,20210513,54243,0,-49184
75,A258540,Ω∫≈€∑¶,20210512,53500,0,-48441
76,A258540,Ω∫≈€∑¶,20210511,54200,0,-48441
77,A258540,Ω∫≈€∑¶,20210510,49200,0,-43441
78,A258540,Ω∫≈€∑¶,20210507,48501,0,-42744
79,A258540,Ω∫≈€∑¶,20210506,43201,0,-37744
80,A258540,Ω∫≈€∑¶,20210504,38362,0,-32744
81,A258540,Ω∫≈€∑¶,20210503,38362,0,-32744
82,A258540,Ω∫≈€∑¶,20210430,38499,0,-32742
83,A258540,Ω∫≈€∑¶,20210429,34499,0,-27742
84,A258540,Ω∫≈€∑¶,20210428,33739,0,-26982
85,A258540,Ω∫≈€∑¶,20210427,33399,0,-26642
86,A258540,Ω∫≈€∑¶,20210426,31899,0,-26642
87,A258540,Ω∫≈€∑¶,20210423,30564,0,-26307
88,A258540,Ω∫≈€∑¶,20210422,30064,0,-26307
89,A258540,Ω∫≈€∑¶,20210421,27317,0,-23560
90,A258540,Ω∫≈€∑¶,20210420,27287,0,-23530
91,A258540,Ω∫≈€∑¶,20210419,27286,0,-23529
92,A258540,Ω∫≈€∑¶,20210416,27846,0,-23089
93,A258540,Ω∫≈€∑¶,20210415,23846,0,-23089
94,A258540,Ω∫≈€∑¶,20210414,23846,0,-23089
95,A258540,Ω∫≈€∑¶,20210413,23846,0,-23089
96,A258540,Ω∫≈€∑¶,20210412,23846,0,-23089
97,A258540,Ω∫≈€∑¶,20210409,21781,0,-21101
98,A258540,Ω∫≈€∑¶,20210408,21204,0,-21101
99,A258540,Ω∫≈€∑¶,20210407,21204,0,-21101
100,A258540,Ω∫≈€∑¶,20210406,21204,0,-21101
101,A258540,Ω∫≈€∑¶,20210405,21202,0,-21099
102,A258540,Ω∫≈€∑¶,20210402,20399,0,-20296
103,A258540,Ω∫≈€∑¶,20210401,20389,0,-20296
104,A258540,Ω∫≈€∑¶,20210331,19866,0,-19783
105,A258540,Ω∫≈€∑¶,20210330,17526,0,-17443
106,A258540,Ω∫≈€∑¶,20210329,12526,0,-12443
107,A258540,Ω∫≈€∑¶,20210326,12523,0,-12440
108,A258540,Ω∫≈€∑¶,20210325,10367,0,-10284
109,A258540,Ω∫≈€∑¶,20210324,8907,0,-8824
110,A258540,Ω∫≈€∑¶,20210323,8801,0,-8718
111,A258540,Ω∫≈€∑¶,20210322,8440,0,-8357
112,A258540,Ω∫≈€∑¶,20210319,8433,0,-8350
113,A258540,Ω∫≈€∑¶,20210318,8432,0,-8349
114,A258540,Ω∫≈€∑¶,20210317,8347,0,-8264
115,A258540,Ω∫≈€∑¶,20210316,3347,0,-3264
116,A258540,Ω∫≈€∑¶,20210315,2702,0,-2621
117,A258540,Ω∫≈€∑¶,20210312,590,0,-559
118,A258540,Ω∫≈€∑¶,20210311,556,0,-547
