,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
0,A244620,KODEX ธ๐ธเลาPlus,20210827,2175,0,-2175
1,A244620,KODEX ธ๐ธเลาPlus,20210826,2152,0,-2152
2,A244620,KODEX ธ๐ธเลาPlus,20210825,2148,0,-2148
3,A244620,KODEX ธ๐ธเลาPlus,20210824,2013,0,-2013
4,A244620,KODEX ธ๐ธเลาPlus,20210823,1989,0,-1989
5,A244620,KODEX ธ๐ธเลาPlus,20210820,1991,0,-1991
6,A244620,KODEX ธ๐ธเลาPlus,20210819,1885,0,-1885
7,A244620,KODEX ธ๐ธเลาPlus,20210818,2069,0,-2069
8,A244620,KODEX ธ๐ธเลาPlus,20210817,2069,0,-2069
9,A244620,KODEX ธ๐ธเลาPlus,20210813,1440,0,-1440
10,A244620,KODEX ธ๐ธเลาPlus,20210812,1297,0,-1297
11,A244620,KODEX ธ๐ธเลาPlus,20210811,1261,0,-1261
12,A244620,KODEX ธ๐ธเลาPlus,20210810,1327,0,-1327
13,A244620,KODEX ธ๐ธเลาPlus,20210809,1232,0,-1232
14,A244620,KODEX ธ๐ธเลาPlus,20210806,1207,0,-1207
15,A244620,KODEX ธ๐ธเลาPlus,20210805,1091,0,-1091
16,A244620,KODEX ธ๐ธเลาPlus,20210804,4374,0,-4374
17,A244620,KODEX ธ๐ธเลาPlus,20210803,4185,0,-4185
18,A244620,KODEX ธ๐ธเลาPlus,20210802,4398,0,-4429
19,A244620,KODEX ธ๐ธเลาPlus,20210730,4381,0,-4415
20,A244620,KODEX ธ๐ธเลาPlus,20210729,4789,0,-4823
21,A244620,KODEX ธ๐ธเลาPlus,20210728,4840,0,-4877
22,A244620,KODEX ธ๐ธเลาPlus,20210727,1847,0,-1888
23,A244620,KODEX ธ๐ธเลาPlus,20210726,1058,0,-1107
24,A244620,KODEX ธ๐ธเลาPlus,20210723,1031,0,-1091
25,A244620,KODEX ธ๐ธเลาPlus,20210722,1165,0,-1231
26,A244620,KODEX ธ๐ธเลาPlus,20210721,1056,0,-1122
27,A244620,KODEX ธ๐ธเลาPlus,20210720,1133,0,-1199
28,A244620,KODEX ธ๐ธเลาPlus,20210719,1075,0,-1141
29,A244620,KODEX ธ๐ธเลาPlus,20210716,969,0,-1035
30,A244620,KODEX ธ๐ธเลาPlus,20210715,469,0,-469
31,A244620,KODEX ธ๐ธเลาPlus,20210714,1231,0,-1231
32,A244620,KODEX ธ๐ธเลาPlus,20210713,1412,0,-1412
33,A244620,KODEX ธ๐ธเลาPlus,20210712,2359,0,-2359
34,A244620,KODEX ธ๐ธเลาPlus,20210709,2317,0,-2317
35,A244620,KODEX ธ๐ธเลาPlus,20210708,2300,0,-2300
36,A244620,KODEX ธ๐ธเลาPlus,20210707,2274,0,-2274
37,A244620,KODEX ธ๐ธเลาPlus,20210706,2314,0,-2314
38,A244620,KODEX ธ๐ธเลาPlus,20210705,2313,0,-2313
39,A244620,KODEX ธ๐ธเลาPlus,20210702,2467,0,-2467
40,A244620,KODEX ธ๐ธเลาPlus,20210701,2616,0,-2616
41,A244620,KODEX ธ๐ธเลาPlus,20210630,2580,0,-2580
42,A244620,KODEX ธ๐ธเลาPlus,20210629,3239,0,-3239
43,A244620,KODEX ธ๐ธเลาPlus,20210628,3264,0,-3264
44,A244620,KODEX ธ๐ธเลาPlus,20210625,3952,0,-3952
45,A244620,KODEX ธ๐ธเลาPlus,20210624,4098,0,-4098
46,A244620,KODEX ธ๐ธเลาPlus,20210623,3999,0,-3999
47,A244620,KODEX ธ๐ธเลาPlus,20210622,3273,0,-3273
48,A244620,KODEX ธ๐ธเลาPlus,20210621,3206,0,-3206
49,A244620,KODEX ธ๐ธเลาPlus,20210618,3134,0,-3134
50,A244620,KODEX ธ๐ธเลาPlus,20210617,2732,0,-2732
51,A244620,KODEX ธ๐ธเลาPlus,20210616,2747,0,-2747
52,A244620,KODEX ธ๐ธเลาPlus,20210615,2712,0,-2712
53,A244620,KODEX ธ๐ธเลาPlus,20210614,3098,0,-3098
54,A244620,KODEX ธ๐ธเลาPlus,20210611,3011,0,-3011
55,A244620,KODEX ธ๐ธเลาPlus,20210610,3011,0,-3011
56,A244620,KODEX ธ๐ธเลาPlus,20210609,3017,0,-3017
57,A244620,KODEX ธ๐ธเลาPlus,20210608,2989,0,-2989
58,A244620,KODEX ธ๐ธเลาPlus,20210607,3095,0,-3095
59,A244620,KODEX ธ๐ธเลาPlus,20210604,3257,0,-3257
60,A244620,KODEX ธ๐ธเลาPlus,20210603,3214,0,-3214
61,A244620,KODEX ธ๐ธเลาPlus,20210602,3232,0,-3232
62,A244620,KODEX ธ๐ธเลาPlus,20210601,3232,0,-3232
63,A244620,KODEX ธ๐ธเลาPlus,20210531,3182,0,-3182
64,A244620,KODEX ธ๐ธเลาPlus,20210528,3168,0,-3168
65,A244620,KODEX ธ๐ธเลาPlus,20210527,3217,0,-3217
66,A244620,KODEX ธ๐ธเลาPlus,20210526,3329,0,-3329
67,A244620,KODEX ธ๐ธเลาPlus,20210525,3295,0,-3295
