,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฐณภฮ ผ๘ธลผ๖,ฟÜฑนภฮ ผ๘ธลผ๖,ฑโฐü ผ๘ธลผ๖
68,A244620,KODEX ธ๐ธเลาPlus,20210524,3363,0,-3363
69,A244620,KODEX ธ๐ธเลาPlus,20210521,3404,0,-3404
70,A244620,KODEX ธ๐ธเลาPlus,20210520,4383,0,-4383
71,A244620,KODEX ธ๐ธเลาPlus,20210518,3375,0,-3375
72,A244620,KODEX ธ๐ธเลาPlus,20210517,3319,0,-3319
73,A244620,KODEX ธ๐ธเลาPlus,20210514,3141,0,-3141
74,A244620,KODEX ธ๐ธเลาPlus,20210513,3153,0,-3153
75,A244620,KODEX ธ๐ธเลาPlus,20210512,3041,0,-3041
76,A244620,KODEX ธ๐ธเลาPlus,20210511,2916,0,-2916
77,A244620,KODEX ธ๐ธเลาPlus,20210510,2846,0,-2846
78,A244620,KODEX ธ๐ธเลาPlus,20210507,3011,0,-3011
79,A244620,KODEX ธ๐ธเลาPlus,20210506,3029,0,-3029
80,A244620,KODEX ธ๐ธเลาPlus,20210504,3299,0,-3299
81,A244620,KODEX ธ๐ธเลาPlus,20210503,3037,0,-3037
82,A244620,KODEX ธ๐ธเลาPlus,20210430,2901,0,-2901
83,A244620,KODEX ธ๐ธเลาPlus,20210429,2865,0,-2865
84,A244620,KODEX ธ๐ธเลาPlus,20210428,2856,0,-2856
85,A244620,KODEX ธ๐ธเลาPlus,20210427,1898,0,-1898
86,A244620,KODEX ธ๐ธเลาPlus,20210426,1924,0,-1924
87,A244620,KODEX ธ๐ธเลาPlus,20210423,1778,0,-1778
88,A244620,KODEX ธ๐ธเลาPlus,20210422,1846,0,-1846
89,A244620,KODEX ธ๐ธเลาPlus,20210421,1813,0,-1813
90,A244620,KODEX ธ๐ธเลาPlus,20210420,1877,0,-1877
91,A244620,KODEX ธ๐ธเลาPlus,20210419,1928,0,-1928
92,A244620,KODEX ธ๐ธเลาPlus,20210416,1883,0,-1883
93,A244620,KODEX ธ๐ธเลาPlus,20210415,1827,0,-1827
94,A244620,KODEX ธ๐ธเลาPlus,20210414,1752,0,-1752
95,A244620,KODEX ธ๐ธเลาPlus,20210413,1698,0,-1698
96,A244620,KODEX ธ๐ธเลาPlus,20210412,1675,0,-1675
97,A244620,KODEX ธ๐ธเลาPlus,20210409,840,0,-840
98,A244620,KODEX ธ๐ธเลาPlus,20210408,851,0,-851
99,A244620,KODEX ธ๐ธเลาPlus,20210407,845,0,-845
100,A244620,KODEX ธ๐ธเลาPlus,20210406,826,0,-826
101,A244620,KODEX ธ๐ธเลาPlus,20210405,323,0,-323
102,A244620,KODEX ธ๐ธเลาPlus,20210402,461,0,-461
103,A244620,KODEX ธ๐ธเลาPlus,20210401,351,0,-351
104,A244620,KODEX ธ๐ธเลาPlus,20210331,354,0,-354
105,A244620,KODEX ธ๐ธเลาPlus,20210330,349,0,-349
106,A244620,KODEX ธ๐ธเลาPlus,20210329,354,0,-354
107,A244620,KODEX ธ๐ธเลาPlus,20210326,346,0,-346
108,A244620,KODEX ธ๐ธเลาPlus,20210325,331,0,-331
109,A244620,KODEX ธ๐ธเลาPlus,20210324,375,0,-375
110,A244620,KODEX ธ๐ธเลาPlus,20210323,334,0,-334
111,A244620,KODEX ธ๐ธเลาPlus,20210322,318,0,-318
112,A244620,KODEX ธ๐ธเลาPlus,20210319,-407,0,407
113,A244620,KODEX ธ๐ธเลาPlus,20210318,-398,0,398
114,A244620,KODEX ธ๐ธเลาPlus,20210317,-383,0,383
115,A244620,KODEX ธ๐ธเลาPlus,20210316,-355,0,355
116,A244620,KODEX ธ๐ธเลาPlus,20210315,-286,0,286
117,A244620,KODEX ธ๐ธเลาPlus,20210312,-551,0,551
118,A244620,KODEX ธ๐ธเลาPlus,20210311,-582,0,582
