,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╟Ёюн ╪Ь╦е╪Ж,©э╠╧юн ╪Ь╦е╪Ж,╠Б╟Э ╪Ь╦е╪Ж
46,A003240,еб╠╓╩Й╬В,20210623,-7403,-5748,12245
47,A003240,еб╠╓╩Й╬В,20210622,-7594,-5633,12314
48,A003240,еб╠╓╩Й╬В,20210621,-7641,-5680,12408
49,A003240,еб╠╓╩Й╬В,20210618,-7697,-5701,12505
50,A003240,еб╠╓╩Й╬В,20210617,-7769,-5588,12471
51,A003240,еб╠╓╩Й╬В,20210616,-8127,-5637,12878
52,A003240,еб╠╓╩Й╬В,20210615,-8950,-5511,13703
53,A003240,еб╠╓╩Й╬В,20210614,-9215,-5398,13806
54,A003240,еб╠╓╩Й╬В,20210611,-9154,-5772,14121
55,A003240,еб╠╓╩Й╬В,20210610,-8916,-5867,13982
56,A003240,еб╠╓╩Й╬В,20210609,-8562,-5855,13602
57,A003240,еб╠╓╩Й╬В,20210608,-8166,-5575,12930
58,A003240,еб╠╓╩Й╬В,20210607,-7817,-5590,12601
59,A003240,еб╠╓╩Й╬В,20210604,-7086,-5668,12195
60,A003240,еб╠╓╩Й╬В,20210603,-6721,-5828,12036
61,A003240,еб╠╓╩Й╬В,20210602,-6294,-6055,11901
62,A003240,еб╠╓╩Й╬В,20210601,-6229,-5245,11097
63,A003240,еб╠╓╩Й╬В,20210531,-6266,-5133,11026
64,A003240,еб╠╓╩Й╬В,20210528,-6358,-4939,10924
65,A003240,еб╠╓╩Й╬В,20210527,-5229,-5561,10414
66,A003240,еб╠╓╩Й╬В,20210526,-5319,-5064,10068
67,A003240,еб╠╓╩Й╬В,20210525,-4537,-5335,9490
68,A003240,еб╠╓╩Й╬В,20210524,-4440,-5189,9250
69,A003240,еб╠╓╩Й╬В,20210521,-4054,-5141,8790
70,A003240,еб╠╓╩Й╬В,20210520,-3608,-5080,8273
71,A003240,еб╠╓╩Й╬В,20210518,-3660,-4857,8105
72,A003240,еб╠╓╩Й╬В,20210517,-3429,-4389,7411
73,A003240,еб╠╓╩Й╬В,20210514,-3111,-4406,7104
74,A003240,еб╠╓╩Й╬В,20210513,-3023,-4299,6898
75,A003240,еб╠╓╩Й╬В,20210512,-2360,-4434,5957
76,A003240,еб╠╓╩Й╬В,20210511,-2580,-3959,5700
77,A003240,еб╠╓╩Й╬В,20210510,-1887,-3744,4850
78,A003240,еб╠╓╩Й╬В,20210507,-1906,-3419,4590
79,A003240,еб╠╓╩Й╬В,20210506,-1975,-3023,4259
80,A003240,еб╠╓╩Й╬В,20210504,-1239,-3077,3563
81,A003240,еб╠╓╩Й╬В,20210503,-916,-3057,3242
82,A003240,еб╠╓╩Й╬В,20210430,-766,-2957,3056
83,A003240,еб╠╓╩Й╬В,20210429,-1264,-2596,3194
84,A003240,еб╠╓╩Й╬В,20210428,-871,-2966,3163
85,A003240,еб╠╓╩Й╬В,20210427,-944,-2738,3092
86,A003240,еб╠╓╩Й╬В,20210426,-1707,-2554,3816
87,A003240,еб╠╓╩Й╬В,20210423,-2123,-2205,3902
88,A003240,еб╠╓╩Й╬В,20210422,-2024,-2094,3686
89,A003240,еб╠╓╩Й╬В,20210421,-2345,-1921,3913
90,A003240,еб╠╓╩Й╬В,20210420,-2390,-1572,3612
91,A003240,еб╠╓╩Й╬В,20210419,-2258,-1749,3660
92,A003240,еб╠╓╩Й╬В,20210416,-2002,-1999,3665
93,A003240,еб╠╓╩Й╬В,20210415,-2154,-1953,3779
94,A003240,еб╠╓╩Й╬В,20210414,-2066,-2164,3906
95,A003240,еб╠╓╩Й╬В,20210413,-2620,-1977,4269
96,A003240,еб╠╓╩Й╬В,20210412,-2277,-1985,3917
97,A003240,еб╠╓╩Й╬В,20210409,-2320,-1914,3888
98,A003240,еб╠╓╩Й╬В,20210408,-2046,-2010,3727
99,A003240,еб╠╓╩Й╬В,20210407,-2162,-1801,3694
100,A003240,еб╠╓╩Й╬В,20210406,-2188,-1535,3462
101,A003240,еб╠╓╩Й╬В,20210405,-2493,-1282,3540
102,A003240,еб╠╓╩Й╬В,20210402,-2126,-1219,3109
103,A003240,еб╠╓╩Й╬В,20210401,-1503,-1248,2512
104,A003240,еб╠╓╩Й╬В,20210331,-1407,-1076,2254
105,A003240,еб╠╓╩Й╬В,20210330,-1581,-892,2299
106,A003240,еб╠╓╩Й╬В,20210329,-1613,-770,2227
107,A003240,еб╠╓╩Й╬В,20210326,-2018,-454,2318
108,A003240,еб╠╓╩Й╬В,20210325,-1982,-283,2112
109,A003240,еб╠╓╩Й╬В,20210324,-2173,-103,2123
110,A003240,еб╠╓╩Й╬В,20210323,-2237,28,2056
111,A003240,еб╠╓╩Й╬В,20210322,-2257,157,1948
112,A003240,еб╠╓╩Й╬В,20210319,-1762,-157,1794
113,A003240,еб╠╓╩Й╬В,20210318,-1805,4,1676
114,A003240,еб╠╓╩Й╬В,20210317,-1701,-37,1613
115,A003240,еб╠╓╩Й╬В,20210316,-1845,32,1688
116,A003240,еб╠╓╩Й╬В,20210315,-1415,-34,1323
117,A003240,еб╠╓╩Й╬В,20210312,-1349,-120,1344
118,A003240,еб╠╓╩Й╬В,20210311,-1161,-29,1066
