,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210827,2558337,-44066,-2656960
1,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210826,2564376,-39707,-2667532
2,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210825,2548617,-36577,-2655532
3,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210824,2543387,-40866,-2645999
4,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210823,2566626,-50783,-2660459
5,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210820,2557518,-25106,-2676765
6,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210819,2563288,-31977,-2678261
7,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210818,2551239,-34296,-2663796
8,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210817,2568652,-57287,-2659053
9,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210813,2539471,-41696,-2646834
10,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210812,2464163,-6307,-2607209
11,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210811,2452064,-3164,-2597028
12,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210810,2429337,8695,-2586728
13,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210809,2416250,13719,-2578948
14,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210806,2402316,31198,-2581225
15,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210805,2325167,42239,-2514289
16,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210804,2305473,40851,-2492695
17,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210803,2315942,53100,-2515625
18,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210802,2348874,12213,-2507887
19,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210730,2388724,897,-2536733
20,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210729,2331369,-8929,-2468790
21,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210728,2258816,20174,-2425075
22,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210727,2293229,-17065,-2422081
23,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210726,2291387,-21236,-2416300
24,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210723,2320552,-49553,-2417143
25,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210722,2323679,-58246,-2411919
26,A011170,·Ôµ¥ÄÉ¹ÌÄ®,20210721,2287021,-27895,-2404764
