,Á¾¸ñÄÚµå,Á¾¸ñ¸í,³¯Â¥,°³ÀÎ ¼ø¸Å¼ö,¿Ü±¹ÀÎ ¼ø¸Å¼ö,±â°ü ¼ø¸Å¼ö
0,A011090,¿¡³Ø½º,20210827,3260371,218798,218888
1,A011090,¿¡³Ø½º,20210826,2972326,523735,213817
2,A011090,¿¡³Ø½º,20210825,2937257,561942,213859
3,A011090,¿¡³Ø½º,20210824,2834084,665543,213431
4,A011090,¿¡³Ø½º,20210823,2929224,570778,213095
5,A011090,¿¡³Ø½º,20210820,3082739,417234,213079
6,A011090,¿¡³Ø½º,20210819,3371128,128950,213048
7,A011090,¿¡³Ø½º,20210818,3602235,-103421,214362
8,A011090,¿¡³Ø½º,20210817,3726142,-222725,209591
9,A011090,¿¡³Ø½º,20210813,3678442,-171235,209555
10,A011090,¿¡³Ø½º,20210812,3672159,-149549,194842
11,A011090,¿¡³Ø½º,20210811,3594245,-68679,193286
12,A011090,¿¡³Ø½º,20210810,3645779,-114795,190676
13,A011090,¿¡³Ø½º,20210809,3815259,-281780,188161
14,A011090,¿¡³Ø½º,20210806,3828971,-297033,188710
15,A011090,¿¡³Ø½º,20210805,3726490,-259812,190579
16,A011090,¿¡³Ø½º,20210804,3563326,-90170,184088
17,A011090,¿¡³Ø½º,20210803,3731224,-249764,184131
18,A011090,¿¡³Ø½º,20210802,3764227,-247348,207426
19,A011090,¿¡³Ø½º,20210730,3739638,-201481,187486
20,A011090,¿¡³Ø½º,20210729,3792116,-251350,187478
21,A011090,¿¡³Ø½º,20210728,3861313,-320811,187431
22,A011090,¿¡³Ø½º,20210727,3784016,-246052,182394
23,A011090,¿¡³Ø½º,20210726,3762318,-203888,178404
24,A011090,¿¡³Ø½º,20210723,3783739,-224839,178400
25,A011090,¿¡³Ø½º,20210722,3582720,-184044,340471
26,A011090,¿¡³Ø½º,20210721,3658349,-256109,340506
27,A011090,¿¡³Ø½º,20210720,3654195,-280385,340539
28,A011090,¿¡³Ø½º,20210719,3625449,-265132,357842
29,A011090,¿¡³Ø½º,20210716,3632787,-289704,357870
30,A011090,¿¡³Ø½º,20210715,3654793,-328423,345558
31,A011090,¿¡³Ø½º,20210714,3652279,-303548,345931
32,A011090,¿¡³Ø½º,20210713,3607798,-261634,346055
33,A011090,¿¡³Ø½º,20210712,3654619,-299760,346119
34,A011090,¿¡³Ø½º,20210709,3501126,-126020,345638
35,A011090,¿¡³Ø½º,20210708,3681893,-229204,279903
36,A011090,¿¡³Ø½º,20210707,3746083,-243839,283720
37,A011090,¿¡³Ø½º,20210706,3535326,-63727,316753
38,A011090,¿¡³Ø½º,20210705,3752947,-247535,283517
39,A011090,¿¡³Ø½º,20210702,3839543,-295581,287426
40,A011090,¿¡³Ø½º,20210701,3863905,-262815,275970
41,A011090,¿¡³Ø½º,20210630,2771504,631466,353099
42,A011090,¿¡³Ø½º,20210629,3298697,229893,293448
43,A011090,¿¡³Ø½º,20210628,3810908,-253541,280386
44,A011090,¿¡³Ø½º,20210625,3817767,-198415,310726
45,A011090,¿¡³Ø½º,20210624,3699833,-114431,353008
46,A011090,¿¡³Ø½º,20210623,3329633,258243,350770
47,A011090,¿¡³Ø½º,20210622,3812078,-194350,299043
48,A011090,¿¡³Ø½º,20210621,2811454,8707,1077618
49,A011090,¿¡³Ø½º,20210618,3122768,-311876,1077683
50,A011090,¿¡³Ø½º,20210617,3197803,-362582,1051546
51,A011090,¿¡³Ø½º,20210616,2926579,-206431,1157965
52,A011090,¿¡³Ø½º,20210615,2781435,31987,1055408
53,A011090,¿¡³Ø½º,20210614,2167956,627531,1086230
54,A011090,¿¡³Ø½º,20210611,2059586,744587,1086481
55,A011090,¿¡³Ø½º,20210610,2251156,562971,1082032
56,A011090,¿¡³Ø½º,20210609,2244537,528168,1106702
57,A011090,¿¡³Ø½º,20210608,2329251,462490,970714
58,A011090,¿¡³Ø½º,20210607,2485833,490277,933435
59,A011090,¿¡³Ø½º,20210604,1729704,1007405,1061348
60,A011090,¿¡³Ø½º,20210603,-1431765,271576,1081132
61,A011090,¿¡³Ø½º,20210602,-855013,-58836,839192
62,A011090,¿¡³Ø½º,20210601,-67975,-80852,192281
63,A011090,¿¡³Ø½º,20210531,381838,-344641,-5150
64,A011090,¿¡³Ø½º,20210528,432687,-395350,-5190
65,A011090,¿¡³Ø½º,20210527,401569,-390811,-5162
66,A011090,¿¡³Ø½º,20210526,323378,-313616,-5171
67,A011090,¿¡³Ø½º,20210525,181358,-150501,-5320
68,A011090,¿¡³Ø½º,20210524,407290,-374550,-5299
69,A011090,¿¡³Ø½º,20210521,398690,-365129,-5295
70,A011090,¿¡³Ø½º,20210520,394629,-438131,-1051
71,A011090,¿¡³Ø½º,20210518,-53759,-149390,169564
72,A011090,¿¡³Ø½º,20210517,192245,-262006,58894
73,A011090,¿¡³Ø½º,20210514,392305,-376074,-3695
74,A011090,¿¡³Ø½º,20210513,260725,-244232,-3718
75,A011090,¿¡³Ø½º,20210512,338362,-324245,-2280
76,A011090,¿¡³Ø½º,20210511,214452,-197959,-2348
77,A011090,¿¡³Ø½º,20210510,277333,-261154,-1983
78,A011090,¿¡³Ø½º,20210507,274403,-259673,-2086
79,A011090,¿¡³Ø½º,20210506,425535,-411452,-2229
