,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A264660,╬╬╬ьаЖгоюлеве╘,20210823,12800,13250,12700,13200,17697,359,8405000
1,A264660,╬╬╬ьаЖгоюлеве╘,20210820,13000,13200,12500,12700,80370,359,8405000
2,A264660,╬╬╬ьаЖгоюлеве╘,20210819,13200,13650,12850,12900,87517,359,8405000
3,A264660,╬╬╬ьаЖгоюлеве╘,20210818,13600,13950,13350,13600,106419,359,8405000
4,A264660,╬╬╬ьаЖгоюлеве╘,20210817,14850,14850,13650,13700,339248,359,8405000
5,A264660,╬╬╬ьаЖгоюлеве╘,20210813,15750,15800,15000,15400,149116,359,8405000
6,A264660,╬╬╬ьаЖгоюлеве╘,20210812,15500,16050,15300,15850,68262,359,8405000
7,A264660,╬╬╬ьаЖгоюлеве╘,20210811,16000,16100,15450,15500,134724,359,8405000
8,A264660,╬╬╬ьаЖгоюлеве╘,20210810,16350,16900,16050,16100,83371,359,8405000
9,A264660,╬╬╬ьаЖгоюлеве╘,20210809,16150,17100,15900,16550,204017,359,8405000
10,A264660,╬╬╬ьаЖгоюлеве╘,20210806,16900,16950,16100,16150,158496,359,8405000
11,A264660,╬╬╬ьаЖгоюлеве╘,20210805,16750,17150,16550,16800,107126,359,8405000
12,A264660,╬╬╬ьаЖгоюлеве╘,20210804,17250,17500,16700,16850,193915,359,8405000
13,A264660,╬╬╬ьаЖгоюлеве╘,20210803,17150,17600,16450,17600,338027,359,8405000
14,A264660,╬╬╬ьаЖгоюлеве╘,20210802,15850,17300,15600,17300,499515,359,8405000
15,A264660,╬╬╬ьаЖгоюлеве╘,20210730,16700,16900,15600,15850,263266,359,8405000
16,A264660,╬╬╬ьаЖгоюлеве╘,20210729,15250,17450,15200,16850,817489,359,8405000
17,A264660,╬╬╬ьаЖгоюлеве╘,20210728,13950,15400,13750,15350,388578,359,8405000
18,A264660,╬╬╬ьаЖгоюлеве╘,20210727,14050,14650,14050,14250,176739,359,8405000
