,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A279600,╧л╣П╬На╗,20210823,15750,15750,14800,14950,11585,355,4684000
1,A279600,╧л╣П╬На╗,20210820,15800,16200,14500,15250,72417,355,4684000
2,A279600,╧л╣П╬На╗,20210819,16000,16500,15600,15800,53629,355,4684000
3,A279600,╧л╣П╬На╗,20210818,15750,16250,15450,16250,39836,355,4684000
4,A279600,╧л╣П╬На╗,20210817,15800,16200,15250,15900,44493,355,4684000
5,A279600,╧л╣П╬На╗,20210813,16900,16900,15700,15950,75330,355,4684000
6,A279600,╧л╣П╬На╗,20210812,16250,17400,16200,17000,65288,355,4684000
7,A279600,╧л╣П╬На╗,20210811,16700,16850,16350,16450,30388,355,4684000
8,A279600,╧л╣П╬На╗,20210810,17150,17400,16400,16850,91116,355,4684000
9,A279600,╧л╣П╬На╗,20210809,15800,18300,15800,17100,295695,355,4684000
10,A279600,╧л╣П╬На╗,20210806,16150,16450,15600,15800,40324,355,4684000
11,A279600,╧л╣П╬На╗,20210805,16600,16650,16150,16300,18923,355,4684000
12,A279600,╧л╣П╬На╗,20210804,16250,16500,15750,16450,29511,355,4684000
13,A279600,╧л╣П╬На╗,20210803,15500,16600,15500,16150,79663,355,4684000
14,A279600,╧л╣П╬На╗,20210802,15200,16400,15100,15500,17047,355,4684000
15,A279600,╧л╣П╬На╗,20210730,15450,15500,14650,15300,17271,355,4684000
16,A279600,╧л╣П╬На╗,20210729,15350,15700,14900,14900,18905,355,4684000
17,A279600,╧л╣П╬На╗,20210728,15700,15900,14950,15350,48399,355,4684000
18,A279600,╧л╣П╬На╗,20210727,15800,16000,15450,15850,24748,355,4684000
19,A279600,╧л╣П╬На╗,20210726,15950,16150,15650,15800,16613,355,4684000
20,A279600,╧л╣П╬На╗,20210723,15800,16100,15800,16000,12632,355,4684000
21,A279600,╧л╣П╬На╗,20210722,15800,16100,15650,16000,22401,355,4684000
22,A279600,╧л╣П╬На╗,20210721,16500,16700,15650,16000,55846,355,4684000
23,A279600,╧л╣П╬На╗,20210720,16650,16650,16250,16600,28673,355,4684000
24,A279600,╧л╣П╬На╗,20210719,16500,16850,16400,16800,20650,355,4684000
25,A279600,╧л╣П╬На╗,20210716,16800,17100,16350,16950,45507,355,4684000
26,A279600,╧л╣П╬На╗,20210715,17300,17300,16650,16800,71404,355,4684000
27,A279600,╧л╣П╬На╗,20210714,17750,18500,17000,17000,73781,355,4684000
28,A279600,╧л╣П╬На╗,20210713,17700,18400,17350,17950,64367,355,4684000
29,A279600,╧л╣П╬На╗,20210712,18200,18300,17650,17800,66532,355,4684000
30,A279600,╧л╣П╬На╗,20210709,18350,19000,17600,18350,179026,355,4684000
31,A279600,╧л╣П╬На╗,20210708,17450,19300,16900,18350,712813,355,4684000
32,A279600,╧л╣П╬На╗,20210707,16000,18000,15850,16600,300259,355,4684000
33,A279600,╧л╣П╬На╗,20210706,15450,15650,15200,15500,8651,355,4684000
34,A279600,╧л╣П╬На╗,20210705,15400,15600,15150,15450,21681,355,4684000
35,A279600,╧л╣П╬На╗,20210702,15700,16300,15350,15450,40302,355,4684000
36,A279600,╧л╣П╬На╗,20210701,15600,15700,15100,15600,39053,355,4684000
37,A279600,╧л╣П╬На╗,20210630,15100,15600,14850,15600,73866,355,4684000
38,A279600,╧л╣П╬На╗,20210629,14650,14850,14400,14800,17957,355,4684000
39,A279600,╧л╣П╬На╗,20210628,14750,14950,14500,14650,13597,355,4684000
40,A279600,╧л╣П╬На╗,20210625,14500,14900,14400,14750,18862,355,4684000
41,A279600,╧л╣П╬На╗,20210624,14600,14800,14150,14700,28678,355,4684000
42,A279600,╧л╣П╬На╗,20210623,13950,14600,13800,14600,53769,355,4684000
43,A279600,╧л╣П╬На╗,20210622,14350,14500,13900,13900,27359,355,4684000
44,A279600,╧л╣П╬На╗,20210621,14400,14400,14100,14350,22416,355,4684000
45,A279600,╧л╣П╬На╗,20210618,13900,14100,13400,14000,40376,355,4684000
46,A279600,╧л╣П╬На╗,20210617,14300,14300,13900,13900,43317,355,4684000
47,A279600,╧л╣П╬На╗,20210616,14750,14750,13900,14250,83639,355,4684000
48,A279600,╧л╣П╬На╗,20210615,14900,15050,14500,14750,44381,355,4684000
49,A279600,╧л╣П╬На╗,20210614,14900,15400,14650,15000,55465,355,4684000
50,A279600,╧л╣П╬На╗,20210611,14600,14700,14400,14650,26648,355,4684000
51,A279600,╧л╣П╬На╗,20210610,14400,14750,14150,14550,33259,355,4638000
52,A279600,╧л╣П╬На╗,20210609,14650,14650,14100,14500,26034,355,4638000
53,A279600,╧л╣П╬На╗,20210608,14300,14750,14000,14450,74386,355,4638000
