,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A083550,диюл©╔,20210823,8600,8690,8340,8680,31161,258,10755000
1,A083550,диюл©╔,20210820,8860,8980,8550,8600,89554,258,10755000
2,A083550,диюл©╔,20210819,9340,9340,8850,8890,79365,258,10755000
3,A083550,диюл©╔,20210818,9300,9490,9200,9330,48952,258,10755000
4,A083550,диюл©╔,20210817,9820,9930,9180,9490,80946,258,10755000
5,A083550,диюл©╔,20210813,9930,9970,9590,9920,77258,258,10755000
6,A083550,диюл©╔,20210812,9990,10000,9900,9940,61244,258,10755000
7,A083550,диюл©╔,20210811,10000,10050,9950,9990,35676,258,10755000
8,A083550,диюл©╔,20210810,10100,10100,9970,10000,45201,258,10755000
9,A083550,диюл©╔,20210809,10050,10150,9970,10100,52800,258,10755000
10,A083550,диюл©╔,20210806,10150,10200,10050,10050,39165,258,10755000
11,A083550,диюл©╔,20210805,10150,10250,10050,10200,28048,258,10755000
12,A083550,диюл©╔,20210804,10050,10100,9990,10100,34842,258,10755000
13,A083550,диюл©╔,20210803,10050,10100,9930,10050,69406,258,10755000
14,A083550,диюл©╔,20210802,10050,10150,10000,10100,27876,258,10755000
15,A083550,диюл©╔,20210730,10200,10200,10000,10050,62393,258,10755000
16,A083550,диюл©╔,20210729,10250,10350,10100,10150,37914,258,10755000
17,A083550,диюл©╔,20210728,10450,10750,10150,10250,316893,258,10755000
18,A083550,диюл©╔,20210727,10000,10200,10000,10200,72095,258,10755000
19,A083550,диюл©╔,20210726,10150,10150,10000,10000,47702,258,10755000
20,A083550,диюл©╔,20210723,10100,10150,10050,10100,57322,258,10755000
21,A083550,диюл©╔,20210722,10200,10300,10050,10100,93859,258,10755000
22,A083550,диюл©╔,20210721,10300,10400,10150,10250,63012,258,10755000
23,A083550,диюл©╔,20210720,10300,10450,10200,10350,54767,258,10755000
24,A083550,диюл©╔,20210719,10300,10500,10200,10300,65017,258,10755000
25,A083550,диюл©╔,20210716,10500,10550,10350,10400,34866,258,10755000
26,A083550,диюл©╔,20210715,10350,10500,10300,10450,78596,258,10755000
27,A083550,диюл©╔,20210714,10400,10400,10200,10300,44166,258,10755000
28,A083550,диюл©╔,20210713,10350,10500,10200,10350,56864,258,10755000
29,A083550,диюл©╔,20210712,10250,10550,10200,10350,103477,258,10755000
30,A083550,диюл©╔,20210709,10250,10450,10050,10150,190874,258,10755000
31,A083550,диюл©╔,20210708,10650,10700,10200,10250,112294,258,10755000
32,A083550,диюл©╔,20210707,10400,10750,10400,10600,115072,258,10755000
33,A083550,диюл©╔,20210706,10450,10550,10250,10350,65569,258,10755000
34,A083550,диюл©╔,20210705,10350,10550,10350,10450,40933,258,10755000
35,A083550,диюл©╔,20210702,10300,10450,10250,10350,49407,258,10755000
36,A083550,диюл©╔,20210701,10400,10400,10200,10300,74063,258,10755000
37,A083550,диюл©╔,20210630,10550,10550,10350,10400,45947,258,10755000
38,A083550,диюл©╔,20210629,10650,10650,10450,10500,32559,258,10755000
39,A083550,диюл©╔,20210628,10250,10600,10250,10550,107347,258,10755000
40,A083550,диюл©╔,20210625,10350,10400,10250,10250,41287,258,10755000
41,A083550,диюл©╔,20210624,10400,10450,10200,10300,74074,258,10755000
42,A083550,диюл©╔,20210623,10150,10450,10050,10400,124954,258,10755000
43,A083550,диюл©╔,20210622,10100,10150,9990,10050,69269,258,10755000
44,A083550,диюл©╔,20210621,10200,10250,9970,10000,161740,258,10755000
45,A083550,диюл©╔,20210618,10250,10300,10200,10250,33492,258,10755000
46,A083550,диюл©╔,20210617,10300,10350,10200,10250,29026,258,10755000
47,A083550,диюл©╔,20210616,10400,10400,10250,10300,32486,258,10755000
48,A083550,диюл©╔,20210615,10200,10400,10200,10350,59738,258,10755000
49,A083550,диюл©╔,20210614,10250,10400,10200,10200,54720,258,10755000
50,A083550,диюл©╔,20210611,10400,10400,10250,10250,45889,258,10755000
51,A083550,диюл©╔,20210610,10250,10350,10250,10300,26179,258,10755000
52,A083550,диюл©╔,20210609,10500,10550,10250,10250,62503,258,10755000
53,A083550,диюл©╔,20210608,10550,10650,10450,10500,47102,258,10755000
54,A083550,диюл©╔,20210607,10650,10700,10500,10650,71748,258,10755000
55,A083550,диюл©╔,20210604,10700,10750,10450,10550,70980,258,10755000
56,A083550,диюл©╔,20210603,10750,10800,10600,10700,53251,258,10755000
57,A083550,диюл©╔,20210602,10500,10700,10500,10600,40748,258,10755000
58,A083550,диюл©╔,20210601,10500,10600,10450,10500,48631,258,10755000
59,A083550,диюл©╔,20210531,10700,10750,10450,10500,37029,258,10755000
60,A083550,диюл©╔,20210528,10450,10650,10400,10650,39361,258,10755000
61,A083550,диюл©╔,20210527,10350,10450,10250,10450,37381,258,10755000
62,A083550,диюл©╔,20210526,10300,10400,10250,10350,49696,258,10755000
63,A083550,диюл©╔,20210525,10350,10400,10200,10300,43492,258,10755000
64,A083550,диюл©╔,20210524,10600,10650,10300,10300,58394,258,10755000
65,A083550,диюл©╔,20210521,10650,10750,10550,10600,37830,258,10755000
66,A083550,диюл©╔,20210520,10500,10700,10500,10650,33844,258,10755000
67,A083550,диюл©╔,20210518,10750,10800,10500,10650,89415,258,10755000
68,A083550,диюл©╔,20210517,11200,11250,10750,10850,133774,258,10755000
69,A083550,диюл©╔,20210514,11000,11500,11000,11450,78925,258,10755000
70,A083550,диюл©╔,20210513,11050,11200,10900,11000,59692,258,10755000
71,A083550,диюл©╔,20210512,11350,11450,11200,11300,54644,258,10755000
72,A083550,диюл©╔,20210511,11500,11550,11300,11450,39325,258,10755000
73,A083550,диюл©╔,20210510,11500,11600,11350,11550,41729,258,10755000
74,A083550,диюл©╔,20210507,11450,11550,11350,11500,43407,258,10755000
75,A083550,диюл©╔,20210506,11200,11550,11200,11500,66947,258,10755000
76,A083550,диюл©╔,20210504,11200,11400,11000,11250,98013,258,10755000
77,A083550,диюл©╔,20210503,11550,11600,11250,11250,70553,258,10755000
78,A083550,диюл©╔,20210430,11450,11700,11350,11550,62391,258,10755000
79,A083550,диюл©╔,20210429,11650,11700,11250,11450,89087,258,10755000
80,A083550,диюл©╔,20210428,12050,12100,11650,11650,137245,258,10755000
81,A083550,диюл©╔,20210427,12250,12300,11950,12050,85422,258,10755000
82,A083550,диюл©╔,20210426,12250,12350,12100,12200,122790,258,10755000
83,A083550,диюл©╔,20210423,11850,12300,11750,12200,206021,258,10755000
84,A083550,диюл©╔,20210422,11950,12000,11800,11900,104141,258,10755000
85,A083550,диюл©╔,20210421,12000,12050,11750,11900,90393,258,10755000
86,A083550,диюл©╔,20210420,11700,12000,11650,11900,159967,258,10755000
87,A083550,диюл©╔,20210419,11800,11800,11550,11750,97032,258,10755000
88,A083550,диюл©╔,20210416,11900,11900,11700,11750,105803,258,10755000
89,A083550,диюл©╔,20210415,11950,12000,11700,11900,141036,258,10755000
90,A083550,диюл©╔,20210414,11850,12050,11700,11900,152954,258,10282000
91,A083550,диюл©╔,20210413,11750,11800,11600,11750,69909,258,10282000
92,A083550,диюл©╔,20210412,11650,11800,11550,11750,121346,258,10282000
93,A083550,диюл©╔,20210409,11700,11700,11450,11600,68334,258,10282000
94,A083550,диюл©╔,20210408,11550,11750,11500,11650,79997,258,10282000
95,A083550,диюл©╔,20210407,11200,11650,11200,11600,169636,258,10282000
96,A083550,диюл©╔,20210406,11200,11300,11050,11200,46928,258,10282000
97,A083550,диюл©╔,20210405,11100,11200,11050,11200,59217,258,10282000
98,A083550,диюл©╔,20210402,11000,11100,10850,11100,68108,258,10282000
99,A083550,диюл©╔,20210401,10950,11050,10850,10950,51523,258,10282000
100,A083550,диюл©╔,20210331,11050,11150,10900,10950,53302,258,10282000
101,A083550,диюл©╔,20210330,11150,11300,11000,11000,53753,258,10282000
102,A083550,диюл©╔,20210329,11300,11450,11100,11150,80935,258,10282000
103,A083550,диюл©╔,20210326,11000,11150,10900,11100,46738,258,10282000
104,A083550,диюл©╔,20210325,10850,10950,10750,10950,54480,258,10282000
105,A083550,диюл©╔,20210324,11050,11100,10850,10850,57363,258,10282000
106,A083550,диюл©╔,20210323,11150,11250,10950,11100,61742,258,10282000
107,A083550,диюл©╔,20210322,11250,11300,11050,11100,38388,258,10282000
108,A083550,диюл©╔,20210319,11250,11400,11100,11300,42914,258,10282000
109,A083550,диюл©╔,20210318,11200,11500,11100,11250,97248,258,10282000
110,A083550,диюл©╔,20210317,11250,11450,11050,11150,47523,258,10282000
