,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A276240,ø§∏Æ∫Ò¡Ø,20210823,610,610,610,610,1,000,6674000
1,A276240,ø§∏Æ∫Ò¡Ø,20210820,540,540,540,540,0,000,6674000
2,A276240,ø§∏Æ∫Ò¡Ø,20210819,580,580,540,540,451,000,6674000
3,A276240,ø§∏Æ∫Ò¡Ø,20210818,512,560,511,511,15100,000,6674000
4,A276240,ø§∏Æ∫Ò¡Ø,20210817,601,601,601,601,1502,000,6674000
5,A276240,ø§∏Æ∫Ò¡Ø,20210813,707,707,707,707,1,000,6674000
6,A276240,ø§∏Æ∫Ò¡Ø,20210812,628,628,628,628,1,000,6674000
7,A276240,ø§∏Æ∫Ò¡Ø,20210811,510,649,506,629,24117,000,6674000
8,A276240,ø§∏Æ∫Ò¡Ø,20210810,624,624,535,595,4301,000,6674000
9,A276240,ø§∏Æ∫Ò¡Ø,20210809,629,629,625,625,600,000,6674000
10,A276240,ø§∏Æ∫Ò¡Ø,20210806,646,646,555,636,1301,000,6674000
11,A276240,ø§∏Æ∫Ò¡Ø,20210805,601,800,601,648,4099,000,6674000
12,A276240,ø§∏Æ∫Ò¡Ø,20210804,706,706,706,706,1,000,6674000
13,A276240,ø§∏Æ∫Ò¡Ø,20210803,618,618,615,616,11,000,6674000
14,A276240,ø§∏Æ∫Ò¡Ø,20210802,624,624,536,618,3,000,6674000
15,A276240,ø§∏Æ∫Ò¡Ø,20210730,544,630,544,624,6870,000,6674000
16,A276240,ø§∏Æ∫Ò¡Ø,20210729,530,689,525,640,21782,000,6674000
17,A276240,ø§∏Æ∫Ò¡Ø,20210728,617,617,617,617,1,000,6674000
18,A276240,ø§∏Æ∫Ò¡Ø,20210727,620,620,620,620,0,000,6674000
19,A276240,ø§∏Æ∫Ò¡Ø,20210726,670,670,670,670,0,000,6674000
20,A276240,ø§∏Æ∫Ò¡Ø,20210723,699,699,689,690,1001,000,6674000
21,A276240,ø§∏Æ∫Ò¡Ø,20210722,609,609,530,609,6,000,6674000
22,A276240,ø§∏Æ∫Ò¡Ø,20210721,610,610,610,610,10,000,6674000
23,A276240,ø§∏Æ∫Ò¡Ø,20210720,617,617,617,617,10,000,6674000
24,A276240,ø§∏Æ∫Ò¡Ø,20210719,622,622,622,622,10,000,6674000
25,A276240,ø§∏Æ∫Ò¡Ø,20210716,634,634,620,630,21,000,6674000
26,A276240,ø§∏Æ∫Ò¡Ø,20210715,637,637,600,637,750,000,6674000
27,A276240,ø§∏Æ∫Ò¡Ø,20210714,559,640,559,640,11,000,6674000
28,A276240,ø§∏Æ∫Ò¡Ø,20210713,610,650,609,650,3062,000,6674000
29,A276240,ø§∏Æ∫Ò¡Ø,20210712,640,640,640,640,1,000,6674000
30,A276240,ø§∏Æ∫Ò¡Ø,20210709,602,602,602,602,2231,000,6674000
31,A276240,ø§∏Æ∫Ò¡Ø,20210708,603,603,603,603,100,000,6674000
32,A276240,ø§∏Æ∫Ò¡Ø,20210707,619,619,604,604,21,000,6674000
33,A276240,ø§∏Æ∫Ò¡Ø,20210706,628,699,584,629,3834,000,6674000
34,A276240,ø§∏Æ∫Ò¡Ø,20210705,587,687,587,687,3,000,6674000
35,A276240,ø§∏Æ∫Ò¡Ø,20210702,698,698,690,690,103,000,6674000
36,A276240,ø§∏Æ∫Ò¡Ø,20210701,618,824,618,783,4121,000,6674000
37,A276240,ø§∏Æ∫Ò¡Ø,20210630,741,741,642,727,14,000,6674000
38,A276240,ø§∏Æ∫Ò¡Ø,20210629,645,645,645,645,10,000,6674000
39,A276240,ø§∏Æ∫Ò¡Ø,20210628,660,660,660,660,10,000,6674000
40,A276240,ø§∏Æ∫Ò¡Ø,20210625,670,670,670,670,10,000,6674000
41,A276240,ø§∏Æ∫Ò¡Ø,20210624,680,690,590,680,16334,000,6674000
42,A276240,ø§∏Æ∫Ò¡Ø,20210623,680,680,620,678,24807,000,6674000
43,A276240,ø§∏Æ∫Ò¡Ø,20210622,711,711,664,710,35657,000,6674000
44,A276240,ø§∏Æ∫Ò¡Ø,20210621,630,630,546,619,1011,000,6674000
45,A276240,ø§∏Æ∫Ò¡Ø,20210618,633,633,633,633,180,000,6674000
46,A276240,ø§∏Æ∫Ò¡Ø,20210617,730,730,633,633,11,000,6674000
47,A276240,ø§∏Æ∫Ò¡Ø,20210616,565,640,562,636,16,000,6674000
48,A276240,ø§∏Æ∫Ò¡Ø,20210615,510,565,510,565,20078,000,6674000
49,A276240,ø§∏Æ∫Ò¡Ø,20210614,610,610,567,570,4466,000,6674000
50,A276240,ø§∏Æ∫Ò¡Ø,20210611,579,579,577,577,2,000,6674000
51,A276240,ø§∏Æ∫Ò¡Ø,20210610,567,567,518,518,212,000,6674000
52,A276240,ø§∏Æ∫Ò¡Ø,20210609,550,580,510,570,6251,000,6674000
53,A276240,ø§∏Æ∫Ò¡Ø,20210608,639,639,544,570,612,000,6674000
54,A276240,ø§∏Æ∫Ò¡Ø,20210607,571,571,556,556,21,000,6674000
55,A276240,ø§∏Æ∫Ò¡Ø,20210604,578,578,510,577,161,000,6674000
56,A276240,ø§∏Æ∫Ò¡Ø,20210603,590,590,579,580,6010,000,6674000
57,A276240,ø§∏Æ∫Ò¡Ø,20210602,592,592,592,592,10,000,6674000
58,A276240,ø§∏Æ∫Ò¡Ø,20210601,594,594,594,594,10,000,6674000
59,A276240,ø§∏Æ∫Ò¡Ø,20210531,607,607,607,607,0,000,6674000
60,A276240,ø§∏Æ∫Ò¡Ø,20210528,596,608,596,608,11,000,6674000
61,A276240,ø§∏Æ∫Ò¡Ø,20210527,609,609,609,609,1,000,6674000
62,A276240,ø§∏Æ∫Ò¡Ø,20210526,549,549,480,542,5220,000,6674000
63,A276240,ø§∏Æ∫Ò¡Ø,20210525,551,595,550,550,12631,000,6674000
64,A276240,ø§∏Æ∫Ò¡Ø,20210524,599,599,559,559,5525,000,6674000
65,A276240,ø§∏Æ∫Ò¡Ø,20210521,571,571,500,569,265,000,6674000
66,A276240,ø§∏Æ∫Ò¡Ø,20210520,639,639,571,571,717,000,6674000
67,A276240,ø§∏Æ∫Ò¡Ø,20210518,595,595,593,594,1001,000,6674000
68,A276240,ø§∏Æ∫Ò¡Ø,20210517,621,678,535,535,5982,000,6674000
69,A276240,ø§∏Æ∫Ò¡Ø,20210514,636,680,550,629,21727,000,6674000
70,A276240,ø§∏Æ∫Ò¡Ø,20210513,669,669,560,639,4227,000,6674000
71,A276240,ø§∏Æ∫Ò¡Ø,20210512,648,648,648,648,10,000,6674000
72,A276240,ø§∏Æ∫Ò¡Ø,20210511,669,669,669,669,1,000,6674000
73,A276240,ø§∏Æ∫Ò¡Ø,20210510,680,680,620,620,17475,000,6674000
74,A276240,ø§∏Æ∫Ò¡Ø,20210507,650,650,604,650,1701,000,6674000
75,A276240,ø§∏Æ∫Ò¡Ø,20210506,700,701,610,690,73487,000,6674000
76,A276240,ø§∏Æ∫Ò¡Ø,20210504,700,710,610,610,36669,000,6674000
77,A276240,ø§∏Æ∫Ò¡Ø,20210503,549,630,500,625,44687,000,6674000
78,A276240,ø§∏Æ∫Ò¡Ø,20210430,550,560,524,560,6465,000,6674000
79,A276240,ø§∏Æ∫Ò¡Ø,20210429,579,579,530,530,14629,000,6674000
80,A276240,ø§∏Æ∫Ò¡Ø,20210428,603,603,515,589,17758,000,6674000
81,A276240,ø§∏Æ∫Ò¡Ø,20210427,540,649,540,603,1760,000,6674000
82,A276240,ø§∏Æ∫Ò¡Ø,20210426,711,711,600,610,49603,000,6674000
83,A276240,ø§∏Æ∫Ò¡Ø,20210423,683,683,530,619,11993,000,6674000
84,A276240,ø§∏Æ∫Ò¡Ø,20210422,595,595,570,594,3536,000,6674000
85,A276240,ø§∏Æ∫Ò¡Ø,20210421,595,595,515,519,6485,000,6674000
86,A276240,ø§∏Æ∫Ò¡Ø,20210420,593,593,470,518,20494,000,6674000
87,A276240,ø§∏Æ∫Ò¡Ø,20210419,441,517,441,517,5418,000,6674000
88,A276240,ø§∏Æ∫Ò¡Ø,20210416,527,527,452,452,1603,000,6674000
89,A276240,ø§∏Æ∫Ò¡Ø,20210415,527,527,459,459,100,000,6674000
90,A276240,ø§∏Æ∫Ò¡Ø,20210414,533,533,450,460,1741,000,6674000
91,A276240,ø§∏Æ∫Ò¡Ø,20210413,494,494,464,464,202,000,6674000
92,A276240,ø§∏Æ∫Ò¡Ø,20210412,494,494,420,430,3132,000,6674000
93,A276240,ø§∏Æ∫Ò¡Ø,20210409,443,500,420,430,7156,000,6674000
94,A276240,ø§∏Æ∫Ò¡Ø,20210408,449,449,449,449,1,000,6674000
95,A276240,ø§∏Æ∫Ò¡Ø,20210407,415,415,366,400,24408,000,6674000
96,A276240,ø§∏Æ∫Ò¡Ø,20210406,459,459,415,415,5079,000,6674000
97,A276240,ø§∏Æ∫Ò¡Ø,20210405,461,461,420,420,4441,000,6674000
98,A276240,ø§∏Æ∫Ò¡Ø,20210402,404,404,404,404,0,000,6674000
99,A276240,ø§∏Æ∫Ò¡Ø,20210401,443,443,404,404,12234,000,6674000
100,A276240,ø§∏Æ∫Ò¡Ø,20210331,463,463,449,449,2176,000,6674000
101,A276240,ø§∏Æ∫Ò¡Ø,20210330,449,449,404,404,1235,000,6674000
102,A276240,ø§∏Æ∫Ò¡Ø,20210329,403,403,403,403,7904,000,6674000
103,A276240,ø§∏Æ∫Ò¡Ø,20210326,480,480,415,415,4000,000,6674000
104,A276240,ø§∏Æ∫Ò¡Ø,20210325,536,536,400,488,14110,000,6674000
105,A276240,ø§∏Æ∫Ò¡Ø,20210324,430,478,376,468,2779,000,6674000
106,A276240,ø§∏Æ∫Ò¡Ø,20210323,420,486,414,439,26341,000,6674000
107,A276240,ø§∏Æ∫Ò¡Ø,20210322,568,616,486,486,3222,000,6674000
108,A276240,ø§∏Æ∫Ò¡Ø,20210319,573,573,568,571,2533,000,6674000
109,A276240,ø§∏Æ∫Ò¡Ø,20210318,561,561,499,499,1198,000,6674000
110,A276240,ø§∏Æ∫Ò¡Ø,20210317,488,488,488,488,0,000,6674000
111,A276240,ø§∏Æ∫Ò¡Ø,20210316,497,497,488,488,2176,000,6674000
112,A276240,ø§∏Æ∫Ò¡Ø,20210315,574,574,574,574,1,000,6674000
113,A276240,ø§∏Æ∫Ò¡Ø,20210312,498,571,435,500,1175,000,6674000
114,A276240,ø§∏Æ∫Ò¡Ø,20210311,498,498,498,498,0,000,6674000
115,A276240,ø§∏Æ∫Ò¡Ø,20210310,499,499,498,498,551,000,6674000
116,A276240,ø§∏Æ∫Ò¡Ø,20210309,421,444,421,444,2779,000,6674000
117,A276240,ø§∏Æ∫Ò¡Ø,20210308,420,448,420,445,2163,000,6674000
118,A276240,ø§∏Æ∫Ò¡Ø,20210305,450,450,411,449,196,000,6674000
119,A276240,ø§∏Æ∫Ò¡Ø,20210304,455,455,430,453,2732,000,6674000
120,A276240,ø§∏Æ∫Ò¡Ø,20210303,458,458,457,457,624,000,6674000
121,A276240,ø§∏Æ∫Ò¡Ø,20210302,459,459,459,459,2168,000,6674000
122,A276240,ø§∏Æ∫Ò¡Ø,20210226,410,539,410,489,4216,000,6674000
123,A276240,ø§∏Æ∫Ò¡Ø,20210225,450,479,450,479,6653,000,6674000
124,A276240,ø§∏Æ∫Ò¡Ø,20210224,540,540,421,421,252,000,6674000
125,A276240,ø§∏Æ∫Ò¡Ø,20210223,522,522,480,480,103,000,6674000
126,A276240,ø§∏Æ∫Ò¡Ø,20210222,530,530,450,490,678,000,6674000
127,A276240,ø§∏Æ∫Ò¡Ø,20210219,530,530,500,500,1011,000,6674000
128,A276240,ø§∏Æ∫Ò¡Ø,20210218,480,480,410,480,2206,000,6674000
129,A276240,ø§∏Æ∫Ò¡Ø,20210217,475,580,470,470,8811,000,6674000
130,A276240,ø§∏Æ∫Ò¡Ø,20210216,580,580,495,550,2689,000,6674000
131,A276240,ø§∏Æ∫Ò¡Ø,20210215,585,585,580,580,491,000,6674000
132,A276240,ø§∏Æ∫Ò¡Ø,20210210,550,550,431,549,5,000,6674000
133,A276240,ø§∏Æ∫Ò¡Ø,20210209,594,594,500,500,2081,000,6674000
134,A276240,ø§∏Æ∫Ò¡Ø,20210208,508,650,508,584,936,000,6674000
135,A276240,ø§∏Æ∫Ò¡Ø,20210205,599,599,501,597,3,000,6674000
136,A276240,ø§∏Æ∫Ò¡Ø,20210204,630,630,468,589,5254,000,6674000
137,A276240,ø§∏Æ∫Ò¡Ø,20210203,495,599,450,550,7191,000,6674000
138,A276240,ø§∏Æ∫Ò¡Ø,20210202,595,595,465,525,3219,000,6674000
139,A276240,ø§∏Æ∫Ò¡Ø,20210201,540,540,458,540,862,000,6674000
140,A276240,ø§∏Æ∫Ò¡Ø,20210129,627,720,533,538,138,000,6674000
141,A276240,ø§∏Æ∫Ò¡Ø,20210128,661,661,627,627,2,000,6674000
142,A276240,ø§∏Æ∫Ò¡Ø,20210127,550,575,550,575,575,000,6674000
143,A276240,ø§∏Æ∫Ò¡Ø,20210126,650,650,497,580,1248,000,6674000
144,A276240,ø§∏Æ∫Ò¡Ø,20210125,654,654,484,584,305,000,6674000
145,A276240,ø§∏Æ∫Ò¡Ø,20210122,489,569,489,569,2,000,6674000
146,A276240,ø§∏Æ∫Ò¡Ø,20210121,632,632,506,575,793,000,6674000
147,A276240,ø§∏Æ∫Ò¡Ø,20210120,599,599,595,595,2,000,6674000
148,A276240,ø§∏Æ∫Ò¡Ø,20210119,525,525,525,525,1,000,6674000
149,A276240,ø§∏Æ∫Ò¡Ø,20210118,490,595,490,505,11173,000,6674000
150,A276240,ø§∏Æ∫Ò¡Ø,20210115,480,520,480,519,3621,000,6674000
151,A276240,ø§∏Æ∫Ò¡Ø,20210114,549,549,536,536,489,000,6674000
152,A276240,ø§∏Æ∫Ò¡Ø,20210113,450,491,450,491,688,000,6674000
153,A276240,ø§∏Æ∫Ò¡Ø,20210112,490,490,490,490,400,000,6674000
154,A276240,ø§∏Æ∫Ò¡Ø,20210111,450,450,417,440,9532,000,6674000
155,A276240,ø§∏Æ∫Ò¡Ø,20210108,440,500,440,489,7408,000,6674000
156,A276240,ø§∏Æ∫Ò¡Ø,20210107,411,440,400,440,26001,000,6674000
157,A276240,ø§∏Æ∫Ò¡Ø,20210106,469,469,401,465,14908,000,6674000
158,A276240,ø§∏Æ∫Ò¡Ø,20210105,586,586,469,469,140,000,6674000
159,A276240,ø§∏Æ∫Ò¡Ø,20210104,510,510,510,510,299,000,6674000
160,A276240,ø§∏Æ∫Ò¡Ø,20201230,420,478,408,450,20216,000,6674000
161,A276240,ø§∏Æ∫Ò¡Ø,20201229,480,480,480,480,0,000,5574000
162,A276240,ø§∏Æ∫Ò¡Ø,20201228,490,490,433,489,850,000,5574000
163,A276240,ø§∏Æ∫Ò¡Ø,20201224,495,499,425,499,1481,000,5574000
164,A276240,ø§∏Æ∫Ò¡Ø,20201223,519,519,495,495,658,000,5574000
165,A276240,ø§∏Æ∫Ò¡Ø,20201222,457,457,457,457,0,000,5574000
166,A276240,ø§∏Æ∫Ò¡Ø,20201221,460,460,460,460,0,000,5574000
167,A276240,ø§∏Æ∫Ò¡Ø,20201218,479,479,478,479,1199,000,5574000
168,A276240,ø§∏Æ∫Ò¡Ø,20201217,481,481,411,479,2018,000,5574000
169,A276240,ø§∏Æ∫Ò¡Ø,20201216,468,469,468,469,1059,000,5574000
170,A276240,ø§∏Æ∫Ò¡Ø,20201215,469,469,469,469,0,000,5574000
171,A276240,ø§∏Æ∫Ò¡Ø,20201214,420,478,420,478,3984,000,5574000
172,A276240,ø§∏Æ∫Ò¡Ø,20201211,451,501,451,481,6297,000,5574000
173,A276240,ø§∏Æ∫Ò¡Ø,20201210,494,530,494,530,11,000,5574000
174,A276240,ø§∏Æ∫Ò¡Ø,20201209,477,477,475,475,16,000,5574000
175,A276240,ø§∏Æ∫Ò¡Ø,20201208,477,477,476,476,106,000,5574000
176,A276240,ø§∏Æ∫Ò¡Ø,20201207,421,475,421,475,11,000,5574000
177,A276240,ø§∏Æ∫Ò¡Ø,20201204,475,475,475,475,0,000,5574000
178,A276240,ø§∏Æ∫Ò¡Ø,20201203,480,488,438,480,4556,000,5574000
179,A276240,ø§∏Æ∫Ò¡Ø,20201202,435,496,435,496,3583,000,5574000
180,A276240,ø§∏Æ∫Ò¡Ø,20201201,501,501,435,496,1919,000,5574000
181,A276240,ø§∏Æ∫Ò¡Ø,20201130,494,494,431,493,2804,000,5574000
182,A276240,ø§∏Æ∫Ò¡Ø,20201127,461,479,461,478,241,000,5574000
183,A276240,ø§∏Æ∫Ò¡Ø,20201126,499,536,461,461,11712,000,5574000
184,A276240,ø§∏Æ∫Ò¡Ø,20201125,552,552,442,542,296,000,5574000
185,A276240,ø§∏Æ∫Ò¡Ø,20201124,480,505,430,480,2651,000,5574000
186,A276240,ø§∏Æ∫Ò¡Ø,20201123,545,545,498,498,1168,000,5574000
187,A276240,ø§∏Æ∫Ò¡Ø,20201120,608,608,489,489,176,000,5574000
188,A276240,ø§∏Æ∫Ò¡Ø,20201119,549,549,549,549,1,000,5574000
189,A276240,ø§∏Æ∫Ò¡Ø,20201118,548,548,410,498,6102,000,5574000
190,A276240,ø§∏Æ∫Ò¡Ø,20201117,646,646,481,481,12500,000,5574000
191,A276240,ø§∏Æ∫Ò¡Ø,20201116,570,570,443,565,189,000,5574000
192,A276240,ø§∏Æ∫Ò¡Ø,20201113,500,500,500,500,0,000,5574000
193,A276240,ø§∏Æ∫Ò¡Ø,20201112,560,560,560,560,1,000,5574000
194,A276240,ø§∏Æ∫Ò¡Ø,20201111,568,568,500,500,95,000,5574000
195,A276240,ø§∏Æ∫Ò¡Ø,20201110,638,638,475,494,1814,000,5574000
196,A276240,ø§∏Æ∫Ò¡Ø,20201109,558,558,558,558,1,000,5574000
197,A276240,ø§∏Æ∫Ò¡Ø,20201106,662,662,490,490,152,000,5574000
198,A276240,ø§∏Æ∫Ò¡Ø,20201105,700,700,576,576,212,000,5574000
199,A276240,ø§∏Æ∫Ò¡Ø,20201104,677,677,677,677,1,000,5574000
200,A276240,ø§∏Æ∫Ò¡Ø,20201103,591,591,503,589,209,000,5574000
201,A276240,ø§∏Æ∫Ò¡Ø,20201102,591,591,591,591,1,000,5574000
202,A276240,ø§∏Æ∫Ò¡Ø,20201030,517,517,423,514,6,000,5574000
203,A276240,ø§∏Æ∫Ò¡Ø,20201029,450,450,420,450,8341,000,5574000
204,A276240,ø§∏Æ∫Ò¡Ø,20201028,453,465,451,451,4812,000,5574000
205,A276240,ø§∏Æ∫Ò¡Ø,20201027,520,530,520,530,156,000,5574000
206,A276240,ø§∏Æ∫Ò¡Ø,20201026,611,611,611,611,1,000,5574000
207,A276240,ø§∏Æ∫Ò¡Ø,20201023,484,598,484,533,4228,000,5574000
208,A276240,ø§∏Æ∫Ò¡Ø,20201022,569,569,569,569,1,000,5574000
209,A276240,ø§∏Æ∫Ò¡Ø,20201021,580,580,455,495,5817,000,5574000
210,A276240,ø§∏Æ∫Ò¡Ø,20201020,531,531,531,531,1,000,5574000
211,A276240,ø§∏Æ∫Ò¡Ø,20201019,465,465,464,464,1959,000,5574000
212,A276240,ø§∏Æ∫Ò¡Ø,20201016,586,586,435,545,745,000,5574000
213,A276240,ø§∏Æ∫Ò¡Ø,20201015,510,510,510,510,10,000,5574000
214,A276240,ø§∏Æ∫Ò¡Ø,20201014,460,460,460,460,200,000,5574000
215,A276240,ø§∏Æ∫Ò¡Ø,20201013,554,554,471,539,12084,000,5574000
216,A276240,ø§∏Æ∫Ò¡Ø,20201012,555,555,445,554,2387,000,5574000
217,A276240,ø§∏Æ∫Ò¡Ø,20201008,550,550,436,520,106,000,5574000
218,A276240,ø§∏Æ∫Ò¡Ø,20201007,503,503,503,503,287,000,5574000
219,A276240,ø§∏Æ∫Ò¡Ø,20201006,451,609,451,591,3108,000,5574000
220,A276240,ø§∏Æ∫Ò¡Ø,20201005,550,550,430,530,1449,000,5574000
221,A276240,ø§∏Æ∫Ò¡Ø,20200929,504,504,504,504,5,000,5574000
222,A276240,ø§∏Æ∫Ò¡Ø,20200928,506,506,506,506,1,000,5574000
223,A276240,ø§∏Æ∫Ò¡Ø,20200925,459,459,459,459,3982,000,5574000
224,A276240,ø§∏Æ∫Ò¡Ø,20200924,560,560,425,539,98,000,5574000
225,A276240,ø§∏Æ∫Ò¡Ø,20200923,501,501,435,499,5506,000,5574000
226,A276240,ø§∏Æ∫Ò¡Ø,20200922,500,500,500,500,1,000,5574000
227,A276240,ø§∏Æ∫Ò¡Ø,20200921,499,499,450,450,1043,000,5574000
228,A276240,ø§∏Æ∫Ò¡Ø,20200918,499,499,499,499,1330,000,5574000
229,A276240,ø§∏Æ∫Ò¡Ø,20200917,500,500,500,500,0,000,5574000
230,A276240,ø§∏Æ∫Ò¡Ø,20200916,499,502,499,502,1411,000,5574000
231,A276240,ø§∏Æ∫Ò¡Ø,20200915,502,502,502,502,306,000,5574000
232,A276240,ø§∏Æ∫Ò¡Ø,20200914,498,550,498,550,2054,000,5574000
233,A276240,ø§∏Æ∫Ò¡Ø,20200911,499,499,499,499,106,000,5574000
234,A276240,ø§∏Æ∫Ò¡Ø,20200910,451,505,451,505,2,000,5574000
235,A276240,ø§∏Æ∫Ò¡Ø,20200909,505,505,500,500,1029,000,5574000
236,A276240,ø§∏Æ∫Ò¡Ø,20200908,540,540,540,540,1159,000,5574000
237,A276240,ø§∏Æ∫Ò¡Ø,20200907,499,635,499,635,2651,000,5574000
238,A276240,ø§∏Æ∫Ò¡Ø,20200904,630,630,472,580,1550,000,5574000
239,A276240,ø§∏Æ∫Ò¡Ø,20200903,650,650,493,554,5639,000,5574000
240,A276240,ø§∏Æ∫Ò¡Ø,20200902,580,580,580,580,1,000,5574000
241,A276240,ø§∏Æ∫Ò¡Ø,20200901,550,550,550,550,1,000,5574000
242,A276240,ø§∏Æ∫Ò¡Ø,20200831,599,599,483,483,7081,000,5574000
243,A276240,ø§∏Æ∫Ò¡Ø,20200828,568,767,568,568,6675,000,5574000
244,A276240,ø§∏Æ∫Ò¡Ø,20200827,668,668,668,668,1,000,5574000
245,A276240,ø§∏Æ∫Ò¡Ø,20200826,600,600,470,597,4090,000,5574000
246,A276240,ø§∏Æ∫Ò¡Ø,20200825,543,543,543,543,1,000,5574000
247,A276240,ø§∏Æ∫Ò¡Ø,20200824,476,575,476,479,303,000,5574000
248,A276240,ø§∏Æ∫Ò¡Ø,20200821,495,549,495,549,20,000,5574000
249,A276240,ø§∏Æ∫Ò¡Ø,20200820,680,680,578,578,109,000,5574000
250,A276240,ø§∏Æ∫Ò¡Ø,20200819,698,698,522,680,6800,000,5574000
251,A276240,ø§∏Æ∫Ò¡Ø,20200818,615,615,613,613,5,000,5574000
252,A276240,ø§∏Æ∫Ò¡Ø,20200814,538,538,538,538,1,000,5574000
253,A276240,ø§∏Æ∫Ò¡Ø,20200813,538,538,520,538,1008,000,5574000
254,A276240,ø§∏Æ∫Ò¡Ø,20200812,560,560,486,540,2714,000,5574000
255,A276240,ø§∏Æ∫Ò¡Ø,20200811,684,684,512,560,1233,000,5574000
256,A276240,ø§∏Æ∫Ò¡Ø,20200810,599,599,500,596,3,000,5574000
257,A276240,ø§∏Æ∫Ò¡Ø,20200807,530,530,529,529,1154,000,5574000
258,A276240,ø§∏Æ∫Ò¡Ø,20200806,538,538,538,538,168,000,5574000
259,A276240,ø§∏Æ∫Ò¡Ø,20200805,545,545,500,540,5217,000,5574000
260,A276240,ø§∏Æ∫Ò¡Ø,20200804,547,547,471,545,566,000,5574000
261,A276240,ø§∏Æ∫Ò¡Ø,20200803,521,550,521,550,3,000,5574000
262,A276240,ø§∏Æ∫Ò¡Ø,20200731,688,688,538,609,6,000,5574000
263,A276240,ø§∏Æ∫Ò¡Ø,20200730,633,633,492,630,4,000,5574000
264,A276240,ø§∏Æ∫Ò¡Ø,20200729,573,573,573,573,3,000,5574000
265,A276240,ø§∏Æ∫Ò¡Ø,20200728,586,586,456,550,4,000,5574000
