,Á¾¸סÄÚµו,Á¾¸ס¸ם,³¯Â¥,½Ã°¡,°ם°¡,Àת°¡,Á¾°¡,°Å·¡·®,Áץ±ÇÀü»ך¾קÁ¾ÄÚµו,¹‗ÇאÁÖ½Ä¼צ
17,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210728,1390,1390,1390,1390,0,360,27424000
18,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210727,1390,1390,1390,1390,0,360,27424000
19,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210726,1390,1390,1390,1390,0,360,27424000
20,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210723,1390,1390,1390,1390,0,360,27424000
21,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210722,1390,1390,1390,1390,0,360,27424000
22,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210721,1390,1390,1390,1390,0,360,27424000
23,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210720,1390,1390,1390,1390,0,360,27424000
24,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210719,1585,1585,1585,1585,0,360,27424000
25,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210716,1585,1585,1585,1585,0,360,22424000
26,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210715,1585,1585,1585,1585,0,360,22424000
27,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210714,1585,1585,1585,1585,0,360,22424000
28,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210713,1585,1585,1585,1585,0,360,22424000
29,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210712,1585,1585,1585,1585,0,360,22424000
30,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210709,1585,1585,1585,1585,0,360,22424000
31,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210708,1585,1585,1585,1585,0,360,22424000
32,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210707,1585,1585,1585,1585,0,360,22424000
33,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210706,1585,1585,1585,1585,0,360,22424000
34,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210705,1585,1585,1585,1585,0,360,22424000
35,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210702,1585,1585,1585,1585,0,360,22424000
36,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210701,1585,1585,1585,1585,0,360,22424000
37,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210630,1585,1585,1585,1585,0,360,22424000
38,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210629,1585,1585,1585,1585,0,360,22424000
39,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210628,1585,1585,1585,1585,0,360,22424000
40,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210625,1585,1585,1585,1585,0,360,22424000
41,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210624,1585,1585,1585,1585,0,360,22424000
42,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210623,1585,1585,1585,1585,0,360,22424000
43,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210622,1585,1585,1585,1585,0,360,22424000
44,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210621,1585,1585,1585,1585,0,360,22424000
45,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210618,1585,1585,1585,1585,0,360,22424000
46,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210617,1585,1585,1585,1585,0,360,22424000
47,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210616,1585,1585,1585,1585,0,360,22424000
48,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210615,1585,1585,1585,1585,0,360,22424000
49,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210614,1585,1585,1585,1585,0,360,22424000
50,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210611,1585,1585,1585,1585,0,360,22424000
51,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210610,1585,1585,1585,1585,0,360,22424000
52,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210609,1585,1585,1585,1585,0,360,22424000
53,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210608,1585,1585,1585,1585,0,360,22424000
54,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210607,1585,1585,1585,1585,0,360,22424000
55,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210604,1585,1585,1585,1585,0,360,22424000
56,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210603,1585,1585,1585,1585,0,360,22424000
57,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210602,1585,1585,1585,1585,0,360,22424000
58,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210601,1585,1585,1585,1585,0,360,22424000
59,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210531,1585,1585,1585,1585,0,360,22424000
60,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210528,1585,1585,1585,1585,0,360,22424000
61,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210527,1585,1585,1585,1585,0,360,22424000
62,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210526,1585,1585,1585,1585,0,360,22424000
63,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210525,1585,1585,1585,1585,0,360,22424000
64,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210524,1585,1585,1585,1585,0,360,22424000
65,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210521,1585,1585,1585,1585,0,360,22424000
66,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210520,1585,1585,1585,1585,0,360,22424000
67,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210518,1585,1585,1585,1585,0,360,22424000
68,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210517,1585,1585,1585,1585,0,360,22424000
69,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210514,1585,1585,1585,1585,0,360,22424000
70,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210513,1585,1585,1585,1585,0,360,22424000
71,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210512,1585,1585,1585,1585,0,360,22424000
72,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210511,1585,1585,1585,1585,0,360,22424000
73,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210510,1585,1585,1585,1585,0,360,22424000
74,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210507,1585,1585,1585,1585,0,360,22424000
75,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210506,1585,1585,1585,1585,0,360,22424000
76,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210504,1585,1585,1585,1585,0,360,22424000
77,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210503,1585,1585,1585,1585,0,360,22424000
78,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210430,1585,1585,1585,1585,0,360,22424000
79,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210429,1585,1585,1585,1585,0,360,22424000
80,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210428,1585,1585,1585,1585,0,360,22424000
81,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210427,1585,1585,1585,1585,0,360,22424000
82,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210426,1585,1585,1585,1585,0,360,22424000
83,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210423,1585,1585,1585,1585,0,360,22424000
84,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210422,1585,1585,1585,1585,0,360,22424000
85,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210421,1585,1585,1585,1585,0,360,22424000
86,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210420,1585,1585,1585,1585,0,360,22424000
87,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210419,1585,1585,1585,1585,0,360,22424000
88,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210416,1585,1585,1585,1585,0,360,22424000
89,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210415,1585,1585,1585,1585,0,360,22424000
90,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210414,1585,1585,1585,1585,0,360,22424000
91,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210413,1585,1585,1585,1585,0,360,22424000
92,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210412,1585,1585,1585,1585,0,360,22424000
93,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210409,1585,1585,1585,1585,0,360,22424000
94,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210408,1585,1585,1585,1585,0,360,22424000
95,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210407,1585,1585,1585,1585,0,360,22424000
96,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210406,1585,1585,1585,1585,0,360,22424000
97,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210405,1585,1585,1585,1585,0,360,22424000
98,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210402,1585,1585,1585,1585,0,360,22424000
99,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210401,1585,1585,1585,1585,0,360,22424000
100,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210331,1585,1585,1585,1585,0,360,22424000
101,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210330,1585,1585,1585,1585,0,360,22424000
102,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210329,1585,1585,1585,1585,0,360,22424000
103,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210326,1585,1585,1585,1585,0,360,22424000
104,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210325,1585,1585,1585,1585,0,360,22424000
105,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210324,1585,1585,1585,1585,0,360,22424000
106,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210323,1585,1585,1585,1585,0,360,22424000
107,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210322,1585,1585,1585,1585,0,360,22424000
108,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210319,1585,1585,1585,1585,0,360,22424000
109,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210318,1585,1585,1585,1585,0,360,22424000
110,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210317,1585,1585,1585,1585,0,360,22424000
111,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210316,1585,1585,1585,1585,0,360,22424000
112,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210315,1585,1585,1585,1585,0,360,22424000
113,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210312,1585,1585,1585,1585,0,360,22424000
114,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210311,1585,1585,1585,1585,0,360,22424000
115,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210310,1585,1585,1585,1585,0,360,22424000
116,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210309,1585,1585,1585,1585,0,360,22424000
117,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210308,1585,1585,1585,1585,0,360,22424000
118,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210305,1585,1585,1585,1585,0,360,22424000
119,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210304,1585,1585,1585,1585,0,360,22424000
120,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210303,1585,1585,1585,1585,0,360,22424000
121,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210302,1585,1585,1585,1585,0,360,22424000
122,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210226,1585,1585,1585,1585,0,360,22424000
123,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210225,1585,1585,1585,1585,0,360,22424000
124,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210224,1585,1585,1585,1585,0,360,22424000
125,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210223,1585,1585,1585,1585,0,360,22424000
126,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210222,1585,1585,1585,1585,0,360,22424000
127,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210219,1585,1585,1585,1585,0,360,22424000
128,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210218,1585,1585,1585,1585,0,360,22424000
129,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210217,1585,1585,1585,1585,0,360,22424000
130,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210216,1585,1585,1585,1585,0,360,22424000
131,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210215,1585,1585,1585,1585,0,360,22424000
132,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210210,1585,1585,1585,1585,0,360,22424000
133,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210209,1585,1585,1585,1585,0,360,22424000
134,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210208,1585,1585,1585,1585,0,360,22424000
135,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210205,1585,1585,1585,1585,0,360,22424000
136,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210204,1585,1585,1585,1585,0,360,22424000
137,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210203,1585,1585,1585,1585,0,360,22424000
138,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210202,1585,1585,1585,1585,0,360,22424000
139,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210201,1585,1585,1585,1585,0,360,22424000
140,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210129,1585,1585,1585,1585,0,360,22424000
141,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210128,1585,1585,1585,1585,0,360,22424000
142,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210127,1585,1585,1585,1585,0,360,22424000
143,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210126,1585,1585,1585,1585,0,360,22424000
144,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210125,1585,1585,1585,1585,0,360,22424000
145,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210122,1585,1585,1585,1585,0,360,22424000
146,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210121,1585,1585,1585,1585,0,360,22424000
147,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210120,1585,1585,1585,1585,0,360,22424000
148,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210119,1585,1585,1585,1585,0,360,22424000
149,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210118,1585,1585,1585,1585,0,360,22424000
150,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210115,1585,1585,1585,1585,0,360,22424000
151,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210114,1585,1585,1585,1585,0,360,22424000
152,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210113,1585,1585,1585,1585,0,360,22424000
153,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210112,1585,1585,1585,1585,0,360,22424000
154,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210111,1585,1585,1585,1585,0,360,22424000
155,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210108,1585,1585,1585,1585,0,360,22424000
156,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210107,1585,1585,1585,1585,0,360,22424000
157,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210106,1585,1585,1585,1585,0,360,22424000
158,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210105,1585,1585,1585,1585,0,360,22424000
159,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20210104,1585,1585,1585,1585,0,360,22424000
160,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201230,1585,1585,1585,1585,0,360,22424000
161,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201229,1585,1585,1585,1585,0,360,22424000
162,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201228,1585,1585,1585,1585,0,360,22424000
163,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201224,1585,1585,1585,1585,0,360,22424000
164,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201223,1585,1585,1585,1585,0,360,22424000
165,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201222,1585,1585,1585,1585,0,360,22424000
166,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201221,1585,1585,1585,1585,0,360,22424000
167,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201218,1585,1585,1585,1585,0,360,22424000
168,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201217,1585,1585,1585,1585,0,360,22424000
169,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201216,1585,1585,1585,1585,0,360,22424000
170,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201215,1585,1585,1585,1585,0,360,22424000
171,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201214,1585,1585,1585,1585,0,360,22424000
172,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201211,1585,1585,1585,1585,0,360,22424000
173,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201210,1585,1585,1585,1585,0,360,22424000
174,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201209,1585,1585,1585,1585,0,360,22424000
175,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201208,1585,1585,1585,1585,0,360,22424000
176,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201207,1585,1585,1585,1585,0,360,22424000
177,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201204,1585,1585,1585,1585,0,360,22424000
178,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201203,1585,1585,1585,1585,0,360,22424000
179,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201202,1585,1585,1585,1585,0,360,22424000
180,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201201,1585,1585,1585,1585,0,360,22424000
181,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201130,1585,1585,1585,1585,0,360,22424000
182,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201127,1585,1585,1585,1585,0,360,22424000
183,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201126,1585,1585,1585,1585,0,360,22424000
184,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201125,1585,1585,1585,1585,0,360,22424000
185,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201124,1585,1585,1585,1585,0,360,22424000
186,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201123,1585,1585,1585,1585,0,360,22424000
187,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201120,1585,1585,1585,1585,0,360,22424000
188,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201119,1585,1585,1585,1585,0,360,22424000
189,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201118,1585,1585,1585,1585,0,360,22424000
190,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201117,1585,1585,1585,1585,0,360,22424000
191,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201116,1585,1585,1585,1585,0,360,22424000
192,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201113,1585,1585,1585,1585,0,360,22424000
193,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201112,1585,1585,1585,1585,0,360,22424000
194,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201111,1585,1585,1585,1585,0,360,22424000
195,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201110,1585,1585,1585,1585,0,360,22424000
196,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201109,1585,1585,1585,1585,0,360,22424000
197,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201106,1585,1585,1585,1585,0,360,22424000
198,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201105,1585,1585,1585,1585,0,360,22424000
199,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201104,1585,1585,1585,1585,0,360,22424000
200,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201103,1585,1585,1585,1585,0,360,22424000
201,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201102,1585,1585,1585,1585,0,360,22424000
202,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201030,1585,1585,1585,1585,0,360,22424000
203,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201029,1585,1585,1585,1585,0,360,22424000
204,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201028,1585,1585,1585,1585,0,360,22424000
205,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201027,1585,1585,1585,1585,0,360,22424000
206,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201026,1585,1585,1585,1585,0,360,22424000
207,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201023,1585,1585,1585,1585,0,360,22424000
208,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201022,1585,1585,1585,1585,0,360,22424000
209,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201021,1585,1585,1585,1585,0,360,22424000
210,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201020,1585,1585,1585,1585,0,360,22424000
211,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201019,1585,1585,1585,1585,0,360,22424000
212,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201016,1585,1585,1585,1585,0,360,22424000
213,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201015,1585,1585,1585,1585,0,360,22424000
214,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201014,1585,1585,1585,1585,0,360,22424000
215,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201013,1585,1585,1585,1585,0,360,22424000
216,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201012,1585,1585,1585,1585,0,360,22424000
217,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201008,1585,1585,1585,1585,0,360,22424000
218,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201007,1585,1585,1585,1585,0,360,22424000
219,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201006,1585,1585,1585,1585,0,360,22424000
220,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20201005,1585,1585,1585,1585,0,360,22424000
221,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200929,1585,1585,1585,1585,0,360,22424000
222,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200928,1585,1585,1585,1585,0,360,22424000
223,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200925,1585,1585,1585,1585,0,360,22424000
224,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200924,1585,1585,1585,1585,0,360,22424000
225,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200923,1585,1585,1585,1585,0,360,22424000
226,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200922,1585,1585,1585,1585,0,360,22424000
227,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200921,1585,1585,1585,1585,0,360,22424000
228,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200918,1585,1585,1585,1585,0,360,22424000
229,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200917,1585,1585,1585,1585,0,360,22424000
230,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200916,1585,1585,1585,1585,0,360,22424000
231,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200915,1585,1585,1585,1585,0,360,22424000
232,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200914,1585,1585,1585,1585,0,360,22424000
233,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200911,1585,1585,1585,1585,0,360,22424000
234,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200910,1585,1585,1585,1585,0,360,22424000
235,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200909,1585,1585,1585,1585,0,360,22424000
236,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200908,1585,1585,1585,1585,0,360,22424000
237,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200907,1585,1585,1585,1585,0,360,22424000
238,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200904,1585,1585,1585,1585,0,360,22424000
239,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200903,1585,1585,1585,1585,0,360,22424000
240,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200902,1585,1585,1585,1585,0,360,22424000
241,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200901,1585,1585,1585,1585,0,360,22424000
242,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200831,1585,1585,1585,1585,0,360,22424000
243,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200828,1585,1585,1585,1585,0,360,22424000
244,A083470,ÀÌ¿¥¾Ø¾ÆÀÌ,20200827,1585,1585,1585,1585,0,360,22424000
