,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A244620,KODEX ธ๐ธเลาPlus,20210823,12680,12760,12675,12760,153,000,900000
1,A244620,KODEX ธ๐ธเลาPlus,20210820,12835,12960,12580,12605,1761,000,900000
2,A244620,KODEX ธ๐ธเลาPlus,20210819,13195,13195,12835,12835,1032,000,900000
3,A244620,KODEX ธ๐ธเลาPlus,20210818,13210,13210,13210,13210,9,000,900000
4,A244620,KODEX ธ๐ธเลาPlus,20210817,13215,13360,13175,13210,1937,000,900000
5,A244620,KODEX ธ๐ธเลาPlus,20210813,13755,13755,13365,13525,1846,000,900000
6,A244620,KODEX ธ๐ธเลาPlus,20210812,13580,13800,13580,13755,410,000,900000
7,A244620,KODEX ธ๐ธเลาPlus,20210811,13575,13665,13535,13580,243,000,900000
8,A244620,KODEX ธ๐ธเลาPlus,20210810,13775,13775,13595,13620,186,000,900000
9,A244620,KODEX ธ๐ธเลาPlus,20210809,13705,13790,13645,13775,630,000,900000
10,A244620,KODEX ธ๐ธเลาPlus,20210806,13730,13735,13705,13705,127,000,1000000
11,A244620,KODEX ธ๐ธเลาPlus,20210805,13685,13775,13670,13760,6714,000,1000000
12,A244620,KODEX ธ๐ธเลาPlus,20210804,13600,13725,13600,13685,1115,000,1000000
13,A244620,KODEX ธ๐ธเลาPlus,20210803,13570,13585,13490,13545,4010,000,1000000
14,A244620,KODEX ธ๐ธเลาPlus,20210802,13655,13655,13460,13585,22133,000,1000000
15,A244620,KODEX ธ๐ธเลาPlus,20210730,13770,13775,13540,13560,2858,000,1000000
16,A244620,KODEX ธ๐ธเลาPlus,20210729,13650,13740,13640,13735,1821,000,1000000
17,A244620,KODEX ธ๐ธเลาPlus,20210728,13605,13720,13485,13610,4600,000,1000000
18,A244620,KODEX ธ๐ธเลาPlus,20210727,13755,13825,13655,13720,2076,000,1000000
19,A244620,KODEX ธ๐ธเลาPlus,20210726,13740,13890,13695,13755,1145,000,1000000
20,A244620,KODEX ธ๐ธเลาPlus,20210723,13585,13725,13540,13725,17852,000,1000000
21,A244620,KODEX ธ๐ธเลาPlus,20210722,13510,13530,13455,13465,307,000,1000000
22,A244620,KODEX ธ๐ธเลาPlus,20210721,13455,13455,13345,13415,554,000,1000000
23,A244620,KODEX ธ๐ธเลาPlus,20210720,13280,13285,13135,13260,121,000,1000000
24,A244620,KODEX ธ๐ธเลาPlus,20210719,13255,13305,13180,13305,387,000,1000000
25,A244620,KODEX ธ๐ธเลาPlus,20210716,13235,13290,13160,13275,1040,000,1000000
26,A244620,KODEX ธ๐ธเลาPlus,20210715,13140,13250,13140,13190,2201,000,1000000
27,A244620,KODEX ธ๐ธเลาPlus,20210714,12905,13030,12860,13015,2547,000,1000000
28,A244620,KODEX ธ๐ธเลาPlus,20210713,12845,12930,12845,12920,2299,000,1000000
29,A244620,KODEX ธ๐ธเลาPlus,20210712,12795,12860,12795,12820,765,000,1000000
30,A244620,KODEX ธ๐ธเลาPlus,20210709,12640,12715,12510,12715,572,000,1000000
31,A244620,KODEX ธ๐ธเลาPlus,20210708,12835,12835,12815,12815,26,000,1000000
32,A244620,KODEX ธ๐ธเลาPlus,20210707,12970,13000,12940,12950,195,000,1000000
33,A244620,KODEX ธ๐ธเลาPlus,20210706,13060,13085,13015,13020,136,000,1000000
34,A244620,KODEX ธ๐ธเลาPlus,20210705,12960,13025,12925,13010,1840,000,1000000
35,A244620,KODEX ธ๐ธเลาPlus,20210702,12980,12980,12935,12940,1425,000,1000000
36,A244620,KODEX ธ๐ธเลาPlus,20210701,12955,12995,12895,12970,9609,000,1000000
37,A244620,KODEX ธ๐ธเลาPlus,20210630,13015,13015,12960,12990,2062,000,1000000
38,A244620,KODEX ธ๐ธเลาPlus,20210629,12960,12960,12910,12955,120,000,1000000
39,A244620,KODEX ธ๐ธเลาPlus,20210628,12925,12955,12910,12950,1531,000,1000000
40,A244620,KODEX ธ๐ธเลาPlus,20210625,12920,12970,12920,12930,318,000,1000000
41,A244620,KODEX ธ๐ธเลาPlus,20210624,12895,12915,12860,12870,901,000,1000000
42,A244620,KODEX ธ๐ธเลาPlus,20210623,12850,12910,12825,12860,1207,000,1000000
43,A244620,KODEX ธ๐ธเลาPlus,20210622,12790,12845,12750,12845,107,000,1000000
44,A244620,KODEX ธ๐ธเลาPlus,20210621,12675,12710,12600,12640,5325,000,1000000
45,A244620,KODEX ธ๐ธเลาPlus,20210618,12780,12845,12780,12845,1038,000,1000000
46,A244620,KODEX ธ๐ธเลาPlus,20210617,12670,12750,12670,12735,829,000,1000000
47,A244620,KODEX ธ๐ธเลาPlus,20210616,12545,12645,12545,12630,22228,000,1000000
48,A244620,KODEX ธ๐ธเลาPlus,20210615,12490,12530,12460,12490,871,000,1000000
49,A244620,KODEX ธ๐ธเลาPlus,20210614,12510,12520,12485,12505,89,000,1000000
50,A244620,KODEX ธ๐ธเลาPlus,20210611,12480,12495,12460,12480,8,000,1000000
51,A244620,KODEX ธ๐ธเลาPlus,20210610,12405,12450,12395,12415,156,000,1000000
52,A244620,KODEX ธ๐ธเลาPlus,20210609,12435,12435,12390,12395,28,000,1000000
53,A244620,KODEX ธ๐ธเลาPlus,20210608,12560,12605,12525,12525,801,000,1000000
54,A244620,KODEX ธ๐ธเลาPlus,20210607,12635,12645,12580,12635,436,000,1000000
55,A244620,KODEX ธ๐ธเลาPlus,20210604,12545,12615,12520,12590,294,000,1000000
