,มพธ๑ฤฺตๅ,มพธ๑ธํ,ณฏยฅ,ฝรฐก,ฐํฐก,ภ๚ฐก,มพฐก,ฐลทกทฎ,ม๕ฑวภüป๊พ๗มพฤฺตๅ,น฿วเมึฝฤผ๖
0,A180640,วัม๘ฤฎ,20210823,60200,63600,60200,63500,54224,019,66738000
1,A180640,วัม๘ฤฎ,20210820,60500,61700,59700,60000,91610,019,66738000
2,A180640,วัม๘ฤฎ,20210819,62300,62800,60800,60800,125221,019,66738000
3,A180640,วัม๘ฤฎ,20210818,61700,64600,61700,63400,103796,019,66738000
4,A180640,วัม๘ฤฎ,20210817,65000,65400,62900,63100,99127,019,66738000
5,A180640,วัม๘ฤฎ,20210813,67000,67000,64200,64600,106961,019,66738000
6,A180640,วัม๘ฤฎ,20210812,67400,68200,65100,66000,150740,019,66738000
7,A180640,วัม๘ฤฎ,20210811,66800,67400,66100,66400,75552,019,66738000
8,A180640,วัม๘ฤฎ,20210810,65300,66900,65300,66900,71897,019,66738000
9,A180640,วัม๘ฤฎ,20210809,66200,67000,65100,66200,70835,019,66738000
10,A180640,วัม๘ฤฎ,20210806,67000,67400,66300,67000,69915,019,66738000
11,A180640,วัม๘ฤฎ,20210805,65700,67000,65600,66100,91940,019,66738000
12,A180640,วัม๘ฤฎ,20210804,64100,67000,64100,66400,123839,019,66738000
13,A180640,วัม๘ฤฎ,20210803,63500,65300,62700,64600,83556,019,66738000
14,A180640,วัม๘ฤฎ,20210802,65900,66100,65000,65000,56093,019,66738000
15,A180640,วัม๘ฤฎ,20210730,66600,66600,64400,65000,118833,019,66738000
16,A180640,วัม๘ฤฎ,20210729,67100,67900,66900,66900,54654,019,66738000
17,A180640,วัม๘ฤฎ,20210728,67900,67900,66300,67300,70875,019,66738000
18,A180640,วัม๘ฤฎ,20210727,66600,68500,66500,66800,94282,019,66737000
19,A180640,วัม๘ฤฎ,20210726,67100,67400,66000,66200,74629,019,66737000
20,A180640,วัม๘ฤฎ,20210723,66800,67200,66000,67000,88161,019,66737000
21,A180640,วัม๘ฤฎ,20210722,65300,67400,64900,66800,162977,019,66737000
22,A180640,วัม๘ฤฎ,20210721,64400,65900,64000,64700,73330,019,66737000
23,A180640,วัม๘ฤฎ,20210720,64500,65100,63600,64000,80174,019,66737000
24,A180640,วัม๘ฤฎ,20210719,64500,66300,64000,64900,68707,019,66737000
25,A180640,วัม๘ฤฎ,20210716,64200,65900,63300,65300,88599,019,66737000
26,A180640,วัม๘ฤฎ,20210715,65300,65400,64200,64800,59636,019,66737000
27,A180640,วัม๘ฤฎ,20210714,64500,65300,64000,64400,55922,019,66737000
28,A180640,วัม๘ฤฎ,20210713,65900,66400,65200,65400,76268,019,66737000
29,A180640,วัม๘ฤฎ,20210712,62900,66300,62300,65800,126977,019,66605000
30,A180640,วัม๘ฤฎ,20210709,64100,64100,61100,62200,199667,019,66605000
31,A180640,วัม๘ฤฎ,20210708,65600,66900,64700,64700,132818,019,66605000
32,A180640,วัม๘ฤฎ,20210707,67100,67800,66200,66300,87911,019,66605000
33,A180640,วัม๘ฤฎ,20210706,68100,69400,67800,68000,108450,019,66605000
34,A180640,วัม๘ฤฎ,20210705,65000,68800,65000,68100,176273,019,66605000
35,A180640,วัม๘ฤฎ,20210702,65000,66100,64900,65200,66518,019,66605000
36,A180640,วัม๘ฤฎ,20210701,66500,66700,65300,65600,98613,019,66605000
37,A180640,วัม๘ฤฎ,20210630,66000,66500,65500,66000,74101,019,66605000
38,A180640,วัม๘ฤฎ,20210629,66400,66500,65500,66200,88790,019,66395000
39,A180640,วัม๘ฤฎ,20210628,67700,67700,65600,66000,151654,019,66395000
40,A180640,วัม๘ฤฎ,20210625,66200,68700,66100,67900,135133,019,66395000
41,A180640,วัม๘ฤฎ,20210624,67000,67200,66000,66400,166793,019,66395000
42,A180640,วัม๘ฤฎ,20210623,68900,69000,66500,67700,211119,019,66395000
43,A180640,วัม๘ฤฎ,20210622,69400,70400,68500,68700,124582,019,66395000
44,A180640,วัม๘ฤฎ,20210621,69200,69800,67200,69000,193968,019,66395000
45,A180640,วัม๘ฤฎ,20210618,71700,72500,69600,69600,422510,019,66395000
46,A180640,วัม๘ฤฎ,20210617,71500,73400,71200,72400,143434,019,66395000
47,A180640,วัม๘ฤฎ,20210616,73100,74700,72400,72500,177762,019,66395000
48,A180640,วัม๘ฤฎ,20210615,73600,75100,73000,73800,152831,019,66262000
49,A180640,วัม๘ฤฎ,20210614,78000,79000,73600,74500,368225,019,66262000
50,A180640,วัม๘ฤฎ,20210611,78700,80000,77000,79000,317845,019,66262000
51,A180640,วัม๘ฤฎ,20210610,74900,79900,74100,79900,761888,019,66262000
52,A180640,วัม๘ฤฎ,20210609,72900,75400,71900,74900,344021,019,66262000
53,A180640,วัม๘ฤฎ,20210608,71100,73200,71100,72000,206101,019,66262000
54,A180640,วัม๘ฤฎ,20210607,71600,72000,69500,71500,188625,019,66262000
55,A180640,วัม๘ฤฎ,20210604,69200,72300,68600,71500,282177,019,66262000
56,A180640,วัม๘ฤฎ,20210603,69500,71100,68600,70200,235901,019,66262000
57,A180640,วัม๘ฤฎ,20210602,66900,70500,66600,70100,617560,019,66262000
58,A180640,วัม๘ฤฎ,20210601,66500,66700,65600,65600,120028,019,66262000
59,A180640,วัม๘ฤฎ,20210531,65200,66400,65100,66200,159044,019,66262000
60,A180640,วัม๘ฤฎ,20210528,67000,67300,64500,65700,338953,019,66262000
61,A180640,วัม๘ฤฎ,20210527,68200,68500,67000,68500,256940,019,66262000
62,A180640,วัม๘ฤฎ,20210526,67700,68500,66800,67100,212754,019,66262000
63,A180640,วัม๘ฤฎ,20210525,63500,68700,63500,67500,601420,019,66262000
64,A180640,วัม๘ฤฎ,20210524,63000,64500,61800,63700,102887,019,66262000
65,A180640,วัม๘ฤฎ,20210521,65600,66100,64200,64200,166250,019,66262000
66,A180640,วัม๘ฤฎ,20210520,65700,66500,64000,66000,208273,019,66262000
67,A180640,วัม๘ฤฎ,20210518,65500,67000,65000,65700,307189,019,66262000
68,A180640,วัม๘ฤฎ,20210517,61100,67200,60800,66000,1429921,019,66262000
69,A180640,วัม๘ฤฎ,20210514,60700,60700,59200,59900,156535,019,66262000
70,A180640,วัม๘ฤฎ,20210513,59300,60900,58300,60000,243930,019,66262000
71,A180640,วัม๘ฤฎ,20210512,58400,60800,57600,59300,395056,019,66262000
72,A180640,วัม๘ฤฎ,20210511,55700,60500,55700,58600,662805,019,66262000
73,A180640,วัม๘ฤฎ,20210510,52000,56000,51300,55500,312127,019,66262000
74,A180640,วัม๘ฤฎ,20210507,51300,51500,50700,51300,92358,019,66262000
