,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A215090,»ﬁºæ≈ÿ,20210823,2410,2430,2205,2265,2207936,274,80240000
1,A215090,»ﬁºæ≈ÿ,20210820,2365,2585,2140,2410,8574435,274,80240000
2,A215090,»ﬁºæ≈ÿ,20210819,2860,2860,2235,2435,10659282,274,80240000
3,A215090,»ﬁºæ≈ÿ,20210818,2890,2985,2755,2850,2213013,274,80240000
4,A215090,»ﬁºæ≈ÿ,20210817,3105,3180,2865,2915,3535398,274,80240000
5,A215090,»ﬁºæ≈ÿ,20210813,3010,3245,3010,3070,3506910,274,80240000
6,A215090,»ﬁºæ≈ÿ,20210812,3040,3050,2815,3000,3755213,274,80240000
7,A215090,»ﬁºæ≈ÿ,20210811,3165,3175,2990,3040,2840654,274,80240000
8,A215090,»ﬁºæ≈ÿ,20210810,3010,3270,3000,3165,4424132,274,80240000
9,A215090,»ﬁºæ≈ÿ,20210809,3200,3275,2900,2990,6055990,274,80240000
10,A215090,»ﬁºæ≈ÿ,20210806,2945,3440,2945,3165,12811443,274,79573000
11,A215090,»ﬁºæ≈ÿ,20210805,2910,3065,2865,2940,4739651,274,79573000
12,A215090,»ﬁºæ≈ÿ,20210804,2735,3005,2735,2945,8688591,274,79573000
13,A215090,»ﬁºæ≈ÿ,20210803,2490,2870,2480,2770,13904980,274,73069000
14,A215090,»ﬁºæ≈ÿ,20210802,2625,2675,2460,2500,2333657,274,73069000
15,A215090,»ﬁºæ≈ÿ,20210730,2450,2635,2390,2535,4424987,274,73069000
16,A215090,»ﬁºæ≈ÿ,20210729,2555,2605,2250,2485,5930641,274,73069000
17,A215090,»ﬁºæ≈ÿ,20210728,2570,2640,2460,2590,5519191,274,73069000
18,A215090,»ﬁºæ≈ÿ,20210727,2590,2630,2440,2555,6293676,274,73069000
19,A215090,»ﬁºæ≈ÿ,20210726,2560,2760,2550,2685,17670262,274,73069000
20,A215090,»ﬁºæ≈ÿ,20210723,2195,2640,2150,2490,34870604,274,73069000
21,A215090,»ﬁºæ≈ÿ,20210722,2220,2265,2140,2150,5281649,274,73069000
22,A215090,»ﬁºæ≈ÿ,20210721,2195,2280,1990,2210,12033239,274,73069000
23,A215090,»ﬁºæ≈ÿ,20210720,2100,2295,2100,2175,19865937,274,73069000
24,A215090,»ﬁºæ≈ÿ,20210719,1865,2210,1840,2075,41189682,274,73069000
25,A215090,»ﬁºæ≈ÿ,20210716,1705,1895,1680,1860,23918911,274,73069000
26,A215090,»ﬁºæ≈ÿ,20210715,1745,1780,1665,1710,6511298,274,73069000
27,A215090,»ﬁºæ≈ÿ,20210714,1730,1820,1695,1750,15237769,274,68078000
28,A215090,»ﬁºæ≈ÿ,20210713,1560,1820,1530,1740,62011199,274,68078000
29,A215090,»ﬁºæ≈ÿ,20210712,1450,1690,1445,1570,39872569,274,68078000
30,A215090,»ﬁºæ≈ÿ,20210709,1280,1445,1245,1395,12473258,274,68078000
31,A215090,»ﬁºæ≈ÿ,20210708,1360,1375,1280,1310,2501523,274,68078000
32,A215090,»ﬁºæ≈ÿ,20210707,1360,1390,1335,1355,3326902,274,68078000
33,A215090,»ﬁºæ≈ÿ,20210706,1335,1420,1315,1360,12428284,274,68078000
34,A215090,»ﬁºæ≈ÿ,20210705,1305,1330,1290,1310,1667896,274,68078000
35,A215090,»ﬁºæ≈ÿ,20210702,1280,1305,1250,1290,1228412,274,68078000
36,A215090,»ﬁºæ≈ÿ,20210701,1305,1345,1285,1300,1258450,274,68078000
37,A215090,»ﬁºæ≈ÿ,20210630,1340,1375,1310,1325,1705015,274,68078000
38,A215090,»ﬁºæ≈ÿ,20210629,1335,1400,1310,1340,3876421,274,68078000
39,A215090,»ﬁºæ≈ÿ,20210628,1275,1380,1270,1335,7719305,274,68078000
40,A215090,»ﬁºæ≈ÿ,20210625,1275,1285,1225,1265,2467179,274,68078000
41,A215090,»ﬁºæ≈ÿ,20210624,1235,1290,1200,1255,1884583,274,68078000
42,A215090,»ﬁºæ≈ÿ,20210623,1290,1295,1225,1250,2258116,274,68078000
43,A215090,»ﬁºæ≈ÿ,20210622,1300,1325,1230,1300,2104059,274,68078000
44,A215090,»ﬁºæ≈ÿ,20210621,1330,1330,1280,1300,2436160,274,68078000
45,A215090,»ﬁºæ≈ÿ,20210618,1370,1385,1320,1330,2680068,274,68078000
46,A215090,»ﬁºæ≈ÿ,20210617,1345,1410,1315,1370,5087329,274,68078000
