,¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,Ω√∞°,∞Ì∞°,¿˙∞°,¡æ∞°,∞≈∑°∑Æ,¡ı±«¿¸ªÍæ˜¡æƒ⁄µÂ,πﬂ«‡¡÷Ωƒºˆ
0,A217330,ΩŒ¿Ã≈‰¡®,20210823,60400,60400,59400,60000,1537,212,5663000
1,A217330,ΩŒ¿Ã≈‰¡®,20210820,60300,62000,57800,60500,24784,212,5663000
2,A217330,ΩŒ¿Ã≈‰¡®,20210819,62700,63300,60300,60300,22748,212,5663000
3,A217330,ΩŒ¿Ã≈‰¡®,20210818,63000,64100,62100,63300,34446,212,5663000
4,A217330,ΩŒ¿Ã≈‰¡®,20210817,63600,64100,61600,63000,23593,212,5663000
5,A217330,ΩŒ¿Ã≈‰¡®,20210813,63500,64800,62600,64100,35943,212,5663000
6,A217330,ΩŒ¿Ã≈‰¡®,20210812,58500,72500,58500,64000,237365,212,5663000
7,A217330,ΩŒ¿Ã≈‰¡®,20210811,59000,59200,57500,58400,36723,212,5663000
8,A217330,ΩŒ¿Ã≈‰¡®,20210810,58900,59500,58000,59000,15733,212,5663000
9,A217330,ΩŒ¿Ã≈‰¡®,20210809,59600,60000,59000,59000,12639,212,5663000
10,A217330,ΩŒ¿Ã≈‰¡®,20210806,59600,60000,59000,60000,9188,212,5663000
11,A217330,ΩŒ¿Ã≈‰¡®,20210805,59500,60200,58800,59600,9823,212,5663000
12,A217330,ΩŒ¿Ã≈‰¡®,20210804,58900,59800,58800,59500,56359,212,5663000
13,A217330,ΩŒ¿Ã≈‰¡®,20210803,59000,60000,58800,59500,65888,212,5663000
14,A217330,ΩŒ¿Ã≈‰¡®,20210802,60500,60700,59200,59400,24372,212,5663000
15,A217330,ΩŒ¿Ã≈‰¡®,20210730,60800,61200,59600,60500,49411,212,5663000
16,A217330,ΩŒ¿Ã≈‰¡®,20210729,59400,61600,58400,60300,36165,212,5663000
17,A217330,ΩŒ¿Ã≈‰¡®,20210728,59000,59500,58700,59000,6505,212,5663000
18,A217330,ΩŒ¿Ã≈‰¡®,20210727,59500,60100,58900,59300,14001,212,5663000
19,A217330,ΩŒ¿Ã≈‰¡®,20210726,58900,59600,58200,59100,12966,212,5663000
20,A217330,ΩŒ¿Ã≈‰¡®,20210723,58000,59600,57300,58900,29653,212,5663000
21,A217330,ΩŒ¿Ã≈‰¡®,20210722,55200,58300,54900,57600,41219,212,5663000
22,A217330,ΩŒ¿Ã≈‰¡®,20210721,54000,55600,53500,55500,41803,212,5663000
23,A217330,ΩŒ¿Ã≈‰¡®,20210720,53700,54700,52700,54600,25780,212,5663000
24,A217330,ΩŒ¿Ã≈‰¡®,20210719,53300,54400,52900,54300,13799,212,5663000
25,A217330,ΩŒ¿Ã≈‰¡®,20210716,54400,54800,53500,54300,11204,212,5663000
26,A217330,ΩŒ¿Ã≈‰¡®,20210715,54300,55000,54000,54400,17974,212,5663000
27,A217330,ΩŒ¿Ã≈‰¡®,20210714,54200,55400,54100,55100,9599,212,5663000
28,A217330,ΩŒ¿Ã≈‰¡®,20210713,54200,55300,53600,55000,10529,212,5663000
29,A217330,ΩŒ¿Ã≈‰¡®,20210712,55200,55900,53900,53900,7625,212,5663000
