,а╬╦Ядз╣Е,а╬╦Я╦М,Ё╞б╔,╫ц╟║,╟М╟║,юЗ╟║,а╬╟║,╟е╥║╥╝,аУ╠гюЭ╩Й╬Ва╬дз╣Е,╧ъгЮаж╫д╪Ж
0,A049410,╬фаж©╔╬╬©╔,20210823,2965,2975,2960,2975,840,699,10740000
1,A049410,╬фаж©╔╬╬©╔,20210820,3000,3000,2950,2950,22,699,10740000
2,A049410,╬фаж©╔╬╬©╔,20210819,2795,2800,2795,2800,2,699,10740000
3,A049410,╬фаж©╔╬╬©╔,20210818,2800,2800,2800,2800,13,699,10740000
4,A049410,╬фаж©╔╬╬©╔,20210817,2800,2800,2800,2800,1,699,10740000
5,A049410,╬фаж©╔╬╬©╔,20210813,2690,2700,2600,2700,172,699,10740000
6,A049410,╬фаж©╔╬╬©╔,20210812,2690,2690,2690,2690,0,699,10740000
7,A049410,╬фаж©╔╬╬©╔,20210811,2690,2690,2690,2690,312,699,10740000
8,A049410,╬фаж©╔╬╬©╔,20210810,2690,2690,2690,2690,15,699,10740000
9,A049410,╬фаж©╔╬╬©╔,20210809,2690,2690,2690,2690,160,699,10740000
10,A049410,╬фаж©╔╬╬©╔,20210806,2700,2700,2650,2700,780,699,10740000
11,A049410,╬фаж©╔╬╬©╔,20210805,2700,2700,2650,2700,1362,699,10740000
12,A049410,╬фаж©╔╬╬©╔,20210804,2695,2720,2695,2720,2170,699,10740000
13,A049410,╬фаж©╔╬╬©╔,20210803,2700,2700,2650,2685,53,699,10740000
14,A049410,╬фаж©╔╬╬©╔,20210802,2700,2700,2700,2700,2000,699,10740000
15,A049410,╬фаж©╔╬╬©╔,20210730,2700,2700,2700,2700,3,699,10740000
16,A049410,╬фаж©╔╬╬©╔,20210729,2750,2750,2750,2750,2,699,10740000
17,A049410,╬фаж©╔╬╬©╔,20210728,2750,2750,2750,2750,10,699,10740000
18,A049410,╬фаж©╔╬╬©╔,20210727,2715,2745,2600,2600,1071,699,10740000
19,A049410,╬фаж©╔╬╬©╔,20210726,2745,2900,2160,2745,1275,699,10740000
20,A049410,╬фаж©╔╬╬©╔,20210723,3395,3395,1855,2600,496,699,10740000
21,A049410,╬фаж©╔╬╬©╔,20210722,3000,3255,2500,2510,7534,699,10740000
22,A049410,╬фаж©╔╬╬©╔,20210721,2505,2505,2500,2500,7302,699,10740000
23,A049410,╬фаж©╔╬╬©╔,20210720,1800,1940,1800,1940,10758,699,10740000
24,A049410,╬фаж©╔╬╬©╔,20210719,1030,1660,1030,1650,4111,699,10740000
25,A049410,╬фаж©╔╬╬©╔,20210716,1015,1600,1015,1600,3,699,10740000
26,A049410,╬фаж©╔╬╬©╔,20210715,1355,1425,1355,1425,46,699,10740000
27,A049410,╬фаж©╔╬╬©╔,20210714,1440,1440,1200,1200,4,699,10740000
28,A049410,╬фаж©╔╬╬©╔,20210713,1500,1500,1445,1445,6,699,10740000
29,A049410,╬фаж©╔╬╬©╔,20210712,1445,1445,1445,1445,2,699,10740000
30,A049410,╬фаж©╔╬╬©╔,20210709,1450,1450,1450,1450,2,699,10740000
31,A049410,╬фаж©╔╬╬©╔,20210708,1545,1545,1440,1440,95,699,10740000
32,A049410,╬фаж©╔╬╬©╔,20210707,1435,1435,1435,1435,0,699,10740000
33,A049410,╬фаж©╔╬╬©╔,20210706,1430,1445,1430,1445,17,699,10740000
34,A049410,╬фаж©╔╬╬©╔,20210705,1320,1445,1320,1400,603,699,10740000
35,A049410,╬фаж©╔╬╬©╔,20210702,1035,1495,1035,1495,5,699,10740000
36,A049410,╬фаж©╔╬╬©╔,20210701,1110,1490,1110,1490,3,699,10740000
37,A049410,╬фаж©╔╬╬©╔,20210630,1250,1250,1250,1250,3,699,10740000
38,A049410,╬фаж©╔╬╬©╔,20210629,1450,1450,1450,1450,1004,699,10740000
39,A049410,╬фаж©╔╬╬©╔,20210628,1260,1450,1260,1450,302,699,10740000
40,A049410,╬фаж©╔╬╬©╔,20210625,1270,1495,1270,1495,12,699,10740000
41,A049410,╬фаж©╔╬╬©╔,20210624,1800,1800,1450,1450,1501,699,10740000
